,one 64 layer,one 128 layer,two 64 layer
180,173.0,60.0,121.0
181,766.0,84.0,238.0
182,782.0,75.0,234.0
183,1000.0,72.0,117.0
184,161.0,184.0,277.0
185,967.0,98.0,103.0
186,647.0,126.0,103.0
187,240.0,56.0,55.0
188,265.0,149.0,90.0
189,1000.0,142.0,217.0
190,572.0,119.0,116.0
191,262.0,64.0,179.0
192,679.0,145.0,242.0
193,670.0,112.0,240.0
194,395.0,75.0,148.0
195,443.0,81.0,231.0
196,915.0,127.0,133.0
197,226.0,128.0,235.0
198,321.0,141.0,102.0
199,102.0,73.0,100.0
200,226.0,60.0,223.0
201,744.0,76.0,143.0
202,270.0,59.0,235.0
203,630.0,95.0,116.0
204,317.0,93.0,134.0
205,226.0,78.0,166.0
206,234.0,88.0,95.0
207,668.0,179.0,233.0
208,316.0,83.0,214.0
209,791.0,97.0,224.0
210,649.0,146.0,159.0
211,278.0,80.0,219.0
212,254.0,76.0,236.0
213,409.0,235.0,229.0
214,394.0,84.0,175.0
215,691.0,76.0,205.0
216,594.0,67.0,193.0
217,877.0,54.0,203.0
218,913.0,69.0,225.0
219,433.0,81.0,226.0
220,709.0,92.0,156.0
221,906.0,126.0,153.0
222,1000.0,71.0,117.0
223,214.0,69.0,208.0
224,1000.0,108.0,219.0
225,671.0,147.0,146.0
226,189.0,65.0,162.0
227,745.0,53.0,151.0
228,329.0,77.0,135.0
229,648.0,74.0,162.0
230,723.0,73.0,251.0
231,744.0,94.0,100.0
232,779.0,134.0,142.0
233,1000.0,124.0,202.0
234,767.0,52.0,156.0
235,428.0,173.0,211.0
236,1000.0,62.0,195.0
237,702.0,186.0,158.0
238,1000.0,121.0,311.0
239,828.0,302.0,220.0
240,469.0,75.0,283.0
241,357.0,111.0,110.0
242,87.0,159.0,246.0
243,526.0,100.0,150.0
244,569.0,238.0,195.0
245,401.0,76.0,227.0
246,464.0,126.0,135.0
247,704.0,63.0,167.0
248,352.0,232.0,235.0
249,654.0,76.0,223.0
250,606.0,51.0,236.0
251,626.0,88.0,123.0
252,560.0,103.0,239.0
253,534.0,161.0,245.0
254,625.0,57.0,249.0
255,659.0,249.0,108.0
256,540.0,76.0,272.0
257,592.0,53.0,97.0
258,796.0,210.0,142.0
259,640.0,149.0,239.0
260,881.0,91.0,236.0
261,718.0,57.0,255.0
262,727.0,187.0,282.0
263,660.0,105.0,257.0
264,775.0,81.0,263.0
265,926.0,185.0,261.0
266,673.0,68.0,253.0
267,472.0,98.0,225.0
268,662.0,98.0,259.0
269,676.0,87.0,276.0
270,610.0,104.0,111.0
271,1000.0,169.0,149.0
272,794.0,88.0,193.0
273,761.0,80.0,206.0
274,474.0,92.0,235.0
275,730.0,101.0,305.0
276,595.0,87.0,129.0
277,643.0,208.0,157.0
278,653.0,120.0,250.0
279,680.0,167.0,151.0
280,509.0,239.0,139.0
281,1000.0,68.0,263.0
282,705.0,149.0,76.0
283,568.0,192.0,305.0
284,668.0,75.0,388.0
285,619.0,53.0,183.0
286,600.0,165.0,157.0
287,560.0,61.0,199.0
288,597.0,69.0,67.0
289,581.0,99.0,247.0
290,698.0,232.0,277.0
291,1000.0,227.0,146.0
292,619.0,157.0,169.0
293,600.0,132.0,207.0
294,486.0,68.0,214.0
295,560.0,201.0,169.0
296,603.0,78.0,253.0
297,525.0,197.0,146.0
298,545.0,78.0,233.0
299,1000.0,90.0,226.0
300,667.0,66.0,175.0
301,638.0,195.0,290.0
302,570.0,65.0,220.0
303,530.0,151.0,217.0
304,568.0,135.0,203.0
305,506.0,163.0,253.0
306,483.0,176.0,253.0
307,495.0,66.0,318.0
308,518.0,206.0,231.0
309,503.0,199.0,171.0
310,579.0,77.0,250.0
311,419.0,92.0,225.0
312,541.0,184.0,324.0
313,554.0,87.0,192.0
314,249.0,74.0,156.0
315,488.0,100.0,202.0
316,710.0,105.0,135.0
317,509.0,92.0,133.0
318,441.0,79.0,242.0
319,416.0,92.0,117.0
320,489.0,92.0,221.0
321,521.0,108.0,234.0
322,653.0,105.0,231.0
323,621.0,103.0,210.0
324,476.0,111.0,223.0
325,546.0,303.0,265.0
326,1000.0,249.0,263.0
327,962.0,176.0,274.0
328,108.0,99.0,307.0
329,469.0,103.0,322.0
330,133.0,163.0,338.0
331,258.0,164.0,304.0
332,169.0,102.0,327.0
333,399.0,148.0,289.0
334,418.0,215.0,96.0
335,527.0,138.0,293.0
336,516.0,171.0,334.0
337,204.0,184.0,303.0
338,517.0,67.0,282.0
339,413.0,166.0,274.0
340,306.0,117.0,254.0
341,586.0,207.0,217.0
342,275.0,165.0,344.0
343,216.0,388.0,322.0
344,422.0,95.0,332.0
345,242.0,84.0,302.0
346,481.0,175.0,357.0
347,319.0,97.0,392.0
348,106.0,94.0,341.0
349,411.0,96.0,243.0
350,1000.0,115.0,287.0
351,174.0,117.0,353.0
352,566.0,99.0,347.0
353,488.0,94.0,346.0
354,143.0,259.0,220.0
355,626.0,180.0,343.0
356,404.0,157.0,285.0
357,359.0,145.0,323.0
358,426.0,151.0,261.0
359,604.0,130.0,345.0
360,374.0,106.0,346.0
361,425.0,119.0,287.0
362,423.0,178.0,284.0
363,404.0,196.0,308.0
364,249.0,226.0,251.0
365,476.0,116.0,302.0
366,493.0,123.0,217.0
367,480.0,178.0,264.0
368,540.0,137.0,307.0
369,597.0,223.0,286.0
370,422.0,370.0,208.0
371,545.0,190.0,138.0
372,561.0,178.0,269.0
373,538.0,216.0,336.0
374,621.0,359.0,293.0
375,473.0,180.0,326.0
376,491.0,171.0,343.0
377,529.0,177.0,249.0
378,397.0,150.0,334.0
379,309.0,175.0,313.0
380,482.0,284.0,219.0
381,520.0,157.0,326.0
382,529.0,169.0,92.0
383,511.0,174.0,311.0
384,544.0,312.0,230.0
385,517.0,88.0,364.0
386,553.0,177.0,333.0
387,508.0,115.0,364.0
388,481.0,158.0,131.0
389,421.0,161.0,261.0
390,536.0,64.0,188.0
391,544.0,183.0,407.0
392,521.0,154.0,356.0
393,472.0,76.0,352.0
394,740.0,203.0,292.0
395,545.0,210.0,410.0
396,480.0,376.0,105.0
397,361.0,134.0,325.0
398,473.0,205.0,321.0
399,537.0,263.0,320.0
400,473.0,284.0,407.0
401,685.0,192.0,390.0
402,354.0,216.0,194.0
403,1000.0,189.0,406.0
404,537.0,282.0,397.0
405,391.0,103.0,369.0
406,432.0,155.0,329.0
407,551.0,200.0,353.0
408,508.0,264.0,299.0
409,546.0,215.0,341.0
410,477.0,332.0,361.0
411,502.0,260.0,306.0
412,558.0,195.0,336.0
413,396.0,231.0,302.0
414,515.0,179.0,278.0
415,464.0,181.0,273.0
416,571.0,139.0,318.0
417,920.0,222.0,321.0
418,561.0,187.0,333.0
419,491.0,212.0,323.0
420,550.0,181.0,317.0
421,589.0,197.0,320.0
422,582.0,204.0,358.0
423,552.0,184.0,291.0
424,482.0,332.0,411.0
425,555.0,216.0,316.0
426,530.0,211.0,355.0
427,532.0,261.0,336.0
428,595.0,240.0,355.0
429,869.0,281.0,333.0
430,319.0,247.0,369.0
431,962.0,280.0,433.0
432,553.0,211.0,341.0
433,470.0,174.0,360.0
434,512.0,99.0,372.0
435,435.0,131.0,342.0
436,524.0,159.0,357.0
437,481.0,246.0,391.0
438,597.0,183.0,499.0
439,480.0,151.0,338.0
440,554.0,241.0,403.0
441,502.0,187.0,363.0
442,614.0,204.0,421.0
443,511.0,202.0,597.0
444,394.0,220.0,397.0
445,501.0,242.0,363.0
446,499.0,158.0,342.0
447,628.0,89.0,284.0
448,109.0,234.0,321.0
449,485.0,188.0,390.0
450,492.0,236.0,437.0
451,501.0,185.0,193.0
452,167.0,337.0,426.0
453,511.0,137.0,522.0
454,443.0,331.0,439.0
455,522.0,243.0,497.0
456,484.0,298.0,435.0
457,230.0,360.0,473.0
458,164.0,196.0,569.0
459,392.0,207.0,402.0
460,412.0,185.0,419.0
461,501.0,146.0,422.0
462,526.0,140.0,511.0
463,457.0,214.0,472.0
464,556.0,261.0,501.0
465,403.0,208.0,391.0
466,497.0,312.0,422.0
467,466.0,154.0,477.0
468,547.0,206.0,542.0
469,110.0,178.0,479.0
470,464.0,267.0,582.0
471,511.0,124.0,495.0
472,288.0,204.0,487.0
473,412.0,261.0,502.0
474,329.0,274.0,526.0
475,519.0,187.0,553.0
476,278.0,234.0,524.0
477,481.0,197.0,480.0
478,124.0,218.0,502.0
479,496.0,372.0,524.0
480,510.0,343.0,546.0
481,439.0,302.0,516.0
482,478.0,242.0,418.0
483,615.0,348.0,485.0
484,540.0,265.0,490.0
485,453.0,238.0,501.0
486,414.0,164.0,499.0
487,409.0,256.0,477.0
488,425.0,162.0,411.0
489,525.0,258.0,468.0
490,553.0,370.0,420.0
491,130.0,293.0,562.0
492,436.0,388.0,530.0
493,234.0,184.0,538.0
494,525.0,125.0,498.0
495,562.0,341.0,509.0
496,164.0,385.0,529.0
497,442.0,265.0,472.0
498,464.0,246.0,537.0
499,261.0,302.0,561.0
500,323.0,200.0,569.0
