,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
161,-339.2231593330921,-117.70770802808306,-78.77609410068176,-228.9886221624481
162,-214.75898431062933,-127.23283688917685,-108.1282193905066,-413.24841031109963
163,-304.48161314843236,-150.20768301950156,-298.0171558356657,12.544433213646812
164,-259.6330608864415,-126.80896320805925,-205.3938921480029,-562.9093502183077
165,-250.78083361527382,-198.88604435118842,-131.15466577554082,-135.8137997558225
166,-229.48255699657295,-155.81356586167612,-335.8537114973126,-308.9665887275106
167,-134.2067653049165,-158.78030775098767,-17.794215090482183,-215.9965365554894
168,-272.8740382104261,-97.89106140384838,-406.0589749287209,-212.96434330680393
169,-172.2545513936027,-230.93753176294615,-334.3329187476098,-219.35905043873842
170,-188.51995112531324,-96.06564526531518,-357.5381032731364,-324.5478149912291
171,-287.18494710459237,-137.68176515891764,-338.8113689438976,-270.75103956392866
172,-224.60656026776527,-124.0694293391849,-90.57914423302687,-233.08583937673814
173,-103.5420523717712,-146.19730476956835,-185.41409972427846,-227.32865693433536
174,-124.95317398257298,-222.9715734282828,-437.4377423796741,-187.22288477610434
175,-306.7468906560247,-95.6521991321578,-170.3564660362136,-443.62134300915795
176,-247.20149143876267,-115.26202367538296,-346.000247944725,-233.52298700641353
177,-301.40353160108646,-164.9160501571361,-214.42813573301407,-138.16039200802788
178,-333.76418746996285,-253.14403146209932,-178.65803959282124,-289.79869611894276
179,-271.08150289518966,-187.10418886041285,-8.228327638275474,-329.75814583869794
180,-318.23158922140004,-156.19855586630715,-126.62507785396895,-220.07580342182703
181,-308.7196382173541,-155.07548238399363,-195.7801256654559,-132.23371915433802
182,-315.53914767129413,-108.690744611401,-458.4519871669909,-366.60229148889647
183,-394.096379297829,-209.40134910282057,-195.9984928223458,-147.11843941854178
184,-177.5729553204742,-117.84393951260228,-287.32610134702816,-180.81065492314912
185,-180.52789915859026,-111.24803760472727,-201.70374955946687,-272.6845538152948
186,-307.3365168928019,-158.17135799794698,-132.05516967571933,-232.09912729254842
187,-182.48549568949107,-171.2086716437801,-216.73946726395957,-187.39512821534575
188,-283.0282373677436,-153.07705993891005,-103.23566170476342,-172.76298142578543
189,-270.5832623893714,-126.97195696117396,-239.12085445467864,-268.89376227953636
190,-189.91018615278824,-23.273486871812764,-271.71212224363694,-281.17444325581187
191,-429.0504518411209,-133.74748341740045,-119.1051605480807,-278.8400958652987
192,-252.0254357494757,-193.70170270003564,-97.7131143094207,-190.9691522811916
193,-224.6470692504535,-86.74152673289213,-110.73738279711007,-249.35922149647334
194,-299.36841557915807,3.4872486948035686,-107.14199232937062,-289.45869674882516
195,-255.91152542424535,-198.3344300038558,-437.73058845082704,-204.48587762105984
196,-176.64444810031193,-368.5220582575506,-256.2357850913748,-168.84154566571016
197,-222.97128082413724,-255.68137872996448,-207.74566603483564,-210.03290313843007
198,-257.24829550117926,-101.7899770934977,-494.56313028715664,-230.93481624573116
199,-430.2046663549986,-428.93819656305976,-385.2271708088035,-329.2220973754065
200,-214.69992915979657,-254.1121438959083,-190.13392555233298,-251.80186730516252
201,-216.58816121388372,-260.1392972799732,-136.46736275511313,-251.68375290687874
202,-207.32650906919412,-232.69804096448905,-223.32941216591593,-237.42005495415714
203,-195.45826731332397,-196.283549908133,-205.26084278772146,-157.66211416057797
204,-131.99692369236706,-108.54325754605372,-161.55943984728032,-234.13126176978236
205,-164.06649246743766,-224.8412378735498,-481.2835717116122,-322.923367264276
206,-389.81729792046696,-256.358541503993,-487.7849933006391,-298.04908720302046
207,-127.91656799388343,-152.17156204383767,-107.92489362806762,-155.6778254024369
208,-211.26412827488122,-128.23114046790613,-181.07013381912125,-178.99195992153244
209,-193.03970470924182,-110.36174993133034,-254.93864901089808,-160.965475362139
210,-173.9707095907133,-126.39939092956035,-68.2447969228338,-305.31728700492874
211,-215.00179701453317,-466.3492466762815,-120.39046510559325,-224.35818037629923
212,-184.1522862716539,-86.76764464276118,-412.02843772968055,-449.75059921728365
213,-288.4624073285531,-118.67170768662265,-341.6126435864161,-188.13704135415634
214,-100.49580642386007,-405.2208342456228,-260.00951623305355,-277.64283271264196
215,-161.64348460792775,-112.74126898864455,-176.77550141166455,-311.7054235097242
216,-417.0356973702571,-424.0597604234033,-376.6504133099374,-210.59162504596816
217,-232.9001517803581,-145.25648786655182,-159.26626028244857,-171.4353542695145
218,-192.84076071492353,-212.20699034907025,-322.9522231919233,-212.5914817796068
219,-211.25780206631072,-110.6605287978751,-436.86669729741095,-183.17667720359987
220,-165.78337852097536,-334.6890243236222,-293.18577861064443,-203.9182003423581
221,-2.2942386829440267,-159.58289666090332,-152.9166531791428,-393.89562128376963
222,-226.94193005093882,-142.63589962627395,-258.8227379648449,-320.48332960940854
223,-172.09519598126894,-133.62889470691806,-122.95628475892832,-364.60000065797874
224,-209.8434363538574,-133.7063231892395,-106.0667753564891,-256.28578418225175
225,-202.09747198892103,-258.89079308319003,-322.35397371759524,-178.19896118596745
226,-181.01637155119755,-195.65506080440696,-181.67371585178472,-159.7937785903782
227,-188.75837639890642,-256.1747998103192,-372.9671857569134,-242.39118035190572
228,-300.64345077299197,-431.19269492291744,-376.2980330510744,-52.031274548099745
229,-295.60538946343684,-161.76969012839714,-183.78751050014392,-238.62801745611608
230,-189.48882743606902,-388.1385409711275,-179.61463053025489,-273.90158212496567
