,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
0,-374.91952373651156,-188.4390936983268,-335.67198416531414,-2964.302585787489
1,-367.3426331012048,-1882.8982734073388,-780.8119624309742,-1719.9200065852979
2,-317.89880370050764,-190.00976448728971,-524.5234588654885,-390.3659005263667
3,-383.85430908033715,-697.031606785666,-146.8361386854122,-905.5824186355908
4,-364.6640017318475,-943.1164267443131,-812.4811950070062,-545.0702634969607
5,-331.7562238242684,-738.6736309602755,-1600.4205514338844,-614.2505888886932
6,-393.06156530940945,-530.6178592883607,-598.1961399893095,-610.2875098584375
7,-343.4852276227833,-216.70875204098178,-536.3587037656083,-502.46285120529797
8,-367.217739042809,-714.2130153713921,-455.29157307711705,-653.5690848391886
9,-383.2956283544333,-587.3756756711354,-652.9145295042862,-502.2081761490814
10,-389.0805345739682,-533.6178150846104,-106.24914706032561,-273.3071360478963
11,-380.84570569325683,-531.8635362682717,21.260831631031152,-243.15716507086555
12,-375.539957331428,-244.0793928190044,-17.09039116814168,44.5444376095582
13,-352.57350321589985,-180.58489601020682,141.54207157125086,-88.10548031467494
14,-387.7701277741933,-165.30163929513267,-0.11325804741825607,-99.63846573300228
15,-565.840728816125,-193.02315100185317,-65.94233616743679,-111.95482006433197
16,-429.5022803277952,-168.22141727246265,-151.4965051051004,-78.90545758529268
17,-413.188618175216,-278.18805776529706,-121.43056966670208,-71.73617919485903
18,-385.85377152932386,-414.2390327613519,-451.4429841769011,44.35311746368893
19,-295.1900060455189,-473.312553489517,-218.26325936678728,41.34597772115313
20,-195.05401058571823,-256.8855078870203,-164.83169164229975,-282.8298096843926
21,-181.57825444765717,-282.4452693825889,-229.63131280387748,-1029.0677331879713
22,-173.07450149711792,-525.0253037199518,-248.4577367913262,-241.52338227269175
23,-232.0476627903463,-264.99468564780716,-210.05131523350946,-285.4480566170631
24,-253.53981619766313,-103.16854591950434,-69.06535683765983,-186.67065183857824
25,-301.15606740194926,162.34996868455733,-269.6159684629449,-216.02960133649722
26,-265.21648430554353,-94.73718271035227,-87.90343807779487,-283.4919545325533
27,-83.37634261611657,-160.5427712451316,-24.870229944794403,-211.22305080783178
28,-124.79949111644908,-238.3841926161692,-102.07113397035877,-328.17413451828475
29,-74.4918239450925,-248.42760796476537,-50.56410194991853,-284.98105001748496
30,-164.887551276559,-103.89919629044873,-117.11211710418374,-402.6309399368417
31,-121.0418286942711,152.03099959676584,-108.70626191857916,-236.76591108471948
32,-122.46097253568414,-265.97297743840795,-260.4338999889162,-360.6783764016205
33,-138.83536521647665,-400.80657349006174,-21.429746729597,-262.0884596961726
34,-139.9537338434383,-75.91871764945552,-37.12212183232898,-276.0758647867503
35,-193.51563834658987,-909.2488097668007,-198.38777968091432,-198.60531565459837
36,-113.09602747977252,-317.33098050541844,-115.865401679708,-303.0373473550079
37,-142.47671447759137,-459.1090835486112,14.457655482601297,-126.46264571749326
38,-108.23614810777192,-396.32470523987405,-80.71848371801809,-204.73355349817933
39,-87.56182998422146,-226.3622709580059,-222.6459945697148,-247.52393713643195
40,-114.80166155600034,-372.76066462020276,-71.30060332387097,-249.15193365120743
41,-120.95678977759533,-259.4472949535726,-194.01397364595272,-158.58066485386945
42,-103.4735357515184,-246.46882576146317,-276.4118502396293,-338.09868738477553
43,-152.72270518476904,-242.56623963385846,-294.02371698991954,-170.0417480727479
44,-154.21771201110084,-203.47151534339605,-128.96925544100148,-338.35129553566594
45,-130.78218703299277,-234.96885489806928,-168.1692499261287,-354.46907676287384
46,-149.21161825150523,-494.0124176085882,-93.30392191912756,-239.28613091252817
47,-125.07793596923199,-193.23505556137783,-211.06204950599786,-322.5727622754789
48,-126.64037845125878,-196.43010647102324,-246.95130662789717,-261.040715005394
49,-6.512705962270289,-150.01778078956607,-109.15774430555169,-671.7988084607551
50,-122.91784151918071,13.669275435174526,-32.79535183178078,-348.2362867931722
51,-125.25258625077922,-132.51324904020515,-166.16358949765163,-324.29502363893056
52,-104.36989264346465,-192.24767028560058,-234.2319848980739,-528.4786389010003
53,-90.39169831329488,-102.29745906679965,10.461858335372511,-245.63213170478636
54,-167.70117705266432,-205.63231326154278,-188.53877980391326,-187.40145657901527
55,-105.16062255024553,-104.93715050737738,-257.9642236560211,-239.88665693701873
56,-133.38483112150453,-52.28762677933362,15.727125943070064,-167.99149107742468
57,-92.6455833682052,-79.64689848865999,-181.51264321048973,-285.66426219867844
58,-2.567199641217371,-258.1841182115884,-201.48434109844447,-201.13049459108422
59,-117.93782195156433,-400.40846053584136,-200.66640356023692,-355.2975070700194
60,-145.62781252893802,-345.52687621393034,-198.25519200318774,-147.50660832336592
61,-154.79279898023879,-341.25448786370936,-265.9669480241426,-102.70960756498563
62,-154.96639653914673,-214.93272080566027,-199.80928462419726,-160.17868295883653
63,-255.7559792732795,-258.04598595166294,-107.32266452917084,-285.39435784454196
64,-144.27404990106913,-287.3091169873615,22.585543460520356,-435.96728114052223
65,-55.37887923540481,-243.44843078912731,23.90359941394594,-35.165742835112
66,-162.33811315539134,-656.262552644532,-237.37834452779336,-57.21190493400924
67,-130.02511417624433,-611.9313654331388,-194.10372627112673,-277.90710487239204
68,-466.59806247775236,22.666295938261158,-32.50258376687388,-310.1148069071137
69,-161.14165085768474,-259.67245306969676,-113.51478785220093,-180.84598592932173
70,-203.99232795510358,-577.0267443951041,-246.18837004020375,-164.59693462863441
71,-163.14526975318955,-286.5456227811592,-106.6722480835179,-279.3714315328093
72,-136.34491768825598,-673.1524604449274,-278.82657833215933,-383.5213988539886
73,-123.19011379558981,-107.58455838194934,-58.19430600625012,-133.61770675016612
74,-106.84862030346784,-288.5797478141483,-63.979777033604506,-234.0872679621528
75,-127.66041024365526,-223.24889702456284,-172.79934917401891,-37.93991454041661
76,-139.86056074975406,-548.6425697779832,-248.75756740884134,-296.38773495202884
77,-128.27626557433283,-133.46005378996043,-366.6608165033028,-50.317599548116206
78,-129.15401993721625,-108.89624579754766,-455.69348147093996,-107.75656435679446
79,-866.0903124574573,-179.7016141990793,-238.22686663094163,-271.5405237322999
80,-175.86864884197595,-200.4829146510316,-88.19488688302685,-255.45034616320396
81,-146.85236406321738,-312.0481608644858,-100.33769567990387,13.07642903699643
82,-206.6831225919924,-168.76321148654907,-7.718396262951899,-118.94621432214421
83,-113.90989994458835,-234.75338548758594,-117.34857872053678,-290.6617609786117
84,-177.0185821936894,-71.86923700856741,10.039059522804479,-278.5678207148077
85,-369.17812814459484,-126.520634071565,-49.912544024395814,-93.12739817555563
86,-167.1726844201901,-335.8394815784833,-59.025374019887956,-334.9716468405315
87,-164.74568030200965,-416.6344317178533,-4.7019993357573355,-138.57912206425834
88,-92.39726717131401,-495.4271086663618,-165.7817640213977,-294.10532417032096
89,-167.08671208080125,-529.3163987278822,-185.3379227511857,-201.41035447761277
90,-141.213923509585,-609.8362404835708,10.919302400427128,-260.00982053950617
91,-183.3800833666432,-447.42076617247153,-333.9805660813164,-277.43930072554963
92,-113.56069757539717,-234.65905194249063,39.37545911791659,-219.08826813840653
93,-88.72634354204678,-239.04271763218958,-70.41137454496669,-500.7220893054661
94,-160.33192659835964,-153.31995580392407,-22.856996981391603,-766.5562325210955
95,-132.40208408618403,-125.9474672076563,-26.891313303281677,-730.350598420873
96,-261.15171145579825,-83.19290107399962,42.60017326311558,-627.9613433655329
97,21.30325089373754,-210.8501110368772,-240.48407490419677,-266.2477334156308
98,-100.37950531540314,-152.661697301531,-150.39753238090617,-725.877045767675
99,-179.83778715801117,-247.23615948685057,-415.25220730746776,-527.2222328919083
100,-175.6656370346664,-187.20537991292082,-182.74478982139487,-161.10933338256694
101,-155.33377983812738,-54.36408195536298,-373.3252235558802,-362.0633138050845
102,-134.20660672624714,-34.67390308628505,-10.085331037391725,-320.5879611573355
103,-252.30546398989716,-89.3153853190746,-43.753106253125424,-367.0726772171803
104,-158.995632486085,-74.30830897291602,-20.906506276431827,-421.3749897189275
105,-145.79017123759894,-102.28592620427722,-411.6945310696415,-592.1885885863346
106,-122.2628969508632,-197.52442223197482,-552.0753809580726,-536.4559458548501
107,-118.93173112463137,-222.016046628067,-184.5916247558938,-517.8860523621222
108,-95.86306472247887,-583.0511311635341,-209.20182075866944,-780.138992158882
109,-17.546805255332018,-473.4640084717096,-316.18666684566796,-719.9889805982032
110,-131.24955852434732,-101.5652973299289,0.3181883494831794,-665.1972716920748
111,-179.3829711514245,-200.37263693797308,-5.806735553271821,-281.4044852506514
112,-141.49330272602538,-63.074072780805956,-69.91507293962616,-307.8494735505533
113,-435.1824734360881,-280.43073202514637,-88.58335083451416,-544.4652722349722
114,-84.22724742572782,-453.25112971762337,-30.718467889126174,-790.2750670514414
115,-122.27719063089128,-217.301807441102,32.11637416505607,-311.3775397683697
116,-23.343073409457247,-287.0141834290732,-692.4218427216192,-236.06182191447115
117,-111.77368621454191,-207.08333043819954,-94.25419524543919,-791.1554655907182
118,-116.42279487234588,-268.62410416264527,-13.48051134755886,-575.8558554506752
119,-107.92828477473805,-233.19623870732332,-17.625912082189217,-230.86586400710746
120,-124.65742277333727,-287.8731624506396,-729.1691190241811,-532.6766018521593
121,-137.54390929095123,-127.67989751678459,20.653746081746704,-479.09919474873203
122,-106.07749354305267,-170.54282080142445,24.88443525389684,-834.6349689012093
123,-138.2768343505048,-300.2724891245505,-141.9594047520937,-364.2535002201025
124,-118.3906340414491,-129.25632268934362,-407.2770693742521,-731.3336074079651
125,-127.65700257263359,-203.05586021619075,-432.0999190364408,-744.4117143056258
126,-121.06510439817606,-119.06124993181129,-228.82537559804126,-273.7016899728117
127,-129.44732068355742,-113.34735692569966,-461.50507416692716,-576.6052478423256
128,-138.9571687722903,-99.33582971702091,-587.38949819236,-538.0612449619011
129,-71.56249347214143,-115.14309873829217,-252.15684128758545,-527.5839506301663
130,-133.76861005267008,-114.3904605122456,-51.47669215685043,-710.1254967313628
131,-136.87902572609852,-294.59994339061313,-307.9481324671672,-244.87604678784203
132,-107.9535503963348,-121.00355859947288,-47.10853482248766,-642.227485447565
133,-148.39241012521498,-107.325939427395,-36.92010003775967,-773.1033697862118
134,-79.48061106934975,-163.30916321276575,-505.04897419615014,-320.46979528623825
135,-127.91396315415204,-77.36747426786333,-655.4491982170405,-359.4107101295649
136,-121.92169376533936,-181.12367882785207,52.92889177437897,-253.9149853982533
137,-125.7225840273556,-63.68075375479134,-43.77861823967842,-507.03230233830885
138,-114.42086601928379,-162.89683760735267,-293.61485670443744,-482.0668785925214
139,-130.0902631631055,-97.0066042081277,-471.71587508864116,-863.839020427492
140,-110.3507573350795,-197.44406278776987,-255.38026852629196,-582.8586241355913
