,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
88,314.0,273.0,146.0,56.0
89,349.0,129.0,74.0,86.0
90,452.0,126.0,115.0,89.0
91,460.0,137.0,58.0,73.0
92,398.0,188.0,55.0,61.0
93,307.0,130.0,143.0,1000.0
94,335.0,154.0,76.0,62.0
95,251.0,145.0,155.0,74.0
96,177.0,435.0,137.0,84.0
97,415.0,1000.0,144.0,51.0
98,188.0,199.0,69.0,86.0
99,396.0,104.0,56.0,71.0
100,393.0,167.0,112.0,90.0
101,176.0,132.0,80.0,88.0
102,342.0,1000.0,54.0,52.0
103,302.0,221.0,85.0,89.0
104,219.0,901.0,63.0,66.0
105,363.0,153.0,175.0,53.0
106,287.0,516.0,56.0,54.0
107,193.0,648.0,61.0,70.0
108,454.0,522.0,139.0,82.0
109,507.0,626.0,66.0,62.0
110,546.0,744.0,131.0,74.0
111,358.0,619.0,130.0,82.0
112,446.0,121.0,163.0,58.0
113,347.0,403.0,150.0,57.0
114,316.0,559.0,60.0,75.0
115,373.0,510.0,68.0,75.0
116,465.0,395.0,133.0,78.0
117,457.0,488.0,62.0,51.0
118,500.0,488.0,70.0,62.0
119,461.0,161.0,136.0,81.0
120,458.0,258.0,52.0,58.0
121,469.0,604.0,86.0,51.0
122,498.0,126.0,58.0,57.0
123,455.0,354.0,126.0,55.0
124,469.0,172.0,58.0,72.0
125,415.0,138.0,82.0,84.0
126,424.0,391.0,262.0,60.0
127,328.0,171.0,176.0,57.0
128,455.0,240.0,149.0,55.0
129,366.0,139.0,158.0,88.0
130,336.0,255.0,54.0,90.0
131,261.0,426.0,226.0,65.0
132,429.0,103.0,290.0,81.0
133,460.0,410.0,294.0,59.0
134,486.0,452.0,285.0,84.0
135,494.0,102.0,327.0,56.0
136,426.0,147.0,448.0,71.0
137,390.0,148.0,89.0,59.0
138,268.0,202.0,104.0,90.0
139,460.0,378.0,360.0,79.0
140,361.0,143.0,827.0,76.0
141,453.0,212.0,70.0,74.0
142,453.0,298.0,56.0,79.0
143,120.0,318.0,59.0,73.0
144,176.0,332.0,69.0,72.0
145,456.0,442.0,96.0,86.0
146,364.0,303.0,93.0,54.0
147,521.0,366.0,62.0,92.0
148,360.0,318.0,97.0,53.0
149,355.0,391.0,87.0,86.0
150,513.0,536.0,87.0,77.0
151,415.0,335.0,52.0,89.0
152,413.0,166.0,83.0,56.0
153,617.0,318.0,65.0,97.0
154,444.0,229.0,60.0,77.0
155,454.0,193.0,54.0,52.0
156,389.0,306.0,71.0,59.0
157,434.0,251.0,77.0,56.0
158,489.0,350.0,62.0,88.0
159,343.0,322.0,77.0,80.0
160,393.0,316.0,76.0,85.0
161,472.0,228.0,58.0,61.0
162,507.0,253.0,65.0,84.0
163,433.0,339.0,75.0,71.0
164,444.0,195.0,69.0,231.0
165,477.0,314.0,65.0,91.0
166,499.0,397.0,63.0,64.0
167,587.0,301.0,74.0,82.0
168,379.0,275.0,81.0,51.0
169,452.0,240.0,75.0,60.0
170,500.0,414.0,77.0,83.0
171,506.0,293.0,66.0,58.0
172,443.0,349.0,65.0,55.0
173,533.0,369.0,53.0,53.0
174,490.0,211.0,87.0,90.0
175,495.0,302.0,57.0,61.0
176,464.0,242.0,86.0,64.0
177,510.0,144.0,58.0,80.0
178,487.0,229.0,103.0,62.0
179,484.0,358.0,69.0,75.0
180,527.0,191.0,79.0,66.0
181,477.0,218.0,77.0,86.0
182,517.0,274.0,81.0,67.0
183,464.0,252.0,88.0,60.0
184,488.0,305.0,64.0,91.0
185,492.0,162.0,61.0,78.0
186,523.0,288.0,121.0,75.0
187,499.0,166.0,72.0,54.0
188,670.0,263.0,111.0,69.0
189,593.0,331.0,70.0,67.0
190,494.0,263.0,89.0,89.0
191,533.0,331.0,100.0,54.0
192,416.0,254.0,93.0,84.0
193,718.0,225.0,74.0,60.0
194,487.0,401.0,87.0,85.0
195,504.0,434.0,109.0,63.0
196,491.0,322.0,92.0,64.0
197,521.0,353.0,63.0,115.0
198,506.0,537.0,142.0,59.0
199,501.0,195.0,144.0,78.0
200,489.0,359.0,95.0,62.0
201,269.0,258.0,96.0,70.0
202,525.0,313.0,96.0,62.0
203,510.0,206.0,95.0,90.0
204,97.0,248.0,114.0,83.0
205,88.0,310.0,105.0,104.0
206,122.0,233.0,103.0,55.0
207,112.0,164.0,99.0,81.0
208,381.0,551.0,90.0,59.0
209,99.0,245.0,65.0,71.0
210,108.0,196.0,108.0,82.0
211,437.0,182.0,102.0,119.0
212,444.0,412.0,120.0,54.0
213,441.0,167.0,65.0,56.0
214,472.0,301.0,97.0,76.0
215,407.0,336.0,102.0,52.0
216,125.0,455.0,107.0,89.0
217,119.0,267.0,125.0,67.0
218,355.0,351.0,124.0,61.0
219,446.0,659.0,125.0,87.0
220,410.0,344.0,115.0,71.0
221,403.0,585.0,108.0,82.0
222,460.0,531.0,96.0,72.0
223,436.0,576.0,145.0,52.0
224,395.0,738.0,105.0,74.0
225,469.0,196.0,118.0,80.0
226,512.0,342.0,137.0,73.0
227,345.0,497.0,111.0,74.0
228,308.0,228.0,141.0,78.0
229,431.0,451.0,113.0,83.0
230,92.0,191.0,123.0,84.0
231,454.0,245.0,117.0,90.0
232,370.0,243.0,126.0,67.0
233,99.0,314.0,100.0,68.0
234,556.0,660.0,134.0,101.0
235,168.0,223.0,130.0,57.0
236,185.0,228.0,71.0,71.0
237,114.0,312.0,126.0,77.0
238,425.0,253.0,113.0,106.0
239,84.0,158.0,62.0,55.0
240,826.0,621.0,181.0,54.0
241,458.0,190.0,110.0,89.0
242,434.0,498.0,100.0,78.0
243,400.0,537.0,76.0,56.0
244,97.0,371.0,120.0,53.0
245,89.0,758.0,79.0,54.0
246,128.0,326.0,156.0,128.0
247,437.0,179.0,149.0,52.0
248,600.0,708.0,141.0,68.0
249,446.0,850.0,104.0,85.0
250,87.0,289.0,67.0,69.0
251,97.0,178.0,91.0,65.0
252,228.0,768.0,66.0,70.0
253,107.0,796.0,84.0,55.0
254,542.0,1000.0,61.0,120.0
255,462.0,1000.0,154.0,65.0
256,268.0,1000.0,120.0,82.0
257,112.0,1000.0,114.0,52.0
258,465.0,1000.0,86.0,206.0
259,430.0,1000.0,131.0,73.0
260,513.0,917.0,187.0,52.0
261,99.0,202.0,136.0,52.0
262,392.0,206.0,79.0,63.0
263,480.0,217.0,93.0,54.0
264,422.0,1000.0,129.0,79.0
265,198.0,1000.0,92.0,76.0
266,490.0,1000.0,98.0,63.0
267,215.0,1000.0,98.0,55.0
268,90.0,1000.0,124.0,58.0
269,452.0,929.0,101.0,56.0
270,492.0,1000.0,161.0,68.0
271,430.0,1000.0,116.0,62.0
272,235.0,874.0,206.0,67.0
273,604.0,1000.0,96.0,59.0
274,258.0,776.0,185.0,86.0
275,139.0,1000.0,128.0,85.0
276,458.0,898.0,116.0,53.0
277,293.0,204.0,154.0,84.0
278,471.0,1000.0,118.0,55.0
279,414.0,195.0,62.0,71.0
280,458.0,853.0,151.0,59.0
281,436.0,263.0,133.0,72.0
282,108.0,993.0,76.0,62.0
283,92.0,374.0,74.0,67.0
284,533.0,270.0,135.0,67.0
285,433.0,962.0,172.0,88.0
286,500.0,306.0,176.0,88.0
287,509.0,945.0,92.0,78.0
288,524.0,1000.0,172.0,91.0
289,420.0,286.0,124.0,123.0
290,122.0,130.0,174.0,58.0
291,116.0,214.0,157.0,60.0
292,504.0,157.0,152.0,52.0
293,606.0,169.0,153.0,70.0
294,613.0,191.0,195.0,93.0
295,485.0,398.0,129.0,77.0
296,475.0,334.0,152.0,72.0
297,491.0,325.0,154.0,89.0
298,750.0,260.0,153.0,63.0
299,605.0,247.0,132.0,78.0
300,496.0,230.0,121.0,80.0
301,692.0,204.0,81.0,54.0
302,442.0,229.0,187.0,52.0
303,646.0,223.0,93.0,73.0
304,422.0,267.0,139.0,84.0
305,732.0,319.0,172.0,51.0
306,616.0,217.0,154.0,83.0
307,364.0,314.0,145.0,69.0
308,497.0,216.0,111.0,54.0
309,562.0,591.0,188.0,79.0
310,461.0,429.0,180.0,85.0
311,507.0,174.0,110.0,55.0
312,495.0,319.0,182.0,53.0
313,653.0,280.0,90.0,51.0
314,301.0,307.0,179.0,72.0
315,620.0,794.0,153.0,67.0
316,375.0,1000.0,179.0,84.0
317,501.0,266.0,113.0,54.0
318,604.0,225.0,185.0,66.0
319,369.0,468.0,161.0,65.0
320,459.0,1000.0,128.0,75.0
321,443.0,1000.0,186.0,76.0
322,179.0,791.0,192.0,68.0
323,363.0,251.0,148.0,74.0
324,524.0,583.0,123.0,71.0
325,402.0,935.0,152.0,89.0
326,275.0,939.0,88.0,61.0
327,542.0,1000.0,128.0,75.0
328,580.0,1000.0,108.0,81.0
329,485.0,844.0,76.0,70.0
330,685.0,690.0,82.0,93.0
331,456.0,1000.0,202.0,80.0
332,232.0,1000.0,153.0,53.0
333,560.0,904.0,99.0,52.0
334,608.0,786.0,150.0,67.0
335,339.0,967.0,190.0,67.0
336,393.0,1000.0,91.0,62.0
337,477.0,715.0,103.0,72.0
338,118.0,1000.0,211.0,86.0
339,510.0,1000.0,99.0,71.0
340,221.0,752.0,79.0,68.0
341,592.0,1000.0,197.0,65.0
342,601.0,955.0,113.0,81.0
343,335.0,866.0,142.0,53.0
344,448.0,1000.0,116.0,56.0
345,841.0,1000.0,74.0,66.0
346,413.0,881.0,125.0,64.0
347,531.0,1000.0,151.0,63.0
348,656.0,945.0,98.0,87.0
349,521.0,894.0,166.0,67.0
350,285.0,1000.0,124.0,67.0
351,504.0,998.0,190.0,59.0
352,588.0,1000.0,201.0,64.0
353,836.0,84.0,74.0,66.0
354,579.0,1000.0,114.0,75.0
355,1000.0,1000.0,197.0,59.0
356,723.0,1000.0,83.0,52.0
357,513.0,801.0,154.0,88.0
358,697.0,830.0,185.0,68.0
359,645.0,1000.0,90.0,116.0
360,832.0,1000.0,125.0,59.0
361,430.0,886.0,80.0,53.0
362,546.0,1000.0,110.0,80.0
363,512.0,1000.0,92.0,77.0
364,1000.0,930.0,94.0,64.0
365,486.0,220.0,190.0,85.0
366,591.0,1000.0,115.0,84.0
367,589.0,973.0,238.0,91.0
368,780.0,956.0,92.0,54.0
369,513.0,1000.0,108.0,84.0
370,537.0,1000.0,96.0,68.0
371,211.0,1000.0,132.0,62.0
372,524.0,457.0,118.0,76.0
373,674.0,1000.0,107.0,77.0
374,534.0,1000.0,121.0,85.0
375,503.0,1000.0,101.0,63.0
376,1000.0,1000.0,103.0,84.0
377,551.0,891.0,110.0,58.0
378,899.0,1000.0,134.0,64.0
379,756.0,905.0,142.0,56.0
380,777.0,908.0,195.0,62.0
381,261.0,878.0,191.0,64.0
382,805.0,1000.0,114.0,72.0
383,810.0,1000.0,138.0,69.0
384,614.0,1000.0,77.0,73.0
385,594.0,955.0,113.0,65.0
386,548.0,1000.0,100.0,91.0
387,214.0,850.0,129.0,72.0
388,241.0,1000.0,114.0,87.0
389,689.0,1000.0,100.0,87.0
390,261.0,874.0,106.0,86.0
391,781.0,1000.0,309.0,60.0
392,571.0,1000.0,95.0,92.0
393,524.0,851.0,84.0,72.0
394,729.0,1000.0,144.0,104.0
395,157.0,846.0,132.0,64.0
396,615.0,1000.0,133.0,62.0
397,556.0,1000.0,215.0,58.0
398,889.0,724.0,101.0,68.0
399,789.0,801.0,123.0,60.0
400,765.0,900.0,155.0,75.0
401,1000.0,1000.0,97.0,70.0
402,922.0,1000.0,98.0,75.0
403,766.0,1000.0,152.0,71.0
404,792.0,1000.0,128.0,81.0
405,802.0,948.0,85.0,62.0
406,620.0,1000.0,91.0,84.0
407,841.0,1000.0,144.0,85.0
408,703.0,1000.0,93.0,89.0
409,899.0,827.0,96.0,81.0
410,951.0,774.0,139.0,78.0
411,894.0,783.0,213.0,72.0
412,131.0,978.0,121.0,64.0
413,866.0,771.0,208.0,64.0
414,881.0,1000.0,189.0,87.0
415,210.0,881.0,149.0,60.0
416,179.0,1000.0,88.0,63.0
417,900.0,1000.0,91.0,81.0
418,180.0,1000.0,124.0,60.0
419,821.0,789.0,152.0,76.0
420,813.0,1000.0,215.0,65.0
421,176.0,1000.0,149.0,65.0
422,969.0,1000.0,150.0,62.0
423,868.0,341.0,90.0,82.0
424,740.0,839.0,130.0,84.0
425,824.0,280.0,105.0,73.0
426,700.0,757.0,98.0,80.0
427,848.0,912.0,99.0,57.0
428,715.0,426.0,139.0,65.0
429,840.0,321.0,111.0,60.0
430,780.0,979.0,117.0,52.0
431,824.0,1000.0,67.0,67.0
432,1000.0,323.0,267.0,59.0
433,877.0,1000.0,103.0,85.0
434,60.0,944.0,104.0,69.0
435,60.0,890.0,135.0,57.0
436,846.0,967.0,146.0,74.0
437,75.0,1000.0,127.0,89.0
438,63.0,622.0,112.0,78.0
439,964.0,1000.0,148.0,64.0
440,768.0,934.0,197.0,61.0
441,1000.0,1000.0,113.0,63.0
442,876.0,527.0,95.0,70.0
443,837.0,995.0,74.0,61.0
444,852.0,1000.0,126.0,73.0
445,779.0,843.0,148.0,85.0
446,888.0,946.0,116.0,52.0
447,716.0,411.0,133.0,62.0
448,182.0,916.0,158.0,72.0
449,647.0,1000.0,61.0,59.0
450,826.0,1000.0,350.0,60.0
451,1000.0,816.0,98.0,61.0
452,1000.0,1000.0,86.0,68.0
453,182.0,908.0,152.0,79.0
454,782.0,1000.0,72.0,65.0
455,170.0,1000.0,266.0,64.0
456,1000.0,1000.0,105.0,93.0
457,99.0,1000.0,265.0,89.0
458,110.0,1000.0,169.0,75.0
459,1000.0,902.0,257.0,90.0
460,258.0,856.0,99.0,78.0
461,112.0,1000.0,90.0,66.0
462,98.0,1000.0,140.0,75.0
463,847.0,1000.0,99.0,54.0
464,1000.0,777.0,81.0,67.0
465,830.0,1000.0,84.0,53.0
466,66.0,846.0,129.0,91.0
467,973.0,890.0,123.0,74.0
468,1000.0,767.0,108.0,61.0
469,194.0,922.0,98.0,64.0
470,807.0,907.0,105.0,66.0
471,607.0,717.0,102.0,87.0
472,1000.0,911.0,87.0,74.0
473,656.0,858.0,104.0,62.0
474,210.0,849.0,104.0,76.0
475,836.0,1000.0,119.0,83.0
476,869.0,992.0,74.0,88.0
477,790.0,1000.0,220.0,70.0
478,779.0,921.0,239.0,64.0
479,972.0,1000.0,69.0,60.0
480,1000.0,1000.0,107.0,80.0
481,758.0,857.0,106.0,57.0
482,571.0,1000.0,144.0,59.0
483,1000.0,905.0,301.0,60.0
484,876.0,959.0,347.0,89.0
485,1000.0,1000.0,337.0,81.0
486,1000.0,129.0,182.0,53.0
487,1000.0,892.0,106.0,74.0
488,699.0,887.0,100.0,84.0
489,685.0,1000.0,203.0,74.0
490,1000.0,136.0,216.0,74.0
491,999.0,1000.0,83.0,65.0
492,716.0,1000.0,62.0,67.0
493,770.0,1000.0,76.0,68.0
494,769.0,1000.0,91.0,75.0
495,1000.0,240.0,68.0,57.0
496,675.0,966.0,173.0,62.0
497,792.0,973.0,111.0,94.0
498,733.0,1000.0,129.0,91.0
499,709.0,1000.0,86.0,73.0
500,668.0,195.0,83.0,67.0
