,Gamma = 0.95,Gamma = 0.975,Gamma = 0.99,Gamma = 0.995
62,-65.8160334411577,-788.8817550843728,-363.3133394087398,-82.1964282623083
63,-135.83425891188898,-1026.6887448103253,-309.8823883170993,-332.8014457537119
64,0.2709082129356659,-402.3157116025154,-323.9023486109936,-173.3725192035228
65,-102.16227981844025,-527.0304098285089,-293.88262897981394,-164.23860878937734
66,-81.66865976279082,-345.11275564679374,-25.717078179312296,80.93859819687846
67,-174.4259274910841,-348.6945315270722,-279.1277195240447,-16.92772694898009
68,-151.70260242885684,-1713.671875045366,-407.9463690636944,116.38224843817521
69,-91.78929562140634,-369.1265715706428,-331.22705363951144,-422.16135236439
70,-78.68109449852102,-466.15250753586344,-283.87240898417724,-260.4752149860724
71,-104.44140607272256,-680.6289961590993,-324.3307738137893,-167.54072882945178
72,-223.60126978284688,-693.9575674153041,-328.57330243433967,-131.5089738933539
73,-130.79386412158743,-482.5194069890376,-371.98994309547476,-228.51957489274628
74,-148.45104345553023,-145.79573424830897,-311.53597380792075,-149.79386344862488
75,-125.0386511304376,-617.0670279522413,-366.9542293366451,-152.4096836617062
76,-253.50723519928763,-374.0780916244778,-160.80478119070733,-298.97628504094155
77,-62.4326382841706,-214.99199786048786,-273.0991813404207,-217.712673793405
78,-91.5689596448224,-840.107709782832,-219.54576034971174,-154.20275659209267
79,-51.49962584103149,-756.1167198822646,-195.1869779886257,36.298294985859485
80,-153.13873361644477,-574.2973834018471,-139.4096296650579,-138.6872549160595
81,-78.08546405689451,-81.86070434776592,-315.0317957303354,-230.21389020618443
82,-231.872204794358,-113.90514205862254,-200.23050089744476,-172.53055870714158
83,-83.15536912343967,-250.79252184096768,-173.05598768883175,-149.63853059564536
84,-13.950221280712682,-542.8801407363619,-71.43844086684595,-168.85703385323777
85,-201.2695470891166,-571.9948275298555,-368.1028788923083,-333.9238204263653
86,-26.393918458301954,-87.06421565302877,-184.2519299922261,-180.1687741865923
87,-107.42568657841069,-1059.628418723851,-195.67949256428193,-137.95625323974807
88,-207.1123571040411,-285.5786248967896,-133.92252628105655,-155.7887448790453
89,-142.2143725080121,-807.8240995545913,-588.191775064203,-317.9962595767864
90,-235.02607178687995,-1056.9447228018398,-256.0601312504301,-145.16210872713202
91,-102.38250908637667,-852.5848197575838,-307.8748193786386,-309.0881116453952
92,-70.05462111528573,-209.56506005020657,-301.434011643854,-119.47518329540483
93,25.799396903182867,-534.562987699944,-157.94003068401176,-97.39764080549315
94,-123.3363098309716,-52.17353280125687,-324.83188766130775,82.55279550477927
95,-331.44430173823537,-436.0345623661278,-453.5244091575774,-281.0350166724984
96,-75.4977894629456,-508.46481315309785,-279.48382565868155,-124.425531976374
97,-195.54565131756488,-464.8205978187574,-170.26225307262354,-161.0490529289752
98,-142.016837681256,-160.27517152014406,-271.509097742631,-122.14791077145122
99,-86.03124083386984,-503.27112243267845,-427.44705204693014,-146.39591585556056
100,-294.5926185861981,-415.76460149207884,-523.9900390549267,-135.16284017781052
101,-101.51679459350524,-265.4099040317408,-144.92305159260894,-167.02659997276692
102,-109.18529089678297,-399.6696656012857,-393.1096151634782,-275.1477230717691
103,-222.0596091606284,-466.176231676375,-290.7553173797221,-172.31272468239993
104,26.069572384045387,-454.07010836823434,-296.59301494504496,-354.7832741960036
105,-23.35215983606716,-328.66649289191645,-432.57753408440556,-57.19432419100928
106,-11.628319072901633,-434.3003470722556,-362.7187681492279,-131.14401406119873
107,-99.30416856676942,-407.52316830376213,-445.91796141550026,-172.72806316881696
108,-186.0926679701397,-389.3630676620902,-452.7137849344919,-264.4489164459759
109,-297.86709106892397,-361.5544448762146,-170.50872702076077,-185.64926424475664
110,-132.59994944596244,-40.05362233210702,-363.4061155526307,-107.42757379901037
111,-200.16438335005546,-367.6343712584416,-401.02344949307223,-223.27715812323402
112,-410.1319449305026,-331.6343922986081,-324.8664560094163,-255.88405963395124
113,-103.93036010841054,-460.78713227169874,-327.78231054922577,-257.5576289033354
114,-133.35394387060953,-412.3216188317145,-412.03935040069894,-137.11185263198573
115,-283.33426879759804,-157.09318117132023,-418.1815584664921,-85.82019004004256
116,-214.15454978121028,-392.44325776022,-192.11123888929905,-198.12392556580974
117,-70.09983409377486,-351.77981260904886,-176.30309707723526,-177.85472761882286
118,-191.69536040662797,-916.984183844097,-308.4334118857878,-214.7895889640313
119,-166.00586556074205,-319.2927969730783,-164.43616052680483,-163.4442689185204
120,-40.24799158844947,-381.405274733619,-400.25234162716714,-127.92335913653673
121,-228.55664142002604,-387.45727589015047,-230.60008612427941,-261.21245880096535
122,-297.03398229427785,-526.2684388668492,-385.933742805004,-162.19603725778614
123,96.78624824214951,-468.9365647109327,-420.5879758612648,-208.41199943422174
124,-266.2241102891228,-393.85014565967015,-242.2231993385297,-242.7915107732864
125,-95.90407087205588,-305.7261091649873,-327.423076795311,-180.23064759986403
126,217.88333823061708,-390.57542185237435,-340.898056409452,-200.43601179167402
127,-225.91766172881495,-336.0184315137147,-221.53673884458402,-226.63214159528295
128,-149.47163501897606,-325.4783941966941,-339.7900876534884,-234.60578335626798
129,-129.40568967655628,-358.23606080423906,-267.2128529146978,-244.92153427953434
130,-95.75632396672188,-389.00581015505554,-249.384958770301,-203.9066800906323
131,-274.71941964207485,-332.2820289463121,-217.16366247843405,-207.39943802215524
132,-245.77778556353306,-366.29408969702354,-349.2465889799641,-484.8575797187343
133,-117.54311961148505,-394.7228526291932,-281.8734225092952,-328.1286058826139
134,-436.37206230124394,-329.618990179751,-194.14547188667922,-318.88386379530596
135,-248.52090193787112,-473.4067506267621,-184.28474277768777,-273.14580782548387
136,-74.25423135299367,-320.3600412958491,-196.38081120683546,-193.94065468204028
137,-228.19286749777228,-333.790007160767,-210.13843417303264,-189.06032832698833
138,-108.82783542549353,-238.44577798358767,-331.9152175729746,-267.8423999823143
139,-503.8611063418292,-256.1213584598066,-537.1560248476574,-83.8908935435436
140,-391.63115166944846,-255.16201013354808,-194.3306261603944,-221.70209127842583
141,-203.2001657322545,-267.1982515863936,-208.06733933870646,-168.65840917595753
142,-263.00969280333754,-298.74035138030445,-197.2925706124075,-302.4535156737935
143,-210.0809698366542,-261.6407484505222,-294.19652353133955,-220.23877257039254
144,-270.11964997864743,-249.50592758710982,-180.08662692780666,-176.43962551372005
145,-63.99356026852486,-297.8661093178359,-193.4394008002845,-229.34748752575547
146,-199.87672449155616,-287.21409295958705,-371.28011038539995,-242.84166249198535
147,-150.55754624666176,-363.2284445778383,-177.162017424927,-184.0272805841518
148,-205.74966447659244,-316.3064843977065,-286.5269503326415,-181.86483995142072
149,-168.58274178230468,-275.51472694581025,-262.90673593082374,-124.0065692561285
150,-262.20681713356777,-194.92548552655845,-190.27638741389353,-199.11752997018658
151,-217.81827713881927,-409.8192164540405,-397.9237179085648,-190.67823917865266
152,-64.89739837695734,-444.4161991285107,-395.5777373216325,-71.03041791713355
153,-21.050684883591828,-203.42256955278395,-259.3833092650885,-187.7731860772639
154,-75.35179787457804,-178.68348756473443,-256.1917521057008,-153.39256626988322
155,-118.74225082551214,-366.7791066723847,-192.2829434361118,-187.9543547722075
156,-47.778907095995116,-338.6233352873952,-337.56031933996167,-308.54000433429644
157,-217.7170502839461,-297.82524406515233,-277.8968116996004,-173.69553813423923
158,-301.71840763816715,-229.3272528797641,-216.51374532223394,-205.28581119767347
159,24.794349072281605,-424.3397000847999,-314.68492932777843,-22.732550036068716
160,-0.033773588097517404,-317.2660419603428,-269.6203798420314,-174.6530430080681
161,-295.3078925096928,-405.06291342433764,-214.89741791582466,-168.70781199189628
162,-190.25055463682878,-283.2212613086606,-173.28513091782128,-190.52493611366714
163,-25.755708289709162,-396.83544116134436,-288.7358865141904,-208.5709397296002
164,-96.64300647374517,-283.22335022907464,-287.2006097315136,-107.58812457056473
165,-14.070386512355526,-335.1685456608201,-190.78009214973838,-32.05035653542054
166,-216.63061693195388,-272.0251829838685,-152.31504135237532,-344.04568954925514
167,-77.6018230512746,-350.86260898288367,-257.04635393965344,-144.64117484398594
168,-55.984191847298376,-367.83752161913606,-238.3102991097727,-269.77766000466244
169,-147.62152342096698,-300.9971088421943,-180.40029932021227,-231.27342789971303
170,-80.71540541573684,-882.4723989534771,-271.4151079435485,-154.39907838417412
171,-43.820571525549795,-305.19809239294426,-164.05606240624064,-88.38319295149496
172,-6.7035468336411554,-1029.6885039713698,-258.091317890828,-167.15154251661193
173,-87.01771249299895,-283.76296961372503,-193.59835985538996,-122.35847840504745
174,-30.054318972415743,-414.614452910865,-254.30428027555996,-128.63027249087241
175,0.48511561467300623,-303.9883523180359,-313.2469785403614,-292.1366576710408
176,-7.297184351663418,-385.36485694107375,-192.54801950614615,-226.92204100104857
177,-7.5631414584656795,-359.1623268561716,-239.4356758697641,-193.1277825201304
178,-14.151572757561752,-362.8769210794278,-142.94710559121836,-155.56984565390894
179,11.357439444276565,-319.450184499706,-270.35941791071923,-189.33930022434444
180,-119.5736081911313,-303.50258426213406,-236.63923023910394,-101.35556425446812
181,-50.04250919133576,-246.01448274890504,-273.3469833625552,-99.15682100421058
182,-227.77352200248785,-454.9457277004985,-286.40253870612287,-224.0987968748081
183,-68.55931120424133,-288.79470739266003,-259.10726305557085,-193.44574264319283
184,-14.859154347139352,-338.4843577469245,-265.5671747217172,-264.01740792669705
185,184.3221364931316,-315.111634053853,-312.7401020599398,-309.9822903187752
186,-71.66655147930192,-269.0759845895767,-392.16506008008815,-135.65989738932828
187,-53.214057082917904,-299.21947736296744,-221.3899533369574,-248.98950346645816
188,27.698606376030668,-238.48139355256063,-322.96082037946553,-138.28215868658995
189,-186.1439084018687,-304.3880626396136,-202.635908628253,-426.8673659554887
190,-45.900373682587315,-563.2121392156259,-303.77780988109635,-221.5668664713983
191,126.36826329191359,-347.15373271971384,-274.0671054677345,-148.90802941555924
192,-16.238601205643477,-1248.4475117072327,-270.87035329272976,-172.07918578296093
193,-85.55522701195494,-336.97056796066516,-243.25914257142253,-158.00479355268317
194,10.255356336443242,-257.03795512833466,-407.7578262228527,3.33081712460168
195,-24.985973647003206,-288.58282529858275,-391.48552124528334,-203.56190230242964
196,-322.01184033241236,-297.46136776557006,-296.81136918913444,-184.52193553588137
197,-27.42521186848056,-513.0982696275435,-383.9779116472958,-223.4447232697682
198,-50.94452017381738,-234.1445125646921,-274.9246400638216,-225.3890701419341
199,246.28794855572303,-280.4298861001493,-280.956531440385,-193.82339322680048
200,65.23047146049916,-298.42831836944015,-294.670395584822,-37.7452061945674
201,-24.45417602075969,-617.9668922693797,-315.15720721572063,-217.60783498195002
202,200.88158400956587,-311.5474385692484,-205.101122906425,-384.9117756462507
203,242.44125840665146,-300.14537434078704,-310.88094064897757,-188.86373135852205
204,-11.772322837147456,-300.6380570039313,-245.93520526346347,-210.89468579474928
205,-0.22172353103468367,-338.1321101707944,-254.9328986073523,-104.6141292804139
206,-8.36012885437242,-259.95132626830866,-278.5482308512502,-242.1418651832624
207,177.85018606519805,-289.6177178744273,-267.72708268127474,-256.70755197944874
208,-449.39300726981907,-325.53927880499276,-213.5910275144066,-354.6718347240401
209,74.03867841394359,-231.74325236911554,-344.7203772541868,-278.79360875808675
210,192.4885095036585,-274.2289954564461,-52.7011109396377,-44.50548516895206
211,112.73525269116884,-322.1360682299463,-317.2319500970549,-245.58609077783257
212,-289.559129314794,-294.7095715631658,-324.1724166315411,-161.90696881596395
213,93.742856372528,-297.1018646164259,-430.7086072956129,-281.29346114711666
214,151.26689766449306,-227.0371860490254,-198.02771432143277,-276.1020278903503
215,65.27147726555549,-265.9117951313211,-391.20863784763316,-35.49604549370085
216,115.8443728911569,-297.0997602549587,-178.21282666195646,-82.1464806720756
217,201.5427183209783,-260.0360236028439,-265.22846780524833,-404.3718740125149
218,85.98671781640888,-1211.7336072369278,-203.2263263842584,-1078.1056243791597
219,202.01282703437562,-315.90757157797543,-281.13301459050945,-336.8262124699854
220,44.19811266817191,-285.99365276396816,-317.1292553470521,-310.08522064371687
221,173.99626611853876,-233.67106218012606,-286.4936998525961,-171.39550326544435
222,183.7991320778649,-238.19242791453877,-298.89744377129784,-202.31925471604248
223,66.29689530760284,-1315.636508671215,-312.35455353643425,-156.08610965913067
224,101.06759879512235,-304.14055096489164,-254.18951160451954,-321.22864515400903
225,168.43748928817212,-319.9574778313273,-168.98296215042728,-92.43442461274753
226,203.56286096600482,-334.4450225192748,-596.8379141519488,-240.79157247621288
227,-136.6521618209239,-291.1732546467118,-245.38566510581686,-404.5524845351665
228,163.8222231989234,-318.381928130535,-227.5489888156264,-520.6879478821329
229,-18.425128221491008,-1272.2804552882,-119.28455064122284,-156.21666949493326
230,238.23148131539267,-324.4914621049022,-300.53071912066173,-221.3260635022039
231,210.77955800463232,-280.3095164570866,-188.76969002630426,-242.85680724498744
232,109.5121147275174,-301.3584329133764,-286.55780390585926,-356.2048476151541
233,216.94196056217498,-292.70841961915187,-242.70069822234143,-374.2363282195109
234,103.69922426718236,-271.1823322889936,-515.0212991837902,-75.78115246794758
235,71.9959899374252,-409.4244869091266,-220.68301584725066,-203.40929239656822
236,190.14835681726316,-607.5264424490122,-238.55730986162112,-280.64476007745
237,213.69921467017724,-314.43183445212117,-238.07269893624482,-293.17078901071966
238,203.575054918072,-256.3422676702222,-291.4155818618451,151.54702659977386
239,200.66692462923794,-325.0836893609354,-270.2030550608627,-241.7578035481264
240,183.8956684343206,-861.8374947765334,-229.1439145620907,-227.4720198645591
241,103.15304633298452,-332.3227655648386,-229.4375474920644,-484.8984168044282
242,177.7225089357,-290.6915488573464,-207.12030619665984,-65.26187163126455
243,170.43557024273855,-224.54745789398572,-212.02074017454123,-55.01318781483011
244,222.45284889043114,-261.01352969935454,-229.54459400801795,-110.92950200856961
245,195.15117676341472,-348.82035050927595,-290.01716543402756,-150.7040226058358
246,116.15073910268875,-269.41496580359217,-387.57772082818707,44.19577887091404
247,216.19008041266298,-392.13812847468324,-68.64007721055593,-858.9663225825159
248,224.12882688216038,-440.965778569916,-176.48420117258746,-196.27752821804415
249,68.91562231413559,-391.16772624906514,-183.73373301560656,-252.2737717890384
250,-434.47200341144185,-353.89134807753555,-231.6159804298139,-161.4253610870474
251,223.63220362126535,-300.80503624183956,-88.15988205695355,-216.21161385320838
252,-33.3110873289326,-317.27817099616414,-173.04251814534393,-357.72782493589926
253,191.08166456131454,-262.5505134975752,-189.86707591987317,-188.18760896728435
254,66.5269790168918,-531.5406420303716,-159.88389871552732,-142.99471495497147
255,183.55838487768128,-367.47096433636636,-101.49345302075672,-228.03339923420708
256,236.5963179911696,-357.4923413136571,-303.9322562478143,-385.94561049129334
257,65.83483435095724,-280.82415455475723,-257.4530497509737,-242.62843573996417
258,214.1668693427152,-278.23650785195656,-34.916037832670185,-113.146904546575
259,200.63605246856608,-278.8176311956759,-181.55149355121912,-249.80913027619206
260,191.08655630310074,-320.7244165266028,-290.5593651958616,162.05442884556092
261,180.08856794004373,-305.0621377206711,-192.01421778654722,-259.79536626509105
262,214.53320802490202,-330.3131398538304,-219.97334913750626,-212.67364006187591
263,215.7152398392751,-326.32145217033747,-124.01694449896496,-365.6818537919552
264,169.02243662604008,-306.92357177303006,-291.87209146186126,-91.01696991969887
265,140.18200686155905,-346.7048008807969,-213.69231116758942,-238.25761900292048
266,187.8961443031678,-275.79898474138673,-234.70888178012464,-75.1562149446763
267,185.95827808610636,-269.926209952634,-225.71341993763232,-2.8796839753532737
268,51.45638170027605,-262.02100524031164,-359.55109816923914,-518.18956277341
269,221.75480883146454,-230.11005337773148,-56.37385488201727,-281.56630366728297
270,189.2825257505383,-306.3618334706661,-202.76605171311883,-109.46682240169933
271,164.95011070507616,-269.767315395533,-204.1664548492586,-211.37129656967022
272,158.36555815365853,-339.8974740399543,-219.92073898065127,-72.33842952414848
273,-79.82198646054259,-417.93282927898406,-338.76101412698995,-434.7450910006605
274,188.50806891649702,-233.27838327085516,-227.8364552294797,-161.51843197401723
275,157.1215783467709,-311.8392212120759,-132.62930688890935,-220.65589744051542
276,202.0281013019361,-271.86717345308375,-303.3484868937699,-248.58928173093264
277,192.89008148099026,-336.5168992799773,-344.5783352732411,-133.81564380779702
278,179.75320972556682,-316.1928770030922,-303.94436427210763,-78.49242035379781
279,-55.519670048585574,-311.75888122322647,-197.41579414539865,-90.84010336175854
280,-71.62197716315528,-306.5305781623175,-297.231289377169,-124.25173530986957
281,-199.8747287024057,-197.11363638146338,-272.44555528888895,-265.62139462898745
282,174.61698893788142,-249.10784150353763,-144.72696926840183,-309.69872039404106
283,-114.16046390992628,-1465.866493264209,-297.0318933876697,-60.898086037205
284,-7.884060076138567,-418.3352505060378,-335.5203159214162,-451.2361554015723
285,-86.293970070488,-265.73248145341415,-91.0161151921873,-123.2092474042376
286,148.15558608991725,-224.12150294847368,-203.15568822277183,-265.1370375810874
287,-304.967265900122,-452.5633099507999,-202.10519749108266,-263.58256960098424
288,178.27493274188487,-217.90444949560873,-193.34782250761162,-226.5121196065064
289,162.36823639886,-270.93929481835835,-73.96208271080285,-225.6067467489793
290,-233.524024498148,-284.94504704737375,-160.1499512063511,-101.24621593317566
291,183.05127914844553,-299.6857043968256,-126.20985142204489,-281.91588643348814
292,200.7020267653138,-275.7586019917035,-225.0456589562506,-120.21840014023064
293,180.37885827878216,-292.5899574840274,-108.92848115688047,-102.00594340436183
294,191.53170377353058,-245.71917941751425,-282.66180276628654,-39.779588214869
295,-117.92542783296574,-252.52128271143036,-225.75879365788091,-107.99354357917926
296,199.7162213270496,-222.3288062658891,-235.05273663196772,-36.61702675608461
297,63.36805316574071,-261.9509879774166,-295.83494817001565,-137.91541974018452
298,173.52605280205913,-261.69249081874545,-283.20079485732896,-298.8945288203041
299,-55.55738608641127,-459.05610983094164,-177.2397698422032,-133.03193347465975
300,-45.33407015205737,-336.1718859024511,-53.48074860674963,-61.465046604066046
301,-52.46175292913837,-308.4992967752699,-326.4293599295437,-18.29527905658979
302,163.1300807833086,-265.4350344972167,-388.32013125213393,-29.425972079886265
303,-190.49854542046177,-238.32876755224186,-150.10437812541392,-104.52925473032839
304,181.63806714061147,-261.9891261222497,-350.7968452615487,-220.26197469482622
305,-64.07286306341862,-260.76332929791806,-215.99875250582403,-238.61853126068195
306,182.9874137128092,-345.75100280037014,-126.82586331785873,12.279124602205144
307,-245.98875757936048,-261.8381893683536,-272.91300875180593,-242.3039481125582
308,-215.74101646323018,-279.15629836021856,-85.2565668318627,-213.57225586879042
309,-72.1550034733273,-386.9778250350678,-74.10715072866813,-301.85213959233454
310,28.52719132302252,-290.71958845205927,-169.38918505481533,-206.78693163229997
311,204.61739368986284,-271.42217554657765,-321.25399507750166,-101.0137337572413
312,181.2837440862853,-225.3809568832775,-156.52799065433658,98.0826487627912
313,-133.93774692225765,-318.8943944568226,-286.4606883141195,-298.83020808958133
314,-69.43419298556617,-228.26262942109827,-108.28221902781854,-303.60686584923536
315,228.33172907110122,-235.11377657617544,-300.6966575375669,-99.78915523700175
316,153.97680669956515,-244.49044048141525,-283.32035803670294,-159.62993798194395
317,214.5534962412463,-208.36521242075852,-223.66212241380038,-198.05288871629884
318,-56.20333968594879,-244.3426416550273,-163.67639673225915,-263.32609278901265
319,-68.51479700707641,-123.05623544017033,-111.74068783957784,-323.51756743862063
320,217.0084133122286,-274.7981081778677,-109.30368291148287,-390.22651800015984
321,238.5277044887409,-1659.4198962788307,-158.97680203643677,-130.02868812018087
322,-200.69437325604025,-284.3750515285752,-97.76607372005792,-579.3928762517572
323,-102.21995812212523,-124.56907750002739,-315.79626876493865,-91.61284714457393
324,131.9601906570906,-272.14836945041594,-111.21476373369057,159.69496205106446
325,9.279078453345079,-214.217204568688,-100.57179580017703,-24.98845886550984
326,-69.651666044786,-285.8915216232066,-321.46396073503263,-283.1281727661525
327,-71.81790184676372,-427.2978574480468,-459.92418926180335,155.49700614561806
328,-53.41185827053196,-200.9995380493927,-263.1910193202498,199.30342486882773
329,-314.89809687739375,-259.8589471135507,-316.65947359649135,71.60667920098375
330,-161.37966493921294,-267.2475968349504,-310.0734247968497,-13.231135897803815
331,12.719040095728872,-219.54484836180524,-242.47716506835243,180.6493308015257
332,180.2015043159273,-184.29760869081326,-141.20346859461844,159.83948040493044
333,-88.87527642031604,-268.10674011544006,-44.14077503603081,142.7901706642702
334,-72.71071743303249,-301.9743849256046,-186.53078764049377,-44.22411658311895
335,167.1572783266904,-179.10415420336585,-245.73173118718782,-34.41629343325134
336,145.26186973797365,-285.29745759027804,-197.84265814951442,18.282192182451823
337,174.3920889120624,-263.71705851486774,-198.61542700837896,77.1768437289192
338,96.61127802779461,-264.3564297811903,-228.63593740050194,-44.644625604341414
339,-66.96983647104861,-91.01415845919138,-204.8035241012286,-175.75233334096362
340,-86.55411006858168,-264.5912710342971,-85.41228710752037,-36.20200946534277
341,119.3970856161241,-181.252968964025,-88.74732660617252,94.90987267263216
342,142.98670022306567,-290.2578980906301,-27.321490044037333,230.6458248578821
343,153.92769086205013,-278.1365907369583,-29.878101782172635,-26.121852836577816
344,88.28001653759192,-203.86771597604863,-47.988776369513076,-10.87673573035012
345,-127.25347145814892,-188.46879357692006,-110.5574348006165,223.37570887249856
346,193.38861328391692,-238.6083563137617,-245.6265962218654,-136.3617974979242
347,118.10922960965895,-311.85596106474543,-325.2412738712525,160.54213347132458
348,-81.32822875064022,-305.09399238785915,-261.66698083568076,26.735884037612045
349,-93.73570289566052,-335.40980157468834,-356.5793675303579,-67.36922207891789
350,161.41168139992183,-219.66225025446568,-485.04560035777496,-68.12626256322079
351,-59.44721345705793,-215.30546285338391,-173.87334576688306,-80.01007401679442
352,162.62311682225453,-219.35126089997195,-285.5261327464451,-173.98409091045647
353,149.30267354026125,-197.22372813059735,-189.62388221919207,141.69795897288878
354,-85.88781017626448,-210.5791257741247,-312.2646743156336,-12.663520063577295
355,-277.7562568084243,-251.33619992661386,-146.23707354584585,210.80275083324716
356,-104.00833186393378,-256.07678137514523,-219.33719889927653,-72.3650509380852
357,183.93776009653465,-226.5434875647084,-305.58909160849464,-56.1698671114533
358,196.94754128654355,-265.1409583356648,-485.63811743677286,181.83971300563778
359,-95.17602666975817,-272.5485823133155,-276.5806290582814,-175.313015213489
360,60.16419063411864,-234.09087189443514,-417.073801258436,-209.70458871725214
361,-153.4432532663276,-214.17032608520776,-453.9390603642895,-70.84347590110407
362,34.947670180836305,-231.9347929092002,-85.83466374020779,16.273737479779314
363,-187.6014160507995,-369.84066253297635,-179.58077374711098,98.9187756453146
364,-160.9203311099314,-209.08831206077895,-312.55497667772033,-32.09859131888051
365,-48.71074315028113,-254.2541349883161,-347.47505531161084,-85.63938768658556
366,159.00359204592917,-79.02730083072791,-290.16915433790695,-26.3030853861964
367,-124.04971537083036,-250.53413278428428,-433.53900322560304,213.5892760458767
368,-97.02467301283255,-250.787872936965,-186.9182197141378,148.8429121200682
369,115.00501649286055,-257.7352162650394,-236.37240578436177,4.112893894708776
370,51.65401447544263,-262.704623184503,-251.28385185156623,113.23303285990374
