,Gamma = 0.95,Gamma = 0.975,Gamma = 0.99,Gamma = 0.995
371,-50.482496439623986,-41.72607796355074,-240.8475167750891,-75.66162076711949
372,155.54654118520665,-33.009592117838565,-112.9202355084675,190.61834290137938
373,167.96798304900597,-226.40382987262817,-473.22792147845126,-29.057344928174885
374,160.80287985042665,-254.13492579565207,-380.2288774586609,-47.93727524896801
375,-266.27726015555425,-283.8382857006942,-23.112995818637316,21.10776313038548
376,-185.12716444803203,-196.75267538362658,-365.41801838872107,215.552649522494
377,159.70697430198265,-262.275871177709,-309.49387172105156,181.6266790815561
378,136.9188668174263,-252.3422901266057,-344.629350919121,150.55314116926303
379,-100.91697161169465,-216.64505691205358,-207.3980522337477,-239.2758473469932
380,139.20496002199246,-300.3854501007196,-123.25279192536982,80.39311244036752
381,20.820387779219747,-51.31557147937326,-209.6760959070022,-19.464376340836232
382,-119.4082856849422,-221.40082979964632,-514.3079288328763,148.74660869973644
383,-86.66246780324205,-324.14009620973866,-335.65433198326014,-20.403905414909232
384,-61.23423868942204,-300.3148628893658,-222.4035915318591,-66.55051616576854
385,50.24036681443653,-189.09081143801973,-334.1811883970695,144.86077775365362
386,-97.84747559396128,-194.1969388233253,-226.19739435732527,-26.148764942057355
387,-116.63062020143617,-290.3625570438787,-278.74209019766977,-90.70040473877353
388,-111.1382365254488,-199.2613667619665,-248.22412694140345,180.48441067005064
389,-110.61466710116534,-280.9208522130035,-354.3126308856141,130.3719514252373
390,-77.59190547959318,-177.438124116104,-317.2220360170643,82.14224387226831
391,-89.15302135454692,-284.8256423459236,-280.4784234094582,119.3731813683425
392,-73.7864349754493,-223.05504527116068,-437.07730830771555,-118.45067076732333
393,8.432351321299143,-199.29777119380924,-385.73272879334405,-82.90880148043681
394,-109.7541184778776,-214.44741056891758,-640.8424925663157,174.9078180371935
395,-82.74738865338678,-216.309231149504,-344.8477079558546,-9.43909403853529
396,-113.41668977876125,-301.5020026815997,-112.32147972301749,-34.484438169891064
397,-85.09932253242518,-257.8563049038621,-243.99191437289218,83.82759709659474
398,-2.060079566968528,-292.6758118757822,-241.30581526726496,-67.05234205362817
399,-101.44958024340119,-175.864183377146,-318.91715601475175,178.65319486635298
400,-179.34653377790275,-219.7577217796931,-447.90760501973034,-172.2745435308212
401,46.853993798392466,-206.963932936611,-367.3226104184657,-67.35240367070637
402,-154.8121739184184,-241.0275744473986,-481.1065181520034,-51.30715968487193
403,-145.31656317056755,-276.96065913456164,-293.01193404673336,-181.5181639036835
404,-17.512034542980913,-383.98696625847407,-391.5893516488673,-57.1677399304556
405,-39.258664053797546,-226.80572315604917,-283.9028608171966,-86.16587576362414
406,15.631399913031006,-284.28283928007147,-223.54682142003014,-80.78222553724964
407,-5.309102354944026,-298.2624504927088,-238.6916242408038,-25.11997378840219
408,-41.915267885580235,-249.27144143374593,-246.16715255877145,-87.80613987259468
409,-45.629068284422836,-236.1366434997791,-322.4639167776797,-29.06709180566149
410,-29.809484105161253,-177.5168704385436,-258.38885824816674,-55.09876500906667
411,-37.01986629148132,-304.3190288163198,-305.7571408414968,-77.65802488038366
412,39.50129914784906,-492.98320876679304,-240.36601493043875,-49.950941164240135
413,-128.6438999644647,-240.2404563888675,-232.56251283755472,-55.122856309579845
414,-0.8182453203853726,-299.84431458998745,-469.12421772280544,-35.79573157030201
415,1.7507758937319018,-351.33905292851694,-291.6579399416597,-61.13674627124798
416,-44.665201107808194,-267.1144577094756,-257.7100682746593,-57.038301043498336
417,-0.1942819449070743,-286.40302970251923,-290.23105615574013,-66.4078008437547
418,-157.48153247169154,-274.93958957142934,-172.68591739807434,-75.23228196525379
419,-15.518048469891482,-288.43863102622606,-378.875826614548,-50.84298694024676
420,286.31166346682585,-296.10937916325884,-469.47999515094216,-95.65679745597868
421,28.443541513820577,-229.91930648089965,-479.772664244322,-46.501353942376944
422,-11.910993170607346,-202.05554552646294,-26.238526061983606,-38.60934150858405
423,-26.247672244364644,-1149.3259424000805,-459.07928532768904,-24.256127951075385
424,-99.72407412877126,-320.277419793411,-299.2896682922045,-81.61700691953001
425,13.914275065452035,-388.5641571360708,-316.86648783489227,-80.27978262002753
426,-162.88219907117463,-253.93799779422918,-302.70931098528575,-80.87141830719031
427,-14.80167378614202,-212.21685097327853,-314.0614183804421,-32.98386119206005
428,54.000039297150515,-344.36589974129384,-592.2867988080791,-78.0341549679951
429,-14.26759122428352,-308.56292691049725,-468.4528662632927,-77.73954870005069
430,-23.560682978736164,-188.09341056792712,-204.83442781210638,-5.90210920914987
431,-19.038480909857146,-230.78472690392735,-270.82951841344993,-64.30310807679405
432,-36.98681875576778,-259.80977845904147,-286.4202243018928,-24.74825010824445
433,54.840156828816305,-174.16287218331598,-415.7014914815039,166.98881647147147
434,-0.942364620477739,-217.07256834377037,-371.5852595146724,-42.962574428307214
435,-25.119424296043366,-96.24361407293209,-422.9870570302696,-129.06150000960932
436,10.88184972375257,-278.1244765989332,-414.30331725408263,-99.1244793677573
437,21.308769906939983,10.556337242073539,-247.54458095140362,-109.85803921577248
438,-11.122209800788221,-220.31062343465152,-474.0058379861657,-71.39362490584537
439,-27.24995614328657,-294.2523295674256,-408.69248598060716,21.426622041430978
440,-16.077042961538,-173.53992039012243,-385.0097251874003,190.09265508014082
441,260.1565490001593,-175.78017731075207,-461.1641338298975,34.71682593138052
442,-2.985416905138405,-190.56734851712378,-431.00324735946845,101.51052320766979
443,27.65307023119966,-310.3836131007078,-256.13482981372454,-99.47645968001424
444,5.908758203669894,-176.64029691117932,-465.85638329867226,-27.501958854293672
445,3.715210262828169,-355.0996067139492,-338.0349713314543,203.56194678476783
446,-22.666778185064658,-216.86854187881522,-427.5690576036461,-142.1906499847064
447,-8.787861186053828,-185.59254907469713,-289.1872975180774,59.55095210590808
448,12.348018149885684,-345.2225056913393,-390.50425055568564,-132.33958420628426
449,2.392292893441843,-107.0743793636993,-349.62934337746765,-87.14238670511374
450,-5.460816435653085,-294.8452043948138,-102.94090346799693,-88.3511284766472
451,-23.494502237714514,-215.39626144172345,-220.33725822588494,-113.65779502869293
452,-51.79914769065937,-388.4160261984438,-380.4507453088408,-147.37500491210773
453,38.13736685337886,-300.35458758434885,-185.15097667248278,-96.80265029295326
454,-20.61646466747681,-342.900780930568,-290.1501323197918,15.547883261726607
455,-2.26842719337061,-320.9282403599306,-298.7148137782618,131.7303347997728
456,-13.841301818364238,-312.25421091469013,-356.84404250685503,22.45954275054801
457,-70.72244539489613,-261.94671147393547,-455.20558477107977,-54.588111275248544
458,-26.41884908501048,-207.95456679502053,-222.33334367811347,-49.11564720109439
459,22.76634042869105,-175.12930137937843,-229.80973309397848,-56.93081128431558
460,5.996344759075642,-239.93577556240987,-343.5171852131805,7.464569163970167
461,13.285738407445018,-316.67021936941194,-402.8751487085172,20.530762666710487
462,24.72839070394113,-225.2347951273783,-431.8148592338108,-27.862821620021254
463,22.3798441253067,-121.05076852213783,-265.86713650925026,5.427253211942707
464,-93.44418923584676,-128.42028951164193,-215.60150763340405,-38.03146219723935
465,-34.55951303945774,-371.7986524448706,-305.93617319722375,130.24621063754805
466,1.406071404118265,-151.04878802945422,-239.92562779327707,-4.3302907107860795
467,50.20390211374479,-195.53227872879305,-311.2039602600697,-41.96922373367417
468,-49.13802873785145,-373.9163018770355,-410.97170724507527,128.2019300550591
469,-24.98980554291269,-201.11029880062216,-323.9025262945962,-62.47583228623914
470,-23.691951907225516,-161.67838996260292,-351.78064315806114,4.501882654248142
471,1.9709205329941293,-361.6649031066596,-259.95672136571574,99.63860171272727
472,15.708016754268773,19.95877659357383,-357.634242582548,48.78919769225238
473,-8.29534721830493,-109.43422228701016,-286.18339134182565,-0.2652207760591301
474,30.620641519405417,-323.2456489513235,-341.3506552307066,93.9267575800471
475,-11.90499818348611,-274.64558292043876,-389.11729012884655,46.951123005660605
476,62.481831057496414,-116.39101923782046,-331.8207901472474,130.84892660498235
477,-10.087624918800314,-241.8662474616317,-345.3880048423232,125.71934384381004
478,16.73897631298997,-164.61839354682118,-324.06717585765034,-66.01540946489659
479,-2.419610778136843,-208.53742380733712,-439.51638042359286,124.84163623082796
480,1.8010804924917305,-230.81401744547838,-374.59089275970075,141.90064179653837
481,5.43631509795345,-313.13768673742896,-446.4395811919511,-36.33835213394354
482,17.055063377919495,-335.6763869223546,-348.74351479645225,81.19820657875441
483,-18.03842303551579,-254.6314181696721,-351.3170049966375,103.01533687399636
484,18.739763384608576,-218.30616005680244,-411.1994912346829,125.63656420190749
485,7.50368942457619,-171.54478959403383,-274.32788181491344,143.0630175326742
486,-18.689574089344394,-336.55879191445956,-175.1835038995739,-66.26210874751634
487,0.7161660043183367,-301.62846279015287,-326.3275309134683,-8.60954325926825
488,-31.376180210696553,-238.77103798364254,-429.4878586150105,-49.795429073820884
489,14.746651898211184,-353.6559837736712,-250.3661629260659,120.18122835311031
490,23.42495773581424,-202.44225077145293,-269.8663786846803,-13.748992326520954
491,-21.88543968942902,-207.0611802016087,-238.31745288846142,172.4121589034678
492,5.567157513988187,-342.05676852489717,-306.4016538457681,21.19412724797332
493,50.032328156466434,-263.83411705049537,-266.52809724958354,32.869868659376316
494,22.50109819046174,-248.43022033465547,-339.48761149271814,71.65127629335116
495,17.24184963795145,-92.31910888123822,-346.08410458939125,50.368517598753414
496,29.749127710197016,-130.95366225183346,-257.7267162230122,138.70363943712388
497,172.54305241707038,-93.24062664931546,-245.35532084213216,186.8379988527529
498,186.18479008923077,-116.42887316829726,-273.0755785318621,142.5856886796504
499,198.7332082988827,-424.9744519930127,-231.40046715402454,56.61824433324773
500,-55.909372942119994,-309.8477936438314,-310.48239924529355,133.2915202504782
