,Gamma = 0.95,Gamma = 0.975,Gamma = 0.99,Gamma = 0.995
67,-39.04401897587198,-450.2539475792417,-169.13554480452447,-159.753923633147
68,-648.8465385583456,-306.80687571109934,-8.769230377413294,-9.751290426762836
69,-151.98723117893428,-66.94614503792812,-367.58935670384085,-48.04330114868399
70,-174.9892315754301,-346.3430363758549,-29.210182701578034,-110.9917477934181
71,-509.2133336465182,-517.2046233869964,-222.75767621963135,-1.0002096774784093
72,-261.8715803654644,-135.4080231139223,-70.93169093834783,-128.2857962366828
73,-93.59422460950212,-534.9263818565466,-85.4228823226089,-36.412030543220254
74,-266.5316251779077,-357.7239692512878,-268.1186579055905,-59.293748554031474
75,-91.75651520506446,-490.73558212769746,-93.45032526417324,-42.63915401415627
76,-207.48418027116196,-488.669332660912,-235.33095218945775,-88.14535489803312
77,25.890467326142343,-310.68093277630817,-275.6274489468443,-35.056915261850776
78,-81.75337415132518,-150.36656980776579,-244.33508740707813,-124.69590189497386
79,-351.59981300109416,-409.32335255569257,-174.5975852717894,-102.3177302629687
80,-135.9878302593527,-457.5367647108407,-239.40219793206577,-107.95061222816919
81,-113.85842919936896,-574.1757128195909,-120.83836405088145,-158.82682143545003
82,-33.90142390148894,-140.69986816449438,-243.1170819152133,-118.93214281696305
83,-31.20284030452079,-363.6655601496488,-97.95462424500622,-128.73423245633506
84,-28.387715342973138,-247.58954080411883,-238.99553671987744,-46.149406735820726
85,-65.77518636846733,-361.24461117540085,-139.56039211916453,-114.22009680727346
86,-3.759867493892968,-148.98135744211507,-222.42677792264226,-50.36144883829878
87,-23.182681203758193,-449.17088281803177,-127.7280367471601,-84.55712162664784
88,-46.022349876478515,-396.93374203738733,-379.8524113774662,-202.74991711641943
89,-174.36100389440196,-212.5341209905983,-107.86381864065493,-171.0712918332157
90,-318.14449068021656,-428.80547099846547,-240.99959826240524,-67.24371901014028
91,-247.07841403423907,-30.63126532185781,-270.64467247749866,-272.09627975875964
92,-188.76980297054396,-222.63009409913374,-191.27434209148856,3.4474569296345976
93,-28.76305177744304,-256.6988157587681,-225.2207113967408,5.789114191236976
94,-172.7966412700129,-180.80713833040795,-263.47003700457543,-15.849493946983728
95,-258.97674889308814,-207.90961898460793,-198.57697560528388,-17.810639038035674
96,-232.96716950986692,-292.9211515000631,-210.36156702849934,181.39212033521034
97,-312.2726479384172,-304.89651245584076,-219.9946927948729,-283.45118965486176
98,-207.815501118136,-167.4026609889283,-174.6304340132009,-30.586509950437545
99,-42.85250978068199,-286.27065503746974,-207.886092836493,-97.7500048119854
100,-56.55675200568858,-358.0503129660769,-214.6452803547508,-123.57105884267264
101,-253.99233651921105,-312.8416897098381,-177.83418255062074,-32.645303395105486
102,-213.8137561441382,-301.01765845043667,-118.88193306865291,3.4976192167689675
103,-66.13020387476129,-260.72151639569006,-367.96515204500787,31.352877755087405
104,-38.11953305593211,-314.51199138056097,-123.59107058603787,-235.89409779444244
105,102.22164175056054,-309.2524162494233,-180.6874656634938,-285.6025534747294
106,189.31950601321915,-355.1900657212374,-471.744336373558,-77.62395669340376
107,-68.60313217278167,-213.44245338302255,-186.6412750402286,-518.7130863445185
108,44.385478834765735,-309.42460601153124,-492.68671846704524,-145.80183083193256
109,-119.93807754843199,-245.89583257614456,-446.4584889690583,265.6507719240257
110,19.278550103625477,-181.22353198717786,-117.9408138997065,-80.048338193165
111,-113.12322774886191,-259.1025563601526,-241.62467986879852,-660.069754324331
112,-83.83265368598174,-289.19024932800244,-162.5502854019063,-110.49464538062708
113,-0.9533316225856125,-152.07442299283719,-227.15078088597784,-374.657337557093
114,-2.776903421741061,-313.8613786542246,-164.6221178141406,-43.27898660490505
115,29.551599838168254,-251.0112720303149,-256.13994655746666,239.29751835131432
116,38.385651404855636,-266.15096718619077,-265.52115104704137,-130.0891865923787
117,-21.96188601275584,-158.12862694305937,-46.44604640603557,-111.3702444414285
118,-127.59411525117241,-262.83616345723726,-169.96232186853155,49.055844734365564
119,-201.38792956437283,-604.0492140938142,-213.00390538947192,-35.17478463403856
120,-130.10015749384834,-550.2943995203332,-313.14453807759037,-162.48591604881832
121,-3.8403428885064983,-343.2869670026438,-231.47745258357057,-81.43405370162893
122,-15.023351324217728,-313.19415967079635,-376.26369519430676,-643.5782552053885
123,52.359392263576794,-173.94650276987687,-59.84556443849681,-217.2710275834129
124,-102.35028720641847,-197.57783848706998,-264.7023330203616,-123.17366960231021
125,-45.87848589799971,-446.6646683455213,-388.22027690667943,-438.3413999915427
126,105.90102544536535,-167.81257641157993,-204.26139009131882,-596.6550527235245
127,-137.34984307558216,-468.12043645989183,-135.65800703534643,-245.1348511151756
128,-174.20737978315668,-109.48119859983997,-84.6375702181498,57.14754661062935
129,-175.97379005891338,-527.7103521788459,-181.03616924667477,-604.5258339802158
130,-183.4671775620635,-209.81388354622337,-214.628097582961,-125.90885261444447
131,-22.554776553188574,-168.10836736006354,-248.7893340470504,-121.98413778655217
132,-13.209308645748292,-462.21781740196604,-234.82642577235922,-502.1424884750156
133,-438.00746592643065,-224.67321359947482,-197.9045298288296,-611.9488677624513
134,-199.90660668148072,-756.7074857666335,-221.84653828713104,-199.29255913697767
135,-44.018932958788966,-950.2380162014501,-214.02883520818813,-144.21261594249864
136,-110.79465900937878,-416.1285924357466,-462.65688201427355,-167.03135310051766
137,-96.32302648967843,-453.79123960104323,-381.77842729105083,-236.879715491002
138,-120.62158432752291,-212.10264687476257,-357.7145602513771,-276.3143981822936
139,-37.74241130015804,-288.02904063753454,-542.3767105752074,-294.2843047944939
140,-55.33336230061501,-323.3688369558947,-174.78911592124635,-34.687652819250005
141,-379.2811317342109,-264.4077072385477,-220.03056613948112,-206.62302583852608
142,-131.68959429020737,-326.27078533007625,-225.02966389509135,-86.31413140450249
143,-270.3908929011726,-248.56143233922495,-546.822739286666,-614.7052181206349
144,144.5491447568989,-550.8488582157329,-469.5443773001666,-252.8535018215192
145,-244.7229793226567,-479.3092358076827,-312.4173740637508,-209.55471368245784
146,-94.19890906737172,-460.0453428080748,-453.34326412880944,-157.5925192959171
147,-131.88572675772792,-243.96952536600165,-468.4994566147584,-161.87617069418664
148,-136.34340157203567,-216.16756790919882,-517.8453252961233,64.8189952917067
149,-110.22670428517236,-509.80582661918754,-242.04131991619093,-151.85448082868152
150,-82.39178318914293,-32.46372592334913,-278.468851884811,-227.3837003949616
151,-264.26194466987147,-790.39131677004,-316.78855241942483,-3.0450836441359
152,22.608135853173607,-615.2562066779919,-355.2891106445705,-28.99896574366292
153,-229.86664258529441,-169.75869481357236,-586.064904067975,-19.587008151651375
154,-214.20173956785976,-187.99392241377274,-351.46876905810075,-273.460973424577
155,-252.87067698615522,-214.7043997382138,-343.23822840503465,-7.481755924164844
156,-312.72472161333997,-957.690546626318,-281.02217258711937,-152.18165838951109
157,-102.89104319467943,-594.5246994764891,-259.8811081949799,-36.94624641567012
158,-137.5175401543007,-293.5431939675459,-478.65801657018017,0.16599437595365885
159,-135.77159234016094,-213.4218294959534,-167.77054970632685,-6.954938046566241
160,-4.329636897566303,-739.0029996406579,-160.76069651337502,-194.14729086462725
161,-356.9325796685795,-787.5765899222229,-123.53958602432206,-133.02125712080598
162,-238.99040439238323,-170.26840263920303,-211.49667424859092,-7.828889677196003
163,-173.1978334775937,-521.039344449082,-529.3178366184515,-194.01071663473988
164,-170.91514076797813,-235.82130619121025,-451.98224668728955,-236.61076299433597
165,-166.92304354493473,-197.42057867053376,-364.2795432040592,-102.26308171514636
166,-97.49583531192587,-308.19080495917024,-177.99382367355824,-115.89413415334892
167,-116.03977678620285,-998.7188713823159,-241.13113272250916,-71.77079264925061
168,-179.91265855109063,-253.03496333566295,-257.56206777328333,-40.82324950771888
169,-32.578604805868224,-206.52285667587557,-204.20083291974964,-54.937691577160216
170,-257.8380965977832,-340.8983747316497,-621.7990975012708,-113.04638287344682
171,-331.2595417665124,-253.83541400356123,-244.17434716393706,-20.277544907668414
172,-200.06474880594124,-200.23507561739726,-345.4422069880569,-68.77337408460951
173,-121.99715666938512,-505.05465382319915,-174.06481139908766,-8.109160136124856
174,-229.89566920912245,-326.20469106049853,-266.92880061011067,-60.99436373532706
175,-37.14427342593277,-235.29211817737743,-307.8259022535852,-73.85812168173777
176,-228.889396147082,-184.45402220637035,-310.7585937534137,-56.35253933108847
177,-199.37878567730016,-518.1248362943016,-378.9166483114956,-85.95463131596108
178,-177.1960741649586,-247.28322048035758,-361.35635995909286,-81.77012575201636
179,-212.99774394693327,-280.57824453435927,-430.7665365913289,-67.51608245064548
180,-227.33157852318521,-350.8461677326676,-234.42446298204902,-120.97604264540247
181,-199.0482231343286,-298.00755220963094,-598.4692835317475,-260.0355945081988
182,-257.7716443782046,-316.0620698121729,-77.38584309467277,-125.59979278239541
183,-55.89326272265981,-25.352360976754753,-157.15490531250157,-168.37812779150482
184,-173.08371119864427,-238.7274431637196,-150.84912603116828,-109.35371482795145
185,-163.75266751846357,-265.1645029602247,-441.19676799865346,-62.9080517929559
186,-17.7057466332286,-248.8539658334472,-252.1488743446881,-120.84153537347012
187,21.57996815484978,-207.8644580154378,-205.74095886851467,-196.06114588593897
188,-415.0888009795933,-246.22240836631886,-231.16761946012392,-148.05006945221498
189,-234.18955666573945,-225.69598132092116,-182.28068154262488,-113.90597715464405
190,-1.7065757260823915,-262.17955693309995,-610.3438184577266,-60.723255794806136
191,-266.6313378411992,-226.9324223279918,-279.2414574351676,-48.486423612785146
192,-70.5358464768075,-116.78337964551051,-388.7861943774573,-113.19779622170567
193,-199.37270789513593,-144.86129035776366,-211.71772030320886,-163.27894570282044
194,-223.19919060437175,-196.08780055808177,-559.9472440457531,-143.23466264145722
195,-153.5235152588734,-218.09109473522565,-253.4436434347942,-117.43312096418529
196,-176.18056356919703,-108.09252916347853,-376.6879349816029,-191.1714787335464
197,-89.62632993244372,-697.4192561432887,-169.30964549851382,-199.99028867115226
198,-246.93916389682815,-333.6245458331919,-241.9168042553602,-62.096220725336295
199,-161.66050282951764,-125.4382714641179,-203.1058112203819,-73.40952797724321
200,-109.38271241097611,-208.8124218549853,-302.9022262241993,-4.521629051433408
201,-162.65967283575787,-227.15135828563433,-207.43366476359807,-39.059375079865575
202,-256.5359247677883,-144.68236451078357,-136.14392484377782,-181.15926455236115
203,-267.99727772342123,-795.813210753976,-180.2945090341774,-34.86856165386679
204,-21.68376634090771,-696.6166019018776,-200.3953431627471,-104.72552853209962
205,-203.43398345051935,-256.314083908939,-302.41134074801994,-87.99362906087433
206,-186.4466742810281,-201.02595497981793,-425.1822690970159,-25.220663117199422
207,-146.095989564814,-585.3077174623817,-111.36117025909684,-26.033874311988257
208,-277.1439896566255,-220.3064955009052,-287.94993819536245,-15.002403928387722
209,-124.29652860916818,-200.64853977768922,-228.0275442968331,-58.74640303314146
210,-190.04406025409236,-319.10654970760766,-42.13726209814649,48.65458844006244
211,-299.8815498587607,-578.0138221083785,-287.79882161429725,-60.66005260419347
212,-295.99950957020405,-243.95191120142042,-104.1226728760252,-22.440224229396264
213,48.513177847308114,-316.2270481938574,-383.95052704375667,-121.50958578872266
214,-443.83631494466357,-115.99852681154354,-444.56873180399066,-28.205733308400582
215,-296.51831022930645,-215.769058147578,-183.87909083181376,-8.10450171301406
216,-45.77432507516111,-241.3602115882331,-235.98214688945654,-25.936647947779193
217,-85.48892762025253,-46.74184272693978,-313.02214680736125,-113.8421454931209
218,-199.83106193142743,-483.8808764787054,-182.3914080633034,-49.48919328774423
219,-158.3447836916887,-233.65668224410365,-341.1610294878243,-237.4083268880776
220,-205.30596293087837,-127.22938544342584,-120.8453907926694,-28.21556824804685
221,-213.44632350200843,-558.5299523940312,-58.81571970220341,-55.2054941923126
222,-140.46763710399534,-200.47779173879593,-215.28511877011005,-187.50070947431533
223,-202.71001423371183,-997.0162016417491,-227.35915392232747,-179.05635332293508
224,-325.6518671276293,-542.8707237122012,-196.74551741928576,-130.26436905694158
225,-87.52993177172807,-1042.8377623805898,-163.12376533771032,6.851385782172656
226,-118.18951484409246,-225.84755589940795,-258.6500949835845,237.52538734720295
227,-113.30417910453902,-130.65912968485395,-209.13055357746907,21.948058239769978
228,-106.2384883905103,-322.2598896876814,-197.93003660754798,-34.456197503584804
229,-41.328455644901524,-461.977432331025,-155.80309337178932,-62.186120553556655
230,-169.7893754632782,-177.36508019502907,-141.13212494093486,-136.21048711673336
231,46.72778157146381,-38.404969272830265,-156.65760159092417,-37.85156106388433
232,18.16503491758742,-472.7784552164069,-191.58794379921278,-32.66748997526932
233,-42.903870294541264,-854.2103204107673,-201.0907503177904,-48.00505197515072
234,177.90838999385005,-59.43501995027553,-178.5427482405249,-73.65944553829853
235,23.128047535707754,-850.7223078265988,-285.95289269754375,-150.51053029340227
236,-287.3262316442813,-362.55211437181214,-460.57883304823093,-38.98278418439999
237,-152.5833027690443,-416.09728865829254,-208.6655589504003,-5.525107557120123
238,30.62902755958351,-883.4123367971187,-223.7265427329106,-31.071499606291766
239,42.111520087902626,-58.38970452956921,-114.15581985290221,19.75296587195139
240,30.101621554223495,-43.783361397664976,-308.23197233300186,-53.48565840102587
241,-154.69504192241675,-855.8950422125267,-199.11146839289478,-35.00758580076079
242,6.553265397126881,-530.5809101351003,-146.99341851561599,1.845533498282407
243,26.334236136382707,-924.8779944831399,-329.9572960279455,21.047152405179247
244,-136.05165483905415,-165.31539705034942,-238.11243063265678,-41.384338164686994
245,129.0027336535013,-245.2637194354843,-185.55153017360755,-32.21920021943947
246,43.36437517274252,-506.5109053668027,-249.1214510919371,-10.910058925721188
247,41.910428948032724,-51.39530309759153,-224.43213960189945,-90.01475739658349
248,101.473737262193,-60.040159643405765,-210.2331157918377,-97.46320698531402
249,19.65389825580219,-1014.8922013934717,-135.8553802401796,33.516084962055146
250,12.619486492751067,-207.1721030976243,-186.1633597054489,-14.74308089523538
251,121.20992332614564,-174.44928341608278,-264.1996343626497,-57.294995794052845
252,146.93744027680404,-303.3422459126799,-222.3280260620563,-7.701115751247286
253,46.157720572529094,-653.9355601033459,-179.43966294644548,-45.23290538938347
254,-30.37817104829225,-300.51145699966054,-123.19056464117328,175.89061869794529
255,-281.2183503834137,-4.4162838303431045,-119.99706296984606,-178.05742216205996
256,26.754098584527977,-235.498952680251,-133.01436362440575,196.18655952311173
257,9.009896356850486,-25.397755623776007,-409.13077640105223,10.592349658742066
258,-58.982014408597394,-217.01421231807026,-190.8648008848918,-40.45766241549954
259,-0.17381615962693786,-85.47879154232523,-544.9233734130648,163.46533485493927
260,35.98460063999218,-57.21514321185559,-158.88040741202556,-62.34232344787158
261,37.49310757704291,-39.10943366579718,-403.2603084744591,-35.37265141198611
262,18.670123987005915,-131.689309284023,-81.43391468022438,-52.33923671887392
263,-240.79838738508838,-323.9324722938989,-5.44022855449407,0.08021295785115967
264,-67.08843952755497,-22.03337329576989,-170.62538034178988,-55.782586153399606
265,-47.14570137164169,-223.62348838283555,-120.99451111768826,-54.45231555559887
266,-1.3334003733033626,16.352364561761163,-152.15551124236632,6.041385451909576
267,-53.12201790034663,-227.441276416268,-290.27769899208124,-5.365907713134916
268,-216.70701780875538,-519.5647289924682,-173.47879877294395,7.30461906059881
269,-81.98728437515936,-164.51452060544406,-111.19393431084696,-5.193743183867284
270,-118.59526133640229,-369.03045668665163,-360.56195932124405,24.102787887779087
271,-24.526811979395212,-187.00643976859442,-230.39469138397888,-44.93730219158698
272,-41.196970496580605,-57.08513420607522,-303.4251512895461,-162.43965571687397
273,5.770382360375436,-227.00706422009415,-500.83312310307247,-2.030510650643137
274,-269.91573658180505,-557.6602330702674,-215.85479469279437,-8.838796372059988
275,-12.208482266518693,-298.87024332564147,-152.62023118915022,7.585090977189239
276,11.28125411201387,-189.80956638146085,-247.36101374155118,-51.92052525899595
277,-40.38402858869661,-216.52292399282203,-82.75518450873219,-93.63770202168833
278,-303.925548684937,-263.7130030759841,-285.4624806294546,-66.70679534785936
279,-210.65323968130951,-266.43464710762134,-165.0112870546405,-16.024059538410057
280,38.85852408979826,-167.52031667511824,-190.83667729926086,-49.83320684081241
281,-23.834575284881048,-207.52325568901267,-506.96119930336675,-50.875027105625804
282,-100.17277926543048,-158.73900480580681,-201.20896044336652,3.6527449462808335
283,-96.80819770770347,-156.10166723276643,-290.21927356866667,-39.7365858980839
284,106.1964032720924,-431.94895782866905,-381.21247244404066,-70.86301701788204
285,-68.25694256887857,-89.27743030149574,-557.7814565553887,-72.92906641898675
286,-213.07833317731593,-588.1652990134387,-623.6100855371503,-44.29691011824781
287,-28.483742774225274,-111.25339453881189,-362.8244415146071,6.275054571667539
288,-41.84937031874709,-70.55690937721039,-103.65550564892476,-69.42426956430856
289,-32.06653845972741,-1.6689320470801619,-124.47971663154722,11.477785186499943
290,-30.675797759860643,-93.61659047344381,-355.40051064884847,-16.662002893728825
291,127.11421619102927,-469.9054190079398,-229.18723765759285,-81.75774918790941
292,-26.7115942593379,-339.01372965450753,-126.08084314546616,-56.16217858443832
293,-58.91534127061455,-171.2109709870772,-62.50488293854767,9.963834586431489
294,-77.45709315922149,-196.14157012206127,-386.1551023989384,-11.930686217245253
295,-7.397789826718567,-355.49978786903705,-208.32472256737984,-65.12142705991243
296,-39.98987963688338,-165.68266327901085,-148.81761021510306,14.643271774366596
297,-15.807025599566536,-163.5760103695258,-196.43023934954869,-11.699700060800865
298,-39.89732969951466,-489.05715792226914,-252.36520154424787,-2.6663303729554286
299,-133.36848510597756,-581.522383197206,-192.6559124037113,-106.74315598808722
300,-49.50621600291979,-60.44572950287686,-198.14099712787456,-129.42325887845138
301,-48.894846002570304,-403.77402329664744,-154.12450743417457,-52.61439579951595
302,-15.182838474676878,-183.05607746176048,-247.23873713560246,-48.77469692364554
303,-6.952679847396824,-416.3125254540787,-174.74690924451124,19.119653921916182
304,-92.27584004534555,-191.67457170205824,-291.70737688131857,-41.60629635237687
305,-46.35764582119825,-338.8794737590172,-248.96216692468786,-111.40848051634278
306,-40.68718052853574,-593.8623763221142,-225.4686320470055,-106.80019701050682
307,-162.17937485377183,-71.00201168887418,-433.2445663887954,-23.066266597920773
308,-23.58975130292375,-566.1718384056305,-274.41203511436635,-75.65068915468868
309,-20.263098198405004,-82.67745074251573,-356.252489319831,2.9315452355302085
310,254.04229458661916,-451.5133305358902,-206.12394078159105,-52.56252215240886
311,-22.231820026270196,-56.21340683466328,-259.5821663054643,-29.619349003347708
312,32.33390283890512,-415.56023749853006,-273.4258420937952,-20.4033538630287
313,157.9899601315775,-136.7959732186914,-238.14547678746163,-25.398375506003873
314,109.85370619325974,-259.59053052551155,-312.0796155141873,-41.13366289785252
315,-13.590560088474874,-186.44513139846305,-276.41387931992153,-11.956274828885867
316,22.28646408046704,-252.17581146925403,-216.4435815276624,-100.49678891697113
317,-20.849268663873445,-63.882567294548785,-246.5344749973571,-93.83165945962752
318,184.8102799871229,-145.90570868188857,-12.389451048846524,12.74641695859637
319,-12.215171753116328,-585.3836066100669,-330.28540837027765,-70.74035572332203
320,149.89640659493492,-288.59698536474264,-410.93247003114243,-67.16877358496279
321,-233.22485374620703,-151.30560087554522,-156.28646218079666,-57.19602977044362
322,-170.46926675073144,-345.5674476427414,-431.9539428551093,-46.07161563534442
323,-42.10848260919009,-319.18081291169574,-156.48327810331443,-51.338050332421304
324,-254.0496128063067,-149.33080266158464,-420.8827078547646,21.522396630059006
325,9.912998913095329,-120.66052077166704,-378.4990580521034,-42.508700278756336
326,-3.3988836465759853,-167.6095171158375,-206.03775565345427,-90.02738514302636
327,2.112185000305749,-149.70139864166046,-539.0491034375378,-43.46470862604748
328,-16.44862730122381,-152.37941247112002,-178.67508460811183,-138.29969119272792
329,22.343774629573062,-236.05606600634752,-345.89000977236196,-18.118122030490625
330,30.228407626956532,-384.41644217599594,-406.4320097613735,4.537241631865399
331,-11.46377645087474,-564.8127105926692,-181.21380434314608,-48.0161092883515
332,-99.99681642027235,-55.91444418528944,-46.14973112233548,-55.862129927667965
333,95.05131709609356,-328.8309086944702,-505.18168184820007,-41.81617353418605
334,21.557386441638602,-184.15445722029935,-158.92017519607785,-88.9970072474117
335,-45.89312133359334,-165.30348492080412,-157.7925669453403,-3.494875989985516
336,-13.324771991795759,-245.58640357044743,-198.81567750969847,-64.3539521923552
337,-122.790341834858,-171.7371041633449,-394.87143378422996,-58.63596273013523
338,-41.06611759394585,-583.1739153231471,-168.4268895163762,-96.60686384110394
339,-86.92033968175171,-345.0337431332449,-472.97378205448143,-64.0711903304346
340,-109.45432479059059,-136.67212342899165,-197.05623566655063,-8.989598280460214
341,-156.74697992332193,-320.536873344991,-421.83772814473946,-54.991240398437725
342,-68.9923236517121,-255.04112889889055,-136.20222525025883,-45.37031373139929
343,-163.31420496483304,-221.83239051195756,-225.20628727551963,-44.16134687182539
344,-11.22765020096572,-215.74770058079773,-218.02866219637949,-20.016410686259945
345,-24.254264700711218,-493.8587485673331,-410.5179281023611,-36.170724264520175
346,-64.56840818878825,-117.26290414821491,-239.48670301821977,-93.06417253032014
347,3.082495228403759,-206.4482681943733,-278.2809198100246,-61.718632085555825
348,-194.99046641959018,-187.2182877948131,-222.7494719291899,-75.93291074998835
349,-164.5744262968849,-411.25374322350604,-105.43768475600265,9.521943296536563
350,-225.09666111208676,-162.91459114499585,-416.6011369627885,-44.5989988677313
351,-47.22346259752188,-403.69453691346973,-58.09776973080976,-49.44752805526255
352,-177.5248686508557,-369.2169451567168,-526.559344564744,-114.18439721011094
353,75.29529059790767,-235.6906465668705,-196.81871186719877,-58.9723881802597
354,-87.7819869975004,-200.70368140241808,-264.0425243497315,-69.73051494721113
355,-222.86173975229386,-343.0434109070602,-442.94863023025283,-59.14968153959745
356,-160.88225774645738,-294.09641792911174,-380.8660835806444,-63.56501136985585
357,23.96320923439579,-188.1415709814188,-221.79982157924428,-38.50937853549612
358,0.06018495618283737,-219.84758491244799,-232.75252131717033,-138.01338515243572
359,-30.57435668069744,-229.36411329037273,-348.9367176334192,-57.492805763824656
360,-123.38504253359973,-108.9565210193755,-91.81526730865593,-79.3250228116465
361,-23.400691770914875,-182.12574335563113,-222.21826181032776,-51.05135518581086
362,-44.02285968574263,-38.25137696763434,-365.8945720076498,-89.27134076891564
363,102.90157531262963,-128.69862839487544,-209.01140370313263,-58.81591683265715
364,-87.52381787729165,-508.68442617105813,-415.59174246570507,-61.199262168139484
365,216.45856065418542,-325.7765000703618,-475.7231739758118,-33.98764258174391
366,-123.64194489711149,-126.08648059046476,-381.0584545056632,-51.91305487031936
367,34.3740934219546,-121.0157665970596,-301.85524275337565,-85.6951942382179
368,30.694946809774084,-337.17476375642855,-394.1149541644988,-44.68823354867557
