,Initial RAR 0.3,Initial RAR 0.4,Initial RAR 0.5,Initial RAR 0.6,Initial RAR 0.7
208,-255.21114170552443,176.2061371257389,-176.57220231229104,-43.397309102359046,-17.773660907995318
209,-140.5775844046844,189.08811796753025,-158.3135798554435,55.79136408397106,66.39313801778181
210,-250.32192843141087,232.13235019569316,-227.22097176630143,-115.66742982784069,-132.14981734637064
211,-191.11650906749225,-7.964261274552342,-134.33105179024895,-168.20531350859721,113.01481800473653
212,-189.22570358320172,115.38181040872647,-121.98160557600215,-118.6677382515232,19.49233148544601
213,-81.91235881934713,180.53681407019906,-203.55490406937463,-45.236227673218224,38.55726555332166
214,-246.38930528390426,179.0393259673248,-189.0628434839859,-130.43933386464624,-265.76481607271444
215,-323.36565309125615,194.81249585163772,-312.25467073627647,-57.177076848405,44.72440004791336
216,-365.1297547891445,-171.89679232609194,-306.82343728160777,-3.6675008843693746,137.5064010823888
217,-280.36877075318534,179.08110359296472,-200.74495045192197,-72.03525420640472,-310.511928679885
218,-94.62881880744344,-325.7180505132257,-179.81897629941892,-175.50913307593902,10.541697597111115
219,-248.94932678428708,-143.29558302619648,-255.56358266754975,-133.15136149179762,180.0065135532253
220,-195.7674436825924,-87.0021254958486,-594.799916498787,61.58528132278262,-38.98776348112841
221,-129.7714377721748,148.9299560001219,-311.2218453300776,108.78535008106172,-35.1029536403107
222,-227.23176378295926,187.19014444374037,-64.24996690442063,60.76415103180449,-235.6512211837084
223,-102.1613652960777,201.16574761451812,-177.15956104623206,-103.84615710800111,41.39937124373914
224,103.8643641088849,215.6484319591878,120.1715182792135,76.95896959237696,-20.907064831131123
225,-127.91219700899688,216.3897255654519,-201.9685845137212,-115.89834439956901,-8.14133522468305
226,-274.62146604174853,218.2786027271055,-200.45579332127755,-51.06916689222162,44.43896677326337
227,-207.91342494210085,195.66325874580286,-178.27506701238934,20.09926108822941,61.20705204333325
228,-93.77297097474262,203.46850649458986,-321.6170127050776,-17.553568066577697,30.05886091928611
229,-207.34525571596657,127.30321518938325,-349.96847325918645,-31.288464050093083,7.847955133636821
230,-310.5486258594468,20.153273121965327,-205.04685918834042,109.68196167877915,27.87957173294438
231,-215.9727933290376,196.61071585997126,-8.440471331200612,-98.73041101537565,-3.2741139911321806
232,-120.42803351165495,173.55071102601175,-55.03748533921302,-156.80881121352152,53.12537995233831
233,-167.8312566660411,189.94348806794977,-241.42463002114832,82.87323351875915,55.906466552321255
234,-339.0441103254109,-26.046226590018435,-1.1469222782046558,-128.97678147553506,-47.46395055761091
235,-228.01176903278463,226.63234582292685,-3.1349267410509327,-197.36653252675535,-1.850554666031256
236,-181.98401824588097,263.9941165727794,8.814980819845232,-203.9784900668183,11.038647080671886
237,-156.58048740584815,181.80017892477207,-92.01719196473192,-95.29637113954672,-44.77704434322437
238,-173.3151840252035,146.28593501818472,-175.33465614974762,-60.36443926748092,-13.185422378715105
239,-199.53777019051142,200.56531703884704,172.56837317731635,94.9935389176494,11.810720398214837
240,-165.7276660554126,158.10353260160386,67.60926691680393,-69.6573942779438,-8.710521822728051
241,-189.68269526562278,220.7946264111968,67.39084359934724,-69.89795478284906,4.002187328133796
242,-99.36770565464838,219.20752599165522,-191.290587757114,-158.4692380884045,-62.56359485132133
243,-160.3578518163228,180.85522065355403,-324.19700011555153,-122.00066833428701,6.8818959830293664
244,-167.41923345036702,229.59414978221636,-39.43239089545915,-197.38453102461264,-39.25677452908489
245,-269.6920244021005,224.226654595835,-230.44085199092797,129.9851224433098,-24.9118888159352
246,-388.87598904274375,177.856478826436,-221.1878573550979,105.50690127583758,-26.49245700660907
247,-180.5116010409738,237.15163677344668,140.00872494701395,-51.35752776963521,-27.774489861956113
248,-446.9348654003732,177.96616782181675,77.66906370667654,-130.12928434880172,8.432741622457018
249,-226.9944002025327,210.77059778930368,-156.57110791968077,-65.57147922116903,-7.499379969499411
250,-130.81096695604734,-227.23466897252015,-50.301622722026714,16.39474358324237,-18.515884204711046
251,-221.48090229874586,175.9728621312174,-87.83992620970838,33.85511576438114,-7.716128752148523
252,-148.0786258564083,-237.2349920432785,119.70842524063545,99.56623492888166,11.367255198417757
253,-89.05986568027792,195.00908094437725,183.42601980407022,125.46480375518186,-15.58319298332528
254,-141.49062333483886,-182.88736909530988,-276.0613173205887,115.4517074462845,-28.621501572516653
255,-25.815959047862847,124.05116480439386,105.67458219783559,112.82415367220713,-67.70915198146228
256,-236.752374949395,-58.33345648068161,151.1105391961824,134.63141989013494,-12.533071688923036
257,167.24735529051839,-47.68211542548333,-297.79972796714816,135.0743760977279,-25.131964056812084
258,-308.6697849117464,147.90452688751398,-167.23420803339644,68.75572303916348,-46.20642473128657
259,-480.73117042032766,-24.751436957142545,175.9676999268187,-30.778962517851454,-1.9952177983052124
260,-131.7849176441901,191.31445592009524,-218.44498958936254,141.22304825050213,-182.11166370098871
261,-180.54711139433203,-36.09656939073615,-149.90818320382135,-64.65460775246109,-12.222674195885563
262,-106.9594467933761,144.39954649172302,-154.05888200952137,135.4721198552884,-8.633233126824289
263,-431.48335000950203,27.4047152897802,-228.04048446748303,77.23067905458296,123.13304615320772
264,-244.61233022149693,129.08877140149042,-186.81156837591692,144.52934390555316,-1.1476551216570634
265,-184.05110429472313,-294.3116609686358,-217.6284858790067,70.6998741473165,-1.8383286835851642
266,-266.9593223940343,183.50170695791917,101.64020728717327,37.61843887994336,-46.59338478717808
267,-119.62759249824623,-41.146011961476304,-308.3830279693425,-78.98116868051605,-36.47616677251288
268,-92.79010657518737,121.98852291627699,-272.4213379400745,149.49215760330472,46.00832723572093
269,-268.0900115656067,-4.39474336007599,-62.01705044370951,154.39799380770935,-0.7738066366188239
270,-220.50679225209248,162.51583953671616,88.21400855519816,48.74715076347243,5.052307703774556
