,Gamma = 0.95,Gamma = 0.975,Gamma = 0.99,Gamma = 0.995
90,114.0,319.0,293.0,132.0
91,231.0,418.0,284.0,212.0
92,276.0,381.0,146.0,149.0
93,234.0,289.0,238.0,84.0
94,105.0,305.0,438.0,110.0
95,220.0,281.0,102.0,263.0
96,178.0,196.0,159.0,136.0
97,176.0,199.0,392.0,65.0
98,199.0,176.0,104.0,84.0
99,174.0,107.0,251.0,88.0
100,200.0,153.0,147.0,73.0
101,172.0,352.0,157.0,114.0
102,196.0,129.0,128.0,60.0
103,146.0,346.0,273.0,54.0
104,259.0,166.0,503.0,51.0
105,198.0,389.0,462.0,83.0
106,189.0,167.0,116.0,162.0
107,132.0,180.0,102.0,54.0
108,174.0,109.0,159.0,53.0
109,232.0,126.0,148.0,54.0
110,210.0,93.0,105.0,97.0
111,131.0,229.0,281.0,81.0
112,182.0,385.0,140.0,70.0
113,191.0,148.0,240.0,103.0
114,219.0,197.0,140.0,63.0
115,134.0,195.0,185.0,72.0
116,216.0,1000.0,82.0,52.0
117,231.0,924.0,228.0,65.0
118,221.0,1000.0,441.0,236.0
119,219.0,168.0,236.0,185.0
120,231.0,531.0,172.0,243.0
121,237.0,739.0,194.0,49.0
122,129.0,1000.0,179.0,52.0
123,115.0,197.0,115.0,85.0
124,180.0,199.0,265.0,88.0
125,203.0,133.0,132.0,80.0
126,308.0,667.0,112.0,79.0
127,212.0,204.0,178.0,107.0
128,216.0,1000.0,370.0,192.0
129,223.0,1000.0,177.0,58.0
130,232.0,198.0,139.0,115.0
131,247.0,1000.0,165.0,109.0
132,247.0,199.0,135.0,69.0
133,224.0,165.0,198.0,269.0
134,270.0,176.0,112.0,57.0
135,200.0,303.0,166.0,155.0
136,247.0,846.0,348.0,104.0
137,298.0,177.0,108.0,97.0
138,206.0,175.0,149.0,72.0
139,224.0,305.0,109.0,105.0
140,266.0,184.0,170.0,100.0
141,287.0,751.0,127.0,160.0
142,312.0,692.0,240.0,220.0
143,113.0,169.0,314.0,61.0
144,322.0,132.0,243.0,168.0
145,266.0,176.0,134.0,195.0
146,264.0,154.0,428.0,104.0
147,283.0,162.0,236.0,162.0
148,277.0,212.0,182.0,322.0
149,221.0,280.0,122.0,81.0
150,199.0,133.0,173.0,150.0
151,178.0,203.0,295.0,255.0
152,209.0,903.0,219.0,103.0
153,244.0,760.0,326.0,80.0
154,276.0,194.0,220.0,61.0
155,191.0,771.0,123.0,96.0
156,204.0,739.0,146.0,91.0
157,158.0,675.0,306.0,163.0
158,168.0,746.0,328.0,188.0
159,191.0,290.0,225.0,89.0
160,189.0,184.0,459.0,91.0
161,260.0,281.0,162.0,99.0
162,200.0,221.0,434.0,136.0
163,242.0,225.0,212.0,251.0
164,250.0,767.0,301.0,172.0
165,245.0,282.0,242.0,199.0
166,243.0,674.0,323.0,202.0
167,193.0,816.0,144.0,116.0
168,195.0,411.0,191.0,137.0
169,199.0,176.0,292.0,144.0
170,187.0,621.0,214.0,132.0
171,205.0,369.0,249.0,95.0
172,228.0,448.0,318.0,113.0
173,167.0,229.0,332.0,127.0
174,180.0,290.0,154.0,117.0
175,187.0,300.0,198.0,155.0
176,172.0,167.0,198.0,106.0
177,168.0,676.0,355.0,128.0
178,222.0,231.0,363.0,91.0
179,195.0,380.0,361.0,88.0
180,298.0,615.0,322.0,255.0
181,153.0,224.0,360.0,251.0
182,199.0,328.0,391.0,182.0
183,182.0,590.0,332.0,117.0
184,172.0,741.0,407.0,98.0
185,210.0,686.0,341.0,144.0
186,198.0,433.0,362.0,130.0
187,181.0,371.0,194.0,118.0
188,173.0,687.0,433.0,167.0
189,172.0,265.0,587.0,219.0
190,239.0,498.0,587.0,90.0
191,174.0,978.0,561.0,141.0
192,174.0,645.0,136.0,125.0
193,307.0,861.0,727.0,168.0
194,353.0,129.0,168.0,142.0
195,372.0,455.0,297.0,122.0
196,357.0,411.0,739.0,102.0
197,222.0,541.0,440.0,74.0
198,159.0,480.0,592.0,122.0
199,233.0,394.0,737.0,143.0
200,199.0,412.0,649.0,305.0
201,144.0,437.0,655.0,67.0
202,120.0,819.0,1000.0,90.0
203,200.0,733.0,674.0,83.0
204,226.0,817.0,729.0,107.0
205,195.0,711.0,683.0,102.0
206,256.0,744.0,758.0,90.0
207,180.0,603.0,773.0,83.0
208,213.0,642.0,548.0,109.0
209,164.0,213.0,655.0,139.0
210,196.0,160.0,631.0,162.0
211,231.0,428.0,193.0,103.0
212,225.0,712.0,370.0,104.0
213,157.0,707.0,397.0,283.0
214,165.0,219.0,733.0,160.0
215,197.0,518.0,446.0,71.0
216,169.0,742.0,565.0,86.0
217,169.0,155.0,558.0,162.0
218,183.0,734.0,663.0,135.0
219,280.0,434.0,601.0,104.0
220,228.0,787.0,483.0,71.0
221,181.0,425.0,621.0,94.0
222,191.0,610.0,648.0,71.0
223,205.0,746.0,578.0,115.0
224,197.0,799.0,540.0,168.0
225,222.0,835.0,701.0,167.0
226,213.0,553.0,861.0,118.0
227,358.0,733.0,424.0,105.0
228,272.0,508.0,773.0,143.0
229,171.0,703.0,651.0,86.0
230,175.0,492.0,720.0,107.0
231,165.0,773.0,770.0,268.0
232,369.0,501.0,773.0,179.0
233,206.0,669.0,753.0,201.0
234,141.0,728.0,703.0,110.0
235,182.0,185.0,625.0,146.0
236,198.0,687.0,573.0,112.0
237,294.0,175.0,253.0,199.0
238,215.0,703.0,855.0,132.0
239,221.0,432.0,787.0,161.0
240,214.0,813.0,782.0,108.0
241,217.0,627.0,412.0,151.0
242,197.0,793.0,689.0,187.0
243,294.0,718.0,702.0,104.0
244,202.0,608.0,1000.0,248.0
245,250.0,756.0,877.0,109.0
246,190.0,768.0,939.0,106.0
247,207.0,567.0,774.0,168.0
248,229.0,733.0,952.0,171.0
249,224.0,556.0,860.0,116.0
250,175.0,373.0,983.0,113.0
251,205.0,665.0,1000.0,129.0
252,369.0,458.0,994.0,210.0
253,287.0,879.0,998.0,176.0
254,232.0,570.0,965.0,174.0
255,195.0,731.0,960.0,131.0
256,244.0,822.0,951.0,209.0
257,208.0,854.0,946.0,120.0
258,172.0,779.0,938.0,119.0
259,356.0,463.0,902.0,151.0
260,303.0,934.0,1000.0,308.0
261,217.0,542.0,918.0,249.0
262,189.0,813.0,856.0,268.0
263,202.0,498.0,902.0,251.0
264,224.0,538.0,907.0,280.0
265,278.0,549.0,1000.0,225.0
266,257.0,793.0,924.0,187.0
267,212.0,446.0,102.0,279.0
268,239.0,454.0,904.0,291.0
269,339.0,455.0,952.0,241.0
270,270.0,341.0,901.0,327.0
271,365.0,191.0,875.0,279.0
272,406.0,479.0,898.0,241.0
273,194.0,553.0,914.0,292.0
274,184.0,700.0,187.0,265.0
275,184.0,457.0,924.0,245.0
276,376.0,482.0,793.0,399.0
277,260.0,857.0,807.0,217.0
278,219.0,407.0,176.0,141.0
279,392.0,627.0,794.0,367.0
280,220.0,357.0,943.0,316.0
281,179.0,864.0,822.0,254.0
282,141.0,885.0,926.0,234.0
283,218.0,509.0,1000.0,286.0
284,222.0,780.0,552.0,164.0
285,316.0,370.0,783.0,176.0
286,245.0,430.0,102.0,283.0
287,315.0,704.0,985.0,131.0
288,179.0,1000.0,991.0,436.0
289,234.0,736.0,900.0,193.0
290,343.0,856.0,118.0,267.0
291,185.0,629.0,1000.0,150.0
292,190.0,694.0,1000.0,155.0
293,342.0,785.0,1000.0,252.0
294,365.0,1000.0,945.0,297.0
295,254.0,607.0,1000.0,243.0
296,284.0,839.0,962.0,278.0
297,230.0,814.0,1000.0,157.0
298,250.0,874.0,1000.0,319.0
299,248.0,860.0,844.0,148.0
300,317.0,915.0,947.0,277.0
301,386.0,752.0,968.0,252.0
302,305.0,929.0,1000.0,324.0
303,150.0,1000.0,1000.0,294.0
304,327.0,775.0,929.0,199.0
305,333.0,998.0,961.0,189.0
306,272.0,380.0,978.0,120.0
307,191.0,946.0,971.0,122.0
308,411.0,843.0,951.0,309.0
309,252.0,815.0,990.0,141.0
310,325.0,456.0,954.0,323.0
311,208.0,996.0,813.0,246.0
312,176.0,840.0,971.0,159.0
313,174.0,1000.0,979.0,232.0
314,198.0,327.0,916.0,130.0
315,347.0,1000.0,1000.0,201.0
316,171.0,559.0,946.0,252.0
317,293.0,886.0,857.0,141.0
318,257.0,848.0,960.0,138.0
319,266.0,914.0,956.0,249.0
320,293.0,997.0,973.0,140.0
321,260.0,1000.0,964.0,237.0
322,323.0,740.0,968.0,137.0
323,198.0,765.0,932.0,154.0
324,303.0,454.0,952.0,113.0
325,298.0,665.0,952.0,334.0
326,300.0,1000.0,949.0,181.0
327,228.0,813.0,1000.0,172.0
328,330.0,799.0,961.0,134.0
329,290.0,957.0,1000.0,293.0
330,206.0,850.0,953.0,121.0
331,438.0,1000.0,927.0,235.0
332,213.0,828.0,953.0,136.0
333,164.0,1000.0,952.0,138.0
334,173.0,699.0,934.0,117.0
335,237.0,868.0,937.0,387.0
336,492.0,435.0,949.0,147.0
337,192.0,478.0,952.0,578.0
338,220.0,1000.0,936.0,124.0
339,201.0,431.0,816.0,122.0
340,192.0,803.0,947.0,144.0
341,345.0,463.0,230.0,123.0
342,323.0,803.0,951.0,800.0
343,278.0,1000.0,965.0,179.0
344,346.0,1000.0,1000.0,167.0
345,422.0,792.0,967.0,239.0
346,190.0,864.0,100.0,186.0
347,414.0,853.0,964.0,369.0
348,168.0,753.0,986.0,227.0
349,171.0,995.0,948.0,144.0
350,435.0,956.0,941.0,124.0
351,219.0,996.0,116.0,389.0
352,209.0,1000.0,1000.0,115.0
353,366.0,1000.0,1000.0,186.0
354,436.0,752.0,952.0,155.0
355,216.0,844.0,991.0,199.0
356,326.0,1000.0,974.0,134.0
357,464.0,980.0,898.0,123.0
358,438.0,951.0,933.0,132.0
359,206.0,857.0,949.0,212.0
360,183.0,967.0,103.0,224.0
361,257.0,980.0,805.0,496.0
362,348.0,1000.0,125.0,212.0
363,172.0,1000.0,145.0,154.0
364,322.0,902.0,942.0,395.0
365,343.0,786.0,912.0,307.0
366,357.0,1000.0,1000.0,211.0
367,421.0,956.0,885.0,274.0
368,453.0,427.0,948.0,384.0
369,462.0,857.0,998.0,859.0
370,151.0,1000.0,213.0,452.0
371,295.0,967.0,1000.0,161.0
372,462.0,841.0,730.0,452.0
373,443.0,1000.0,874.0,368.0
374,262.0,1000.0,866.0,338.0
375,243.0,1000.0,933.0,200.0
376,223.0,1000.0,180.0,316.0
377,322.0,1000.0,978.0,256.0
378,201.0,979.0,1000.0,257.0
379,347.0,987.0,890.0,368.0
380,284.0,1000.0,976.0,393.0
381,254.0,1000.0,958.0,190.0
382,274.0,1000.0,932.0,214.0
383,450.0,1000.0,783.0,374.0
384,415.0,569.0,1000.0,155.0
385,230.0,872.0,1000.0,107.0
386,461.0,1000.0,1000.0,246.0
387,496.0,714.0,914.0,765.0
388,168.0,471.0,897.0,324.0
389,125.0,142.0,899.0,192.0
390,317.0,141.0,781.0,519.0
391,320.0,258.0,784.0,209.0
392,308.0,957.0,973.0,246.0
393,263.0,781.0,699.0,286.0
394,306.0,1000.0,1000.0,213.0
395,243.0,304.0,910.0,423.0
396,428.0,772.0,1000.0,267.0
397,508.0,841.0,968.0,182.0
398,300.0,806.0,982.0,192.0
399,301.0,843.0,852.0,379.0
400,486.0,884.0,927.0,223.0
401,180.0,1000.0,1000.0,226.0
402,165.0,60.0,948.0,361.0
403,194.0,900.0,951.0,231.0
404,103.0,892.0,918.0,205.0
405,138.0,871.0,1000.0,368.0
406,130.0,1000.0,933.0,434.0
407,610.0,851.0,894.0,213.0
408,160.0,1000.0,786.0,216.0
409,381.0,867.0,964.0,209.0
410,266.0,849.0,960.0,171.0
411,204.0,957.0,124.0,377.0
412,140.0,1000.0,921.0,221.0
413,268.0,920.0,917.0,580.0
414,235.0,904.0,930.0,260.0
415,359.0,985.0,1000.0,166.0
416,192.0,1000.0,916.0,337.0
417,182.0,1000.0,948.0,226.0
418,291.0,962.0,1000.0,188.0
419,137.0,1000.0,1000.0,197.0
420,171.0,991.0,842.0,333.0
421,436.0,110.0,935.0,114.0
422,187.0,1000.0,1000.0,219.0
423,211.0,1000.0,1000.0,318.0
424,190.0,1000.0,1000.0,203.0
425,154.0,1000.0,1000.0,794.0
426,331.0,971.0,1000.0,153.0
427,364.0,97.0,998.0,675.0
428,404.0,838.0,1000.0,403.0
429,310.0,987.0,1000.0,402.0
430,224.0,402.0,943.0,124.0
431,228.0,923.0,195.0,112.0
432,489.0,768.0,997.0,329.0
433,194.0,305.0,989.0,329.0
434,189.0,942.0,946.0,309.0
435,301.0,920.0,932.0,116.0
436,295.0,778.0,979.0,96.0
437,342.0,896.0,932.0,312.0
438,373.0,994.0,899.0,206.0
439,373.0,873.0,888.0,122.0
440,300.0,88.0,894.0,131.0
441,322.0,982.0,884.0,409.0
442,379.0,230.0,892.0,81.0
443,352.0,850.0,918.0,296.0
444,476.0,631.0,942.0,200.0
445,478.0,146.0,1000.0,141.0
446,243.0,886.0,930.0,140.0
447,573.0,894.0,1000.0,712.0
448,429.0,967.0,1000.0,181.0
449,436.0,1000.0,915.0,271.0
450,317.0,1000.0,1000.0,140.0
451,304.0,903.0,918.0,92.0
452,256.0,1000.0,985.0,378.0
453,425.0,930.0,924.0,104.0
454,242.0,1000.0,981.0,313.0
455,154.0,781.0,916.0,109.0
456,495.0,96.0,1000.0,143.0
457,291.0,1000.0,914.0,287.0
458,173.0,1000.0,837.0,388.0
459,507.0,1000.0,949.0,158.0
460,159.0,324.0,1000.0,207.0
461,182.0,1000.0,856.0,324.0
462,171.0,864.0,917.0,103.0
463,257.0,1000.0,891.0,192.0
464,159.0,91.0,885.0,277.0
465,188.0,371.0,1000.0,408.0
466,263.0,1000.0,944.0,421.0
467,246.0,371.0,1000.0,96.0
468,154.0,167.0,874.0,151.0
469,261.0,475.0,860.0,206.0
470,353.0,303.0,883.0,113.0
471,401.0,372.0,848.0,80.0
472,153.0,492.0,897.0,162.0
473,380.0,366.0,1000.0,110.0
474,436.0,1000.0,1000.0,109.0
475,211.0,544.0,841.0,270.0
476,337.0,91.0,917.0,97.0
477,253.0,186.0,936.0,116.0
478,178.0,1000.0,1000.0,154.0
479,317.0,122.0,1000.0,228.0
480,195.0,974.0,981.0,118.0
481,245.0,577.0,935.0,379.0
482,318.0,197.0,952.0,82.0
483,413.0,1000.0,912.0,323.0
484,400.0,1000.0,962.0,325.0
485,295.0,588.0,879.0,230.0
486,200.0,268.0,731.0,148.0
487,233.0,88.0,1000.0,213.0
488,202.0,267.0,935.0,107.0
489,149.0,918.0,1000.0,384.0
490,173.0,87.0,765.0,98.0
491,167.0,239.0,891.0,223.0
492,418.0,272.0,902.0,200.0
493,379.0,803.0,888.0,212.0
494,381.0,256.0,938.0,269.0
495,372.0,110.0,1000.0,245.0
496,214.0,290.0,966.0,292.0
497,187.0,119.0,974.0,111.0
498,394.0,1000.0,983.0,134.0
499,207.0,617.0,1000.0,228.0
500,164.0,178.0,910.0,112.0
