,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
119,61.0,77.0,119.0,241.0
120,66.0,65.0,208.0,208.0
121,88.0,69.0,247.0,266.0
122,84.0,56.0,174.0,231.0
123,63.0,86.0,110.0,253.0
124,53.0,83.0,366.0,186.0
125,89.0,61.0,308.0,295.0
126,74.0,74.0,418.0,213.0
127,79.0,55.0,241.0,363.0
128,63.0,75.0,297.0,280.0
129,60.0,89.0,202.0,349.0
130,56.0,72.0,118.0,337.0
131,60.0,95.0,106.0,232.0
132,61.0,91.0,134.0,360.0
133,86.0,68.0,131.0,296.0
134,52.0,59.0,346.0,251.0
135,73.0,63.0,241.0,332.0
136,81.0,76.0,135.0,207.0
137,73.0,94.0,197.0,245.0
138,77.0,68.0,113.0,141.0
139,87.0,85.0,346.0,234.0
140,78.0,63.0,349.0,295.0
141,80.0,63.0,291.0,319.0
142,72.0,70.0,327.0,278.0
143,63.0,64.0,408.0,237.0
144,135.0,63.0,307.0,340.0
145,72.0,82.0,431.0,219.0
146,61.0,69.0,487.0,315.0
147,61.0,65.0,337.0,201.0
148,78.0,65.0,581.0,307.0
149,55.0,72.0,580.0,220.0
150,59.0,74.0,492.0,241.0
151,67.0,53.0,438.0,246.0
152,64.0,66.0,450.0,289.0
153,56.0,89.0,458.0,216.0
154,60.0,88.0,419.0,160.0
155,67.0,71.0,150.0,259.0
156,63.0,57.0,530.0,354.0
157,82.0,55.0,418.0,313.0
158,84.0,94.0,492.0,309.0
159,75.0,93.0,471.0,238.0
160,86.0,54.0,536.0,274.0
161,76.0,67.0,206.0,181.0
162,53.0,59.0,397.0,321.0
163,83.0,68.0,428.0,252.0
164,65.0,96.0,453.0,264.0
165,69.0,58.0,537.0,265.0
166,80.0,81.0,446.0,346.0
167,81.0,129.0,554.0,214.0
168,62.0,68.0,533.0,331.0
169,56.0,53.0,1000.0,241.0
170,84.0,108.0,487.0,314.0
171,74.0,58.0,1000.0,309.0
172,53.0,84.0,355.0,236.0
173,84.0,59.0,277.0,320.0
174,63.0,57.0,249.0,212.0
175,66.0,90.0,290.0,339.0
176,52.0,58.0,1000.0,261.0
177,68.0,81.0,305.0,353.0
178,69.0,121.0,522.0,326.0
179,81.0,52.0,231.0,313.0
180,65.0,53.0,385.0,307.0
181,77.0,86.0,417.0,255.0
182,81.0,158.0,981.0,282.0
183,57.0,67.0,285.0,220.0
184,64.0,138.0,276.0,271.0
185,52.0,55.0,1000.0,258.0
186,70.0,137.0,1000.0,333.0
187,55.0,266.0,152.0,281.0
188,58.0,63.0,333.0,305.0
189,51.0,83.0,1000.0,177.0
190,83.0,115.0,253.0,225.0
191,86.0,136.0,377.0,214.0
192,61.0,60.0,631.0,238.0
193,54.0,80.0,141.0,260.0
194,80.0,65.0,341.0,255.0
195,54.0,67.0,159.0,225.0
196,67.0,74.0,286.0,300.0
197,64.0,83.0,307.0,367.0
198,77.0,69.0,284.0,348.0
199,67.0,116.0,361.0,340.0
200,71.0,92.0,762.0,294.0
201,56.0,102.0,198.0,404.0
202,70.0,82.0,1000.0,365.0
203,52.0,65.0,211.0,339.0
204,74.0,84.0,187.0,250.0
205,85.0,80.0,114.0,323.0
206,97.0,100.0,88.0,225.0
207,168.0,55.0,229.0,335.0
208,78.0,67.0,425.0,363.0
209,86.0,65.0,232.0,254.0
210,58.0,74.0,390.0,394.0
211,53.0,94.0,1000.0,321.0
212,56.0,84.0,1000.0,347.0
213,59.0,69.0,174.0,314.0
214,70.0,132.0,93.0,312.0
215,54.0,82.0,294.0,383.0
216,84.0,131.0,448.0,327.0
217,59.0,119.0,468.0,253.0
218,56.0,93.0,89.0,380.0
219,84.0,67.0,277.0,263.0
220,69.0,61.0,225.0,305.0
221,52.0,64.0,134.0,326.0
222,82.0,91.0,654.0,358.0
223,70.0,61.0,252.0,256.0
224,76.0,77.0,106.0,314.0
225,55.0,84.0,300.0,255.0
226,74.0,65.0,113.0,385.0
227,76.0,85.0,230.0,306.0
228,63.0,62.0,311.0,322.0
229,89.0,108.0,252.0,367.0
230,52.0,52.0,399.0,316.0
231,57.0,152.0,205.0,342.0
232,89.0,88.0,420.0,290.0
233,86.0,108.0,122.0,295.0
234,79.0,91.0,87.0,366.0
235,57.0,85.0,1000.0,285.0
236,72.0,65.0,142.0,353.0
237,87.0,110.0,106.0,254.0
238,83.0,90.0,95.0,365.0
239,59.0,114.0,288.0,388.0
240,75.0,60.0,147.0,307.0
241,56.0,94.0,158.0,351.0
242,58.0,129.0,299.0,370.0
243,77.0,132.0,95.0,361.0
244,75.0,60.0,196.0,392.0
245,69.0,88.0,260.0,305.0
246,85.0,93.0,95.0,400.0
247,87.0,116.0,205.0,256.0
248,70.0,69.0,161.0,348.0
249,58.0,66.0,205.0,257.0
250,75.0,103.0,194.0,344.0
251,71.0,68.0,156.0,233.0
252,80.0,70.0,158.0,296.0
253,62.0,71.0,281.0,196.0
254,60.0,71.0,142.0,323.0
255,65.0,112.0,204.0,177.0
256,61.0,89.0,97.0,285.0
257,76.0,116.0,128.0,425.0
258,84.0,85.0,697.0,348.0
259,81.0,139.0,387.0,349.0
260,62.0,107.0,212.0,329.0
261,92.0,110.0,190.0,308.0
262,64.0,127.0,194.0,337.0
263,81.0,89.0,136.0,435.0
264,158.0,117.0,180.0,267.0
265,96.0,71.0,263.0,320.0
266,53.0,78.0,433.0,316.0
267,81.0,88.0,293.0,426.0
268,56.0,101.0,232.0,349.0
269,73.0,80.0,186.0,402.0
270,58.0,253.0,187.0,326.0
271,76.0,123.0,88.0,352.0
272,77.0,179.0,257.0,323.0
273,144.0,109.0,192.0,524.0
274,79.0,82.0,182.0,369.0
275,60.0,97.0,167.0,399.0
276,59.0,81.0,186.0,400.0
277,86.0,92.0,127.0,350.0
278,64.0,192.0,130.0,227.0
279,81.0,212.0,162.0,277.0
280,58.0,76.0,127.0,409.0
281,67.0,89.0,117.0,363.0
282,59.0,79.0,123.0,334.0
283,71.0,90.0,148.0,314.0
284,73.0,364.0,171.0,325.0
285,51.0,66.0,141.0,303.0
286,68.0,103.0,144.0,330.0
287,148.0,216.0,169.0,339.0
288,69.0,120.0,132.0,407.0
289,88.0,74.0,89.0,361.0
290,63.0,71.0,175.0,392.0
291,54.0,90.0,174.0,358.0
292,84.0,243.0,262.0,358.0
293,61.0,124.0,100.0,380.0
294,51.0,64.0,190.0,282.0
295,78.0,86.0,103.0,271.0
296,76.0,168.0,125.0,397.0
297,101.0,103.0,206.0,352.0
298,127.0,92.0,226.0,322.0
299,151.0,67.0,525.0,365.0
300,84.0,92.0,264.0,354.0
301,75.0,122.0,108.0,322.0
302,61.0,102.0,105.0,383.0
303,59.0,88.0,98.0,368.0
304,51.0,233.0,249.0,252.0
305,63.0,102.0,206.0,401.0
306,163.0,69.0,284.0,410.0
307,57.0,87.0,1000.0,370.0
308,145.0,145.0,171.0,312.0
309,69.0,150.0,151.0,317.0
310,57.0,86.0,351.0,334.0
311,74.0,136.0,155.0,261.0
312,74.0,188.0,255.0,278.0
313,71.0,65.0,99.0,283.0
314,60.0,265.0,1000.0,377.0
315,54.0,95.0,399.0,354.0
316,58.0,111.0,94.0,367.0
317,54.0,58.0,466.0,425.0
318,66.0,141.0,227.0,425.0
319,89.0,104.0,239.0,351.0
320,85.0,242.0,102.0,412.0
321,62.0,158.0,94.0,391.0
322,87.0,106.0,293.0,414.0
323,181.0,126.0,128.0,363.0
324,78.0,140.0,90.0,338.0
325,102.0,185.0,171.0,346.0
326,279.0,186.0,128.0,382.0
327,167.0,111.0,268.0,368.0
328,128.0,123.0,291.0,408.0
329,65.0,90.0,181.0,317.0
330,80.0,207.0,110.0,350.0
331,87.0,95.0,351.0,367.0
332,54.0,153.0,207.0,403.0
333,66.0,90.0,114.0,364.0
334,70.0,104.0,82.0,405.0
335,62.0,125.0,279.0,302.0
336,61.0,131.0,290.0,390.0
337,78.0,72.0,448.0,387.0
338,220.0,95.0,78.0,374.0
339,141.0,192.0,714.0,424.0
340,67.0,113.0,303.0,349.0
341,443.0,205.0,361.0,435.0
342,90.0,97.0,99.0,358.0
343,70.0,139.0,221.0,427.0
344,71.0,213.0,355.0,374.0
345,65.0,89.0,67.0,306.0
346,137.0,209.0,80.0,397.0
347,95.0,139.0,132.0,332.0
348,91.0,96.0,460.0,437.0
349,53.0,104.0,255.0,315.0
350,74.0,199.0,242.0,347.0
351,61.0,108.0,187.0,399.0
352,497.0,98.0,80.0,411.0
353,233.0,126.0,503.0,387.0
354,75.0,106.0,247.0,362.0
355,183.0,91.0,594.0,374.0
356,73.0,203.0,135.0,409.0
357,90.0,208.0,572.0,335.0
358,67.0,212.0,168.0,377.0
359,145.0,129.0,203.0,389.0
360,93.0,111.0,191.0,400.0
361,201.0,221.0,106.0,245.0
362,195.0,152.0,69.0,377.0
363,91.0,172.0,86.0,421.0
364,95.0,105.0,75.0,413.0
365,71.0,130.0,305.0,436.0
366,85.0,181.0,239.0,424.0
367,210.0,150.0,133.0,423.0
368,91.0,196.0,104.0,426.0
369,244.0,101.0,63.0,429.0
370,81.0,105.0,106.0,439.0
371,63.0,99.0,158.0,420.0
372,80.0,89.0,102.0,429.0
373,180.0,207.0,69.0,400.0
374,69.0,91.0,516.0,428.0
375,74.0,100.0,387.0,449.0
376,72.0,100.0,129.0,435.0
377,76.0,116.0,63.0,456.0
378,105.0,143.0,225.0,358.0
379,288.0,90.0,56.0,459.0
380,91.0,116.0,242.0,333.0
381,327.0,100.0,53.0,444.0
382,85.0,157.0,175.0,461.0
383,96.0,192.0,136.0,462.0
384,105.0,95.0,61.0,471.0
385,117.0,87.0,66.0,466.0
386,81.0,127.0,94.0,464.0
387,198.0,97.0,74.0,460.0
388,101.0,113.0,91.0,467.0
389,95.0,96.0,318.0,473.0
390,118.0,88.0,217.0,475.0
391,102.0,170.0,390.0,464.0
392,323.0,131.0,277.0,419.0
393,154.0,93.0,337.0,471.0
394,77.0,96.0,98.0,478.0
395,156.0,101.0,273.0,475.0
396,94.0,86.0,94.0,468.0
397,214.0,98.0,126.0,457.0
398,339.0,100.0,349.0,466.0
399,66.0,124.0,69.0,466.0
400,95.0,116.0,225.0,456.0
401,111.0,99.0,184.0,468.0
402,93.0,90.0,119.0,478.0
403,96.0,189.0,92.0,476.0
404,67.0,81.0,147.0,452.0
405,94.0,137.0,53.0,457.0
406,101.0,86.0,210.0,466.0
407,114.0,66.0,61.0,465.0
408,188.0,101.0,1000.0,457.0
409,106.0,104.0,69.0,470.0
410,74.0,194.0,69.0,464.0
411,117.0,100.0,61.0,469.0
412,197.0,115.0,180.0,468.0
413,121.0,107.0,259.0,480.0
414,95.0,124.0,123.0,473.0
415,69.0,112.0,350.0,472.0
416,138.0,101.0,76.0,473.0
417,99.0,145.0,153.0,474.0
418,159.0,126.0,228.0,474.0
419,108.0,95.0,165.0,449.0
420,131.0,143.0,240.0,486.0
421,177.0,133.0,734.0,245.0
422,85.0,107.0,68.0,466.0
423,141.0,89.0,102.0,484.0
424,376.0,203.0,139.0,480.0
425,144.0,141.0,207.0,472.0
426,136.0,93.0,1000.0,480.0
427,70.0,90.0,128.0,470.0
428,240.0,91.0,128.0,477.0
429,79.0,125.0,149.0,485.0
430,330.0,121.0,81.0,483.0
431,71.0,104.0,1000.0,478.0
432,97.0,139.0,1000.0,472.0
433,83.0,113.0,150.0,486.0
434,95.0,91.0,228.0,203.0
435,63.0,80.0,93.0,489.0
436,83.0,117.0,222.0,487.0
437,84.0,98.0,87.0,351.0
438,177.0,80.0,127.0,484.0
439,186.0,91.0,1000.0,484.0
440,359.0,112.0,354.0,484.0
441,224.0,133.0,518.0,487.0
442,131.0,103.0,96.0,479.0
443,258.0,91.0,1000.0,496.0
444,387.0,131.0,513.0,495.0
445,103.0,132.0,511.0,493.0
446,104.0,117.0,90.0,483.0
447,89.0,149.0,238.0,482.0
448,426.0,128.0,255.0,148.0
449,105.0,99.0,479.0,500.0
450,179.0,99.0,567.0,473.0
451,102.0,134.0,508.0,353.0
452,96.0,90.0,673.0,487.0
453,113.0,134.0,916.0,509.0
454,118.0,111.0,1000.0,476.0
455,324.0,95.0,1000.0,310.0
456,390.0,115.0,723.0,506.0
457,311.0,94.0,603.0,510.0
458,397.0,116.0,1000.0,507.0
459,87.0,89.0,942.0,522.0
460,77.0,137.0,734.0,492.0
461,90.0,139.0,1000.0,515.0
462,67.0,130.0,1000.0,510.0
463,97.0,129.0,215.0,561.0
464,97.0,88.0,492.0,281.0
465,222.0,134.0,1000.0,299.0
466,99.0,147.0,674.0,499.0
467,87.0,138.0,54.0,527.0
468,98.0,59.0,483.0,494.0
469,97.0,89.0,84.0,262.0
470,135.0,116.0,690.0,497.0
471,179.0,136.0,736.0,486.0
472,151.0,83.0,98.0,509.0
473,137.0,114.0,86.0,518.0
474,123.0,82.0,247.0,430.0
475,118.0,166.0,680.0,505.0
476,100.0,96.0,723.0,515.0
477,115.0,92.0,577.0,529.0
478,148.0,138.0,113.0,503.0
479,111.0,125.0,76.0,523.0
480,137.0,88.0,52.0,509.0
481,262.0,112.0,799.0,529.0
482,165.0,106.0,544.0,508.0
483,314.0,88.0,690.0,551.0
484,92.0,122.0,77.0,483.0
485,436.0,90.0,776.0,492.0
486,79.0,94.0,884.0,505.0
487,287.0,103.0,60.0,514.0
488,346.0,92.0,132.0,479.0
489,327.0,235.0,750.0,489.0
490,524.0,122.0,337.0,496.0
491,136.0,114.0,151.0,505.0
492,128.0,137.0,190.0,482.0
493,148.0,286.0,60.0,515.0
494,141.0,128.0,254.0,520.0
495,100.0,91.0,225.0,508.0
496,287.0,87.0,199.0,441.0
497,143.0,90.0,70.0,517.0
498,132.0,158.0,172.0,517.0
499,129.0,85.0,262.0,495.0
500,117.0,91.0,1000.0,513.0
