,Buffer Size = 60000,Buffer Size = 80000,Buffer Size = 100000,Buffer Size = 120000
111,156.0,357.0,77.0,72.0
112,162.0,139.0,93.0,64.0
113,335.0,194.0,56.0,66.0
114,83.0,205.0,82.0,82.0
115,141.0,197.0,109.0,52.0
116,209.0,196.0,67.0,67.0
117,116.0,138.0,59.0,78.0
118,300.0,457.0,92.0,54.0
119,107.0,390.0,134.0,83.0
120,214.0,151.0,65.0,72.0
121,111.0,256.0,67.0,62.0
122,212.0,329.0,74.0,91.0
123,1000.0,317.0,80.0,62.0
124,336.0,342.0,77.0,73.0
125,370.0,281.0,87.0,68.0
126,308.0,268.0,69.0,55.0
127,343.0,240.0,94.0,78.0
128,391.0,202.0,89.0,73.0
129,359.0,246.0,109.0,81.0
130,389.0,159.0,83.0,72.0
131,350.0,253.0,67.0,51.0
132,273.0,201.0,81.0,52.0
133,295.0,303.0,77.0,55.0
134,1000.0,167.0,82.0,67.0
135,401.0,125.0,84.0,63.0
136,375.0,262.0,62.0,63.0
137,413.0,202.0,103.0,58.0
138,184.0,221.0,74.0,61.0
139,436.0,253.0,86.0,57.0
140,431.0,274.0,73.0,84.0
141,394.0,257.0,75.0,67.0
142,446.0,350.0,90.0,52.0
143,425.0,166.0,58.0,52.0
144,364.0,275.0,73.0,83.0
145,360.0,204.0,96.0,83.0
146,423.0,184.0,63.0,85.0
147,478.0,230.0,83.0,70.0
148,469.0,271.0,86.0,54.0
149,362.0,119.0,73.0,53.0
150,373.0,171.0,108.0,81.0
151,433.0,162.0,84.0,58.0
152,441.0,258.0,108.0,61.0
153,492.0,272.0,95.0,75.0
154,445.0,155.0,103.0,63.0
155,432.0,266.0,98.0,52.0
156,556.0,230.0,104.0,63.0
157,465.0,457.0,80.0,78.0
158,702.0,175.0,116.0,53.0
159,443.0,429.0,106.0,66.0
160,977.0,214.0,108.0,57.0
161,363.0,394.0,136.0,805.0
162,543.0,398.0,84.0,80.0
163,448.0,329.0,147.0,56.0
164,464.0,381.0,128.0,81.0
165,469.0,228.0,83.0,64.0
166,366.0,271.0,118.0,84.0
167,576.0,363.0,94.0,69.0
168,127.0,280.0,101.0,89.0
169,469.0,370.0,141.0,61.0
170,185.0,172.0,82.0,54.0
171,554.0,375.0,94.0,60.0
172,536.0,360.0,123.0,81.0
173,505.0,212.0,115.0,66.0
174,443.0,339.0,142.0,61.0
175,525.0,114.0,81.0,65.0
176,513.0,348.0,158.0,92.0
177,147.0,384.0,144.0,66.0
178,333.0,364.0,135.0,69.0
179,537.0,240.0,100.0,59.0
180,573.0,165.0,97.0,76.0
181,406.0,365.0,142.0,84.0
182,199.0,356.0,130.0,89.0
183,1000.0,374.0,133.0,84.0
184,623.0,391.0,120.0,76.0
185,321.0,117.0,80.0,84.0
186,530.0,373.0,106.0,70.0
187,190.0,288.0,89.0,61.0
188,427.0,426.0,108.0,65.0
189,447.0,371.0,94.0,74.0
190,267.0,127.0,108.0,64.0
191,804.0,317.0,90.0,68.0
192,272.0,387.0,152.0,58.0
193,701.0,465.0,103.0,56.0
194,598.0,434.0,111.0,80.0
195,548.0,79.0,110.0,85.0
196,203.0,116.0,114.0,67.0
197,551.0,440.0,76.0,61.0
198,451.0,427.0,121.0,90.0
199,541.0,264.0,82.0,63.0
200,776.0,472.0,118.0,76.0
201,851.0,491.0,110.0,85.0
202,457.0,464.0,54.0,68.0
203,522.0,471.0,82.0,61.0
204,474.0,323.0,123.0,64.0
205,503.0,96.0,86.0,71.0
206,712.0,503.0,103.0,87.0
207,562.0,491.0,101.0,54.0
208,555.0,437.0,141.0,60.0
209,547.0,365.0,68.0,89.0
210,581.0,478.0,91.0,84.0
211,743.0,394.0,82.0,80.0
212,638.0,415.0,91.0,63.0
213,702.0,511.0,92.0,85.0
214,543.0,126.0,125.0,69.0
215,596.0,482.0,102.0,60.0
216,562.0,371.0,97.0,78.0
217,622.0,522.0,94.0,78.0
218,645.0,513.0,98.0,55.0
219,622.0,630.0,145.0,90.0
220,529.0,293.0,97.0,73.0
221,963.0,410.0,85.0,71.0
222,1000.0,280.0,136.0,74.0
223,765.0,347.0,112.0,69.0
224,561.0,448.0,125.0,88.0
225,589.0,295.0,97.0,77.0
226,531.0,433.0,116.0,56.0
227,554.0,419.0,92.0,64.0
228,587.0,249.0,90.0,76.0
229,581.0,256.0,101.0,58.0
230,1000.0,272.0,129.0,86.0
231,829.0,391.0,146.0,70.0
232,718.0,424.0,105.0,64.0
233,501.0,438.0,122.0,91.0
234,652.0,390.0,104.0,89.0
235,662.0,451.0,107.0,91.0
236,612.0,341.0,141.0,53.0
237,628.0,253.0,136.0,85.0
238,814.0,371.0,104.0,80.0
239,603.0,613.0,105.0,57.0
240,627.0,226.0,98.0,88.0
241,824.0,328.0,114.0,67.0
242,621.0,358.0,149.0,53.0
243,749.0,381.0,110.0,59.0
244,740.0,425.0,152.0,80.0
245,630.0,510.0,159.0,73.0
246,638.0,351.0,119.0,54.0
247,780.0,454.0,127.0,80.0
248,718.0,312.0,133.0,54.0
249,792.0,330.0,146.0,82.0
250,694.0,414.0,128.0,56.0
251,623.0,366.0,104.0,75.0
252,880.0,420.0,110.0,67.0
253,678.0,440.0,153.0,68.0
254,736.0,441.0,90.0,87.0
255,504.0,438.0,126.0,71.0
256,824.0,473.0,200.0,55.0
257,285.0,488.0,118.0,54.0
258,354.0,502.0,133.0,52.0
259,315.0,462.0,134.0,72.0
260,267.0,481.0,107.0,74.0
261,395.0,492.0,151.0,53.0
262,236.0,251.0,140.0,84.0
263,651.0,463.0,121.0,50.0
264,470.0,463.0,143.0,62.0
265,335.0,437.0,145.0,58.0
266,121.0,416.0,106.0,76.0
267,709.0,433.0,131.0,65.0
268,717.0,297.0,153.0,55.0
269,983.0,485.0,146.0,52.0
270,74.0,922.0,149.0,90.0
271,231.0,485.0,95.0,74.0
272,256.0,473.0,144.0,71.0
273,648.0,492.0,117.0,85.0
274,906.0,472.0,160.0,59.0
275,752.0,465.0,81.0,54.0
276,668.0,481.0,92.0,66.0
277,315.0,489.0,167.0,82.0
278,652.0,532.0,158.0,62.0
279,610.0,492.0,154.0,91.0
280,746.0,463.0,145.0,61.0
281,974.0,487.0,159.0,79.0
282,1000.0,841.0,106.0,73.0
283,808.0,518.0,115.0,86.0
284,913.0,484.0,158.0,67.0
285,873.0,693.0,116.0,77.0
286,798.0,460.0,132.0,77.0
287,1000.0,509.0,138.0,96.0
288,831.0,498.0,128.0,61.0
289,701.0,485.0,114.0,82.0
290,903.0,464.0,148.0,67.0
291,1000.0,737.0,173.0,75.0
292,779.0,510.0,149.0,93.0
293,746.0,656.0,162.0,55.0
294,736.0,402.0,130.0,70.0
295,808.0,515.0,167.0,77.0
296,681.0,752.0,156.0,60.0
297,724.0,629.0,178.0,59.0
298,754.0,523.0,157.0,60.0
299,766.0,700.0,212.0,80.0
300,731.0,504.0,163.0,53.0
301,875.0,518.0,182.0,88.0
302,772.0,719.0,216.0,89.0
303,960.0,657.0,180.0,68.0
304,908.0,540.0,79.0,62.0
305,789.0,563.0,163.0,70.0
306,856.0,694.0,217.0,74.0
307,772.0,861.0,208.0,91.0
308,824.0,685.0,122.0,74.0
309,930.0,760.0,170.0,72.0
310,818.0,823.0,201.0,52.0
311,796.0,525.0,118.0,55.0
312,823.0,703.0,180.0,75.0
313,906.0,692.0,127.0,52.0
314,956.0,722.0,203.0,90.0
315,852.0,792.0,200.0,75.0
316,820.0,548.0,199.0,76.0
317,823.0,586.0,170.0,74.0
318,780.0,682.0,199.0,64.0
319,812.0,502.0,150.0,82.0
320,812.0,548.0,174.0,79.0
321,831.0,801.0,118.0,52.0
322,740.0,526.0,213.0,68.0
323,739.0,692.0,313.0,74.0
324,775.0,720.0,192.0,62.0
325,785.0,519.0,210.0,72.0
326,1000.0,903.0,214.0,56.0
327,789.0,663.0,214.0,65.0
328,837.0,655.0,204.0,60.0
329,718.0,516.0,85.0,88.0
330,724.0,656.0,210.0,56.0
331,787.0,701.0,145.0,53.0
332,784.0,148.0,150.0,55.0
333,712.0,519.0,209.0,75.0
334,708.0,658.0,212.0,73.0
335,695.0,467.0,179.0,58.0
336,962.0,545.0,91.0,56.0
337,846.0,498.0,188.0,63.0
338,763.0,479.0,104.0,77.0
339,731.0,663.0,245.0,57.0
340,722.0,539.0,117.0,76.0
341,761.0,554.0,68.0,68.0
342,785.0,581.0,139.0,64.0
343,762.0,566.0,103.0,63.0
344,946.0,613.0,164.0,57.0
345,744.0,589.0,207.0,54.0
346,824.0,779.0,221.0,66.0
347,131.0,680.0,226.0,86.0
348,689.0,544.0,233.0,73.0
349,667.0,540.0,107.0,90.0
350,760.0,564.0,120.0,63.0
351,655.0,603.0,126.0,78.0
352,707.0,534.0,132.0,56.0
353,748.0,632.0,190.0,85.0
354,729.0,219.0,198.0,86.0
355,834.0,674.0,110.0,55.0
356,189.0,495.0,205.0,53.0
357,722.0,770.0,172.0,54.0
358,832.0,546.0,161.0,89.0
359,804.0,800.0,216.0,74.0
360,263.0,666.0,96.0,85.0
361,723.0,244.0,186.0,77.0
362,708.0,727.0,176.0,58.0
363,751.0,728.0,220.0,60.0
364,783.0,360.0,86.0,73.0
365,785.0,722.0,215.0,59.0
366,941.0,307.0,207.0,59.0
367,780.0,644.0,138.0,76.0
368,670.0,767.0,157.0,85.0
369,779.0,737.0,222.0,73.0
370,1000.0,533.0,182.0,71.0
371,699.0,824.0,209.0,60.0
372,1000.0,198.0,225.0,77.0
373,819.0,794.0,126.0,67.0
374,749.0,735.0,85.0,63.0
375,684.0,781.0,216.0,71.0
376,682.0,832.0,110.0,96.0
377,730.0,272.0,232.0,75.0
378,127.0,192.0,109.0,91.0
379,710.0,907.0,102.0,74.0
380,766.0,792.0,83.0,52.0
381,758.0,1000.0,103.0,67.0
382,927.0,617.0,85.0,56.0
383,782.0,830.0,131.0,57.0
384,816.0,889.0,208.0,59.0
385,736.0,753.0,210.0,80.0
386,916.0,663.0,108.0,63.0
387,751.0,853.0,207.0,89.0
388,822.0,849.0,188.0,70.0
389,727.0,977.0,226.0,81.0
390,806.0,752.0,232.0,89.0
391,929.0,895.0,213.0,57.0
392,716.0,902.0,99.0,70.0
393,974.0,855.0,136.0,57.0
394,795.0,826.0,105.0,68.0
395,736.0,144.0,188.0,69.0
396,713.0,828.0,118.0,72.0
397,803.0,959.0,226.0,64.0
398,735.0,922.0,221.0,67.0
399,804.0,559.0,75.0,83.0
400,889.0,706.0,225.0,56.0
401,922.0,655.0,257.0,70.0
402,907.0,908.0,318.0,63.0
403,843.0,919.0,104.0,89.0
404,789.0,829.0,129.0,71.0
405,682.0,834.0,92.0,74.0
406,762.0,829.0,110.0,70.0
407,915.0,177.0,231.0,58.0
408,1000.0,421.0,109.0,84.0
409,813.0,823.0,226.0,54.0
410,729.0,853.0,175.0,63.0
411,750.0,859.0,219.0,87.0
412,843.0,699.0,101.0,67.0
413,655.0,866.0,107.0,53.0
414,1000.0,178.0,104.0,67.0
415,810.0,315.0,161.0,57.0
416,715.0,917.0,113.0,78.0
417,448.0,838.0,146.0,82.0
418,710.0,834.0,228.0,56.0
419,963.0,480.0,95.0,52.0
420,117.0,870.0,110.0,67.0
421,727.0,878.0,177.0,87.0
422,742.0,951.0,252.0,87.0
423,231.0,928.0,177.0,86.0
424,937.0,165.0,123.0,89.0
425,857.0,226.0,172.0,55.0
426,686.0,125.0,214.0,81.0
427,795.0,148.0,226.0,67.0
428,803.0,696.0,93.0,63.0
429,830.0,798.0,144.0,60.0
430,838.0,887.0,109.0,83.0
431,793.0,914.0,231.0,55.0
432,769.0,813.0,123.0,85.0
433,837.0,645.0,202.0,52.0
434,839.0,710.0,230.0,69.0
435,756.0,638.0,219.0,64.0
436,781.0,781.0,105.0,76.0
437,809.0,416.0,226.0,82.0
438,805.0,416.0,105.0,87.0
439,814.0,851.0,171.0,84.0
440,883.0,637.0,99.0,52.0
441,614.0,759.0,101.0,73.0
442,723.0,649.0,108.0,85.0
443,649.0,899.0,152.0,59.0
444,429.0,435.0,219.0,70.0
445,707.0,739.0,111.0,75.0
446,552.0,695.0,113.0,87.0
447,284.0,382.0,107.0,80.0
448,190.0,782.0,170.0,50.0
449,740.0,650.0,92.0,59.0
450,839.0,924.0,107.0,86.0
451,791.0,703.0,113.0,68.0
452,807.0,321.0,208.0,76.0
453,750.0,334.0,174.0,76.0
454,761.0,570.0,107.0,95.0
455,776.0,496.0,204.0,70.0
456,670.0,715.0,224.0,67.0
457,737.0,745.0,102.0,76.0
458,694.0,780.0,108.0,76.0
459,645.0,650.0,102.0,57.0
460,556.0,813.0,107.0,88.0
461,683.0,129.0,93.0,53.0
462,762.0,540.0,92.0,56.0
463,1000.0,160.0,117.0,88.0
464,536.0,308.0,163.0,55.0
465,627.0,665.0,101.0,69.0
466,588.0,722.0,127.0,74.0
467,835.0,584.0,234.0,65.0
468,185.0,914.0,195.0,80.0
469,792.0,656.0,108.0,91.0
470,725.0,707.0,243.0,59.0
471,585.0,762.0,234.0,92.0
472,326.0,105.0,243.0,74.0
473,161.0,262.0,93.0,58.0
474,560.0,732.0,225.0,70.0
475,933.0,565.0,93.0,60.0
476,670.0,613.0,112.0,66.0
477,691.0,649.0,129.0,78.0
478,798.0,226.0,151.0,81.0
479,266.0,509.0,122.0,63.0
480,876.0,533.0,147.0,81.0
481,737.0,306.0,56.0,94.0
482,680.0,401.0,229.0,77.0
483,901.0,535.0,112.0,61.0
484,631.0,535.0,225.0,90.0
485,667.0,628.0,185.0,78.0
486,709.0,899.0,94.0,54.0
487,931.0,626.0,275.0,83.0
488,860.0,228.0,120.0,63.0
489,337.0,511.0,63.0,56.0
490,657.0,609.0,125.0,66.0
491,665.0,583.0,112.0,51.0
492,567.0,585.0,95.0,59.0
493,631.0,704.0,92.0,79.0
494,583.0,628.0,252.0,83.0
495,1000.0,589.0,251.0,59.0
496,625.0,527.0,106.0,77.0
497,779.0,232.0,217.0,75.0
498,988.0,575.0,129.0,68.0
499,694.0,565.0,119.0,58.0
500,605.0,515.0,137.0,56.0
