,one 64 layer,one 128 layer,two 64 layer
81,108.0,930.0,598.0
82,120.0,182.0,785.0
83,183.0,546.0,629.0
84,159.0,576.0,574.0
85,392.0,460.0,465.0
86,252.0,559.0,583.0
87,275.0,501.0,516.0
88,278.0,550.0,538.0
89,270.0,551.0,659.0
90,142.0,440.0,610.0
91,401.0,481.0,742.0
92,165.0,504.0,367.0
93,175.0,675.0,581.0
94,442.0,123.0,579.0
95,337.0,110.0,574.0
96,175.0,1000.0,639.0
97,434.0,792.0,665.0
98,339.0,499.0,574.0
99,188.0,556.0,617.0
100,426.0,98.0,182.0
101,321.0,123.0,259.0
102,652.0,583.0,145.0
103,321.0,113.0,158.0
104,316.0,118.0,616.0
105,241.0,116.0,622.0
106,555.0,124.0,651.0
107,245.0,751.0,203.0
108,302.0,107.0,326.0
109,1000.0,570.0,133.0
110,1000.0,568.0,700.0
111,172.0,120.0,670.0
112,646.0,479.0,611.0
113,774.0,676.0,394.0
114,1000.0,93.0,319.0
115,1000.0,147.0,446.0
116,255.0,585.0,143.0
117,767.0,607.0,374.0
118,575.0,586.0,841.0
119,272.0,94.0,831.0
120,235.0,519.0,657.0
121,192.0,554.0,808.0
122,1000.0,345.0,896.0
123,470.0,118.0,124.0
124,419.0,101.0,871.0
125,273.0,545.0,919.0
126,414.0,103.0,337.0
127,402.0,581.0,544.0
128,521.0,148.0,207.0
129,303.0,230.0,1000.0
130,554.0,111.0,853.0
131,564.0,91.0,860.0
132,484.0,251.0,174.0
133,976.0,406.0,813.0
134,483.0,390.0,299.0
135,306.0,160.0,1000.0
136,707.0,477.0,176.0
137,1000.0,119.0,237.0
138,664.0,57.0,836.0
139,206.0,150.0,989.0
140,501.0,66.0,972.0
141,580.0,681.0,874.0
142,602.0,678.0,1000.0
143,570.0,173.0,1000.0
144,665.0,613.0,955.0
145,688.0,619.0,1000.0
146,391.0,693.0,1000.0
147,736.0,819.0,1000.0
148,556.0,129.0,919.0
149,1000.0,726.0,975.0
150,495.0,351.0,1000.0
151,458.0,199.0,882.0
152,895.0,168.0,162.0
153,1000.0,102.0,929.0
154,482.0,198.0,1000.0
155,516.0,618.0,1000.0
156,880.0,594.0,852.0
157,691.0,603.0,1000.0
158,266.0,364.0,331.0
159,463.0,200.0,1000.0
160,693.0,569.0,1000.0
161,440.0,608.0,862.0
162,490.0,94.0,322.0
163,646.0,583.0,915.0
164,480.0,727.0,1000.0
165,457.0,115.0,1000.0
166,574.0,590.0,915.0
167,598.0,551.0,324.0
168,1000.0,424.0,1000.0
169,444.0,596.0,743.0
170,520.0,113.0,1000.0
171,877.0,447.0,214.0
172,555.0,480.0,1000.0
173,477.0,659.0,229.0
174,808.0,991.0,986.0
175,537.0,398.0,134.0
176,496.0,288.0,494.0
177,556.0,588.0,1000.0
178,534.0,496.0,1000.0
179,675.0,767.0,206.0
180,587.0,1000.0,238.0
181,1000.0,616.0,1000.0
182,744.0,614.0,1000.0
183,636.0,191.0,747.0
184,1000.0,408.0,1000.0
185,621.0,694.0,979.0
186,669.0,901.0,1000.0
187,658.0,619.0,554.0
188,936.0,637.0,1000.0
189,1000.0,333.0,347.0
190,651.0,163.0,1000.0
191,871.0,177.0,882.0
192,654.0,792.0,331.0
193,776.0,704.0,1000.0
194,823.0,218.0,882.0
195,689.0,820.0,900.0
196,810.0,797.0,1000.0
197,682.0,774.0,999.0
198,717.0,1000.0,191.0
199,664.0,1000.0,1000.0
200,739.0,916.0,1000.0
201,563.0,717.0,1000.0
202,527.0,1000.0,1000.0
203,931.0,80.0,1000.0
204,1000.0,925.0,886.0
205,109.0,1000.0,1000.0
206,759.0,984.0,904.0
207,673.0,118.0,1000.0
208,1000.0,114.0,129.0
209,778.0,944.0,931.0
210,755.0,1000.0,140.0
211,1000.0,806.0,897.0
212,715.0,838.0,1000.0
213,232.0,1000.0,1000.0
214,489.0,691.0,1000.0
215,278.0,1000.0,1000.0
216,922.0,1000.0,868.0
217,654.0,192.0,1000.0
218,905.0,1000.0,208.0
219,762.0,1000.0,261.0
220,958.0,974.0,979.0
221,1000.0,335.0,1000.0
222,783.0,1000.0,831.0
223,1000.0,277.0,1000.0
224,926.0,1000.0,267.0
225,1000.0,701.0,891.0
226,1000.0,1000.0,811.0
227,108.0,230.0,1000.0
228,121.0,757.0,1000.0
229,1000.0,927.0,1000.0
230,1000.0,1000.0,1000.0
231,1000.0,803.0,1000.0
232,1000.0,341.0,872.0
233,807.0,1000.0,905.0
234,1000.0,858.0,1000.0
235,1000.0,956.0,1000.0
236,803.0,1000.0,284.0
237,733.0,1000.0,224.0
238,996.0,151.0,385.0
239,831.0,1000.0,282.0
240,1000.0,1000.0,974.0
241,702.0,1000.0,183.0
242,1000.0,958.0,408.0
243,942.0,1000.0,939.0
244,771.0,743.0,788.0
245,777.0,750.0,850.0
246,694.0,768.0,886.0
247,866.0,1000.0,1000.0
248,713.0,893.0,726.0
249,776.0,771.0,1000.0
250,889.0,1000.0,344.0
251,773.0,818.0,251.0
252,756.0,234.0,818.0
253,735.0,1000.0,528.0
254,637.0,1000.0,260.0
255,776.0,761.0,1000.0
256,750.0,757.0,674.0
257,770.0,786.0,1000.0
258,978.0,854.0,1000.0
259,293.0,414.0,1000.0
260,818.0,788.0,264.0
261,811.0,1000.0,1000.0
262,827.0,749.0,1000.0
263,592.0,693.0,994.0
264,662.0,722.0,328.0
265,819.0,702.0,406.0
266,778.0,884.0,114.0
267,732.0,736.0,549.0
268,736.0,109.0,1000.0
269,753.0,1000.0,844.0
270,564.0,690.0,328.0
271,123.0,704.0,772.0
272,550.0,779.0,1000.0
273,1000.0,682.0,638.0
274,516.0,705.0,168.0
275,765.0,1000.0,1000.0
276,702.0,1000.0,1000.0
277,784.0,1000.0,144.0
278,760.0,706.0,1000.0
279,777.0,813.0,856.0
280,657.0,1000.0,681.0
281,709.0,734.0,954.0
282,1000.0,1000.0,831.0
283,1000.0,261.0,208.0
284,837.0,410.0,129.0
285,656.0,450.0,434.0
286,636.0,436.0,164.0
287,676.0,430.0,454.0
288,706.0,431.0,330.0
289,543.0,1000.0,123.0
290,533.0,1000.0,287.0
291,536.0,385.0,125.0
292,766.0,1000.0,475.0
293,616.0,419.0,400.0
294,598.0,195.0,164.0
295,638.0,1000.0,184.0
296,580.0,1000.0,203.0
297,659.0,106.0,222.0
298,689.0,811.0,238.0
299,665.0,800.0,815.0
300,689.0,995.0,433.0
301,518.0,880.0,352.0
302,623.0,1000.0,582.0
303,510.0,1000.0,383.0
304,549.0,755.0,592.0
305,784.0,796.0,458.0
306,435.0,1000.0,688.0
307,108.0,840.0,323.0
308,535.0,788.0,877.0
309,458.0,974.0,364.0
310,269.0,957.0,803.0
311,438.0,1000.0,997.0
312,448.0,1000.0,777.0
313,767.0,1000.0,708.0
314,437.0,1000.0,719.0
315,575.0,245.0,727.0
316,815.0,1000.0,1000.0
317,349.0,1000.0,934.0
318,835.0,556.0,859.0
319,783.0,1000.0,327.0
320,606.0,1000.0,680.0
321,376.0,247.0,359.0
322,514.0,1000.0,760.0
323,362.0,210.0,770.0
324,418.0,862.0,1000.0
325,963.0,139.0,309.0
326,298.0,292.0,582.0
327,654.0,100.0,780.0
328,324.0,1000.0,375.0
329,325.0,241.0,103.0
330,710.0,925.0,730.0
331,322.0,174.0,566.0
332,316.0,220.0,835.0
333,315.0,150.0,218.0
334,573.0,180.0,856.0
335,962.0,167.0,679.0
336,403.0,792.0,667.0
337,498.0,212.0,666.0
338,501.0,121.0,763.0
339,644.0,443.0,1000.0
340,893.0,952.0,689.0
341,336.0,205.0,919.0
342,661.0,139.0,783.0
343,462.0,106.0,1000.0
344,1000.0,433.0,739.0
345,707.0,319.0,878.0
346,386.0,942.0,557.0
347,401.0,892.0,886.0
348,594.0,378.0,1000.0
349,660.0,454.0,815.0
350,177.0,357.0,818.0
351,342.0,252.0,669.0
352,645.0,912.0,584.0
353,407.0,858.0,206.0
354,1000.0,464.0,767.0
355,480.0,163.0,313.0
356,729.0,551.0,1000.0
357,719.0,195.0,1000.0
358,354.0,177.0,198.0
359,177.0,444.0,405.0
360,391.0,919.0,772.0
361,776.0,380.0,410.0
362,290.0,400.0,566.0
363,806.0,476.0,1000.0
364,490.0,834.0,1000.0
365,628.0,465.0,585.0
366,595.0,377.0,772.0
367,386.0,421.0,902.0
368,467.0,931.0,791.0
369,596.0,955.0,709.0
370,309.0,148.0,203.0
371,552.0,896.0,503.0
372,614.0,1000.0,233.0
373,378.0,349.0,619.0
374,390.0,843.0,641.0
375,367.0,200.0,154.0
376,387.0,500.0,515.0
377,493.0,193.0,1000.0
378,915.0,985.0,798.0
379,429.0,1000.0,80.0
380,461.0,928.0,592.0
381,462.0,1000.0,339.0
382,474.0,1000.0,158.0
383,752.0,1000.0,474.0
384,484.0,120.0,672.0
385,348.0,224.0,139.0
386,444.0,164.0,920.0
387,279.0,180.0,1000.0
388,413.0,242.0,194.0
389,502.0,245.0,793.0
390,341.0,1000.0,1000.0
391,1000.0,280.0,676.0
392,483.0,1000.0,906.0
393,483.0,960.0,756.0
394,833.0,85.0,1000.0
395,722.0,133.0,1000.0
396,342.0,1000.0,823.0
397,335.0,1000.0,576.0
398,471.0,146.0,1000.0
399,692.0,61.0,1000.0
400,159.0,100.0,856.0
401,819.0,80.0,1000.0
402,721.0,67.0,1000.0
403,361.0,106.0,922.0
404,667.0,99.0,1000.0
405,487.0,323.0,1000.0
406,567.0,820.0,1000.0
407,329.0,121.0,732.0
408,460.0,859.0,1000.0
409,437.0,109.0,1000.0
410,557.0,246.0,850.0
411,519.0,106.0,783.0
412,474.0,191.0,1000.0
413,471.0,833.0,569.0
414,303.0,1000.0,1000.0
415,707.0,972.0,419.0
416,446.0,1000.0,431.0
417,421.0,388.0,212.0
418,410.0,1000.0,187.0
419,552.0,112.0,187.0
420,333.0,950.0,449.0
421,326.0,93.0,1000.0
422,290.0,825.0,159.0
423,363.0,385.0,883.0
424,125.0,147.0,810.0
425,396.0,297.0,1000.0
426,355.0,255.0,1000.0
427,264.0,1000.0,966.0
428,326.0,391.0,94.0
429,389.0,141.0,779.0
430,434.0,1000.0,865.0
431,285.0,926.0,922.0
432,421.0,427.0,98.0
433,345.0,226.0,125.0
434,248.0,946.0,899.0
435,346.0,413.0,412.0
436,399.0,1000.0,1000.0
437,326.0,465.0,1000.0
438,276.0,347.0,414.0
439,1000.0,469.0,131.0
440,759.0,237.0,864.0
441,711.0,282.0,658.0
442,630.0,390.0,1000.0
443,440.0,106.0,1000.0
444,438.0,407.0,466.0
445,94.0,448.0,484.0
446,453.0,1000.0,613.0
447,478.0,983.0,570.0
448,626.0,311.0,587.0
449,389.0,423.0,573.0
450,377.0,448.0,1000.0
451,468.0,995.0,1000.0
452,366.0,1000.0,616.0
453,550.0,870.0,445.0
454,685.0,436.0,1000.0
455,313.0,270.0,548.0
456,454.0,204.0,916.0
457,381.0,234.0,911.0
458,632.0,824.0,799.0
459,520.0,288.0,631.0
460,636.0,201.0,430.0
461,732.0,236.0,733.0
462,541.0,211.0,596.0
463,847.0,1000.0,437.0
464,824.0,242.0,801.0
465,523.0,1000.0,863.0
466,790.0,1000.0,479.0
467,908.0,362.0,440.0
468,530.0,422.0,597.0
469,429.0,193.0,979.0
470,304.0,167.0,725.0
471,440.0,218.0,537.0
472,310.0,192.0,1000.0
473,213.0,1000.0,173.0
474,243.0,155.0,257.0
475,260.0,247.0,879.0
476,363.0,149.0,95.0
477,198.0,413.0,325.0
478,292.0,364.0,287.0
479,335.0,332.0,664.0
480,440.0,437.0,713.0
481,240.0,308.0,113.0
482,201.0,334.0,369.0
483,282.0,409.0,829.0
484,338.0,892.0,325.0
485,271.0,314.0,1000.0
486,485.0,970.0,1000.0
487,293.0,939.0,849.0
488,284.0,388.0,712.0
489,552.0,531.0,522.0
490,307.0,338.0,89.0
491,358.0,405.0,1000.0
492,282.0,354.0,861.0
493,570.0,335.0,617.0
494,427.0,1000.0,868.0
495,412.0,1000.0,1000.0
496,485.0,105.0,1000.0
497,94.0,365.0,89.0
498,131.0,186.0,454.0
499,363.0,248.0,599.0
500,506.0,306.0,1000.0
