,Gamma = 0.95,Gamma = 0.975,Gamma = 0.99,Gamma = 0.995
59,535.0,118.0,126.0,304.0
60,120.0,87.0,124.0,143.0
61,91.0,88.0,439.0,85.0
62,100.0,67.0,365.0,278.0
63,115.0,112.0,495.0,85.0
64,175.0,155.0,639.0,91.0
65,290.0,133.0,542.0,71.0
66,167.0,75.0,204.0,86.0
67,564.0,64.0,952.0,233.0
68,287.0,547.0,329.0,57.0
69,408.0,82.0,234.0,80.0
70,324.0,129.0,185.0,88.0
71,292.0,117.0,239.0,267.0
72,106.0,124.0,132.0,200.0
73,132.0,124.0,155.0,252.0
74,392.0,136.0,179.0,297.0
75,128.0,122.0,198.0,59.0
76,159.0,67.0,131.0,177.0
77,129.0,64.0,224.0,144.0
78,149.0,82.0,189.0,151.0
79,170.0,80.0,171.0,154.0
80,94.0,70.0,173.0,70.0
81,122.0,86.0,143.0,182.0
82,154.0,54.0,318.0,206.0
83,137.0,85.0,124.0,267.0
84,138.0,56.0,308.0,178.0
85,170.0,53.0,198.0,92.0
86,315.0,61.0,383.0,168.0
87,275.0,83.0,147.0,185.0
88,212.0,64.0,158.0,244.0
89,230.0,55.0,391.0,148.0
90,393.0,77.0,262.0,278.0
91,560.0,51.0,313.0,114.0
92,329.0,63.0,142.0,250.0
93,109.0,57.0,136.0,147.0
94,71.0,54.0,335.0,86.0
95,145.0,87.0,156.0,86.0
96,182.0,73.0,105.0,171.0
97,165.0,62.0,191.0,100.0
98,100.0,70.0,136.0,84.0
99,91.0,58.0,220.0,93.0
100,107.0,55.0,294.0,147.0
101,88.0,55.0,144.0,216.0
102,99.0,54.0,140.0,139.0
103,96.0,58.0,110.0,182.0
104,82.0,102.0,135.0,177.0
105,85.0,80.0,133.0,152.0
106,89.0,56.0,129.0,183.0
107,136.0,86.0,88.0,215.0
108,119.0,68.0,327.0,177.0
109,99.0,77.0,219.0,179.0
110,88.0,69.0,170.0,178.0
111,118.0,79.0,374.0,90.0
112,88.0,82.0,212.0,192.0
113,166.0,75.0,115.0,204.0
114,136.0,56.0,343.0,199.0
115,88.0,72.0,197.0,159.0
116,135.0,53.0,285.0,223.0
117,102.0,136.0,527.0,131.0
118,337.0,175.0,131.0,220.0
119,184.0,80.0,192.0,230.0
120,254.0,66.0,215.0,452.0
121,117.0,91.0,172.0,790.0
122,258.0,52.0,425.0,591.0
123,79.0,81.0,440.0,124.0
124,102.0,58.0,122.0,462.0
125,118.0,54.0,213.0,193.0
126,123.0,53.0,145.0,118.0
127,464.0,63.0,221.0,416.0
128,237.0,88.0,522.0,574.0
129,140.0,72.0,173.0,592.0
130,290.0,73.0,263.0,704.0
131,99.0,170.0,275.0,448.0
132,86.0,85.0,500.0,472.0
133,87.0,63.0,204.0,126.0
134,303.0,61.0,267.0,637.0
135,114.0,57.0,214.0,106.0
136,124.0,59.0,583.0,380.0
137,94.0,78.0,557.0,485.0
138,431.0,64.0,591.0,443.0
139,109.0,172.0,351.0,608.0
140,109.0,101.0,381.0,497.0
141,153.0,65.0,242.0,425.0
142,164.0,73.0,223.0,261.0
143,172.0,63.0,365.0,429.0
144,84.0,83.0,509.0,445.0
145,108.0,65.0,152.0,658.0
146,311.0,82.0,327.0,470.0
147,188.0,77.0,382.0,474.0
148,233.0,59.0,178.0,592.0
149,166.0,89.0,222.0,511.0
150,299.0,79.0,319.0,466.0
151,95.0,78.0,422.0,514.0
152,63.0,87.0,156.0,461.0
153,52.0,91.0,193.0,342.0
154,70.0,63.0,392.0,525.0
155,135.0,81.0,358.0,307.0
156,84.0,92.0,333.0,223.0
157,83.0,63.0,200.0,500.0
158,108.0,79.0,408.0,506.0
159,104.0,113.0,391.0,261.0
160,77.0,73.0,368.0,246.0
161,101.0,89.0,107.0,273.0
162,83.0,111.0,434.0,460.0
163,92.0,72.0,398.0,114.0
164,116.0,102.0,199.0,576.0
165,86.0,108.0,384.0,296.0
166,371.0,57.0,442.0,554.0
167,76.0,107.0,283.0,318.0
168,56.0,74.0,301.0,307.0
169,106.0,83.0,237.0,597.0
170,79.0,116.0,348.0,301.0
171,105.0,68.0,378.0,596.0
172,121.0,120.0,304.0,710.0
173,107.0,142.0,515.0,754.0
174,96.0,96.0,617.0,669.0
175,133.0,86.0,373.0,627.0
176,74.0,106.0,425.0,347.0
177,94.0,109.0,422.0,490.0
178,60.0,108.0,419.0,255.0
179,94.0,133.0,311.0,73.0
180,89.0,98.0,444.0,726.0
181,194.0,104.0,447.0,514.0
182,240.0,98.0,235.0,156.0
183,77.0,106.0,223.0,753.0
184,143.0,102.0,445.0,198.0
185,108.0,99.0,302.0,269.0
186,275.0,102.0,397.0,658.0
187,75.0,91.0,284.0,239.0
188,65.0,88.0,372.0,504.0
189,66.0,171.0,280.0,281.0
190,217.0,96.0,486.0,650.0
191,67.0,118.0,326.0,649.0
192,54.0,133.0,461.0,797.0
193,73.0,100.0,295.0,153.0
194,226.0,105.0,187.0,627.0
195,132.0,134.0,336.0,78.0
196,106.0,108.0,297.0,691.0
197,52.0,88.0,241.0,161.0
198,61.0,94.0,483.0,653.0
199,216.0,128.0,306.0,239.0
200,110.0,359.0,212.0,558.0
201,88.0,173.0,222.0,710.0
202,75.0,114.0,347.0,201.0
203,81.0,85.0,289.0,490.0
204,96.0,93.0,409.0,363.0
205,75.0,166.0,779.0,129.0
206,99.0,162.0,113.0,607.0
207,119.0,150.0,176.0,330.0
208,162.0,311.0,253.0,73.0
209,98.0,125.0,245.0,398.0
210,86.0,196.0,518.0,493.0
211,123.0,184.0,500.0,365.0
212,320.0,84.0,316.0,115.0
213,102.0,147.0,211.0,959.0
214,75.0,159.0,186.0,698.0
215,68.0,73.0,187.0,298.0
216,96.0,273.0,90.0,271.0
217,138.0,100.0,157.0,287.0
218,102.0,126.0,90.0,105.0
219,67.0,123.0,230.0,245.0
220,75.0,159.0,90.0,309.0
221,80.0,79.0,100.0,200.0
222,91.0,203.0,583.0,170.0
223,79.0,279.0,363.0,135.0
224,79.0,81.0,320.0,411.0
225,56.0,194.0,183.0,224.0
226,148.0,103.0,394.0,703.0
227,81.0,100.0,332.0,652.0
228,107.0,189.0,213.0,151.0
229,109.0,96.0,551.0,267.0
230,78.0,77.0,204.0,765.0
231,104.0,139.0,546.0,109.0
232,56.0,213.0,754.0,274.0
233,100.0,123.0,206.0,282.0
234,93.0,117.0,176.0,99.0
235,116.0,265.0,95.0,94.0
236,117.0,178.0,111.0,178.0
237,71.0,210.0,333.0,610.0
238,88.0,131.0,129.0,200.0
239,82.0,87.0,172.0,174.0
240,271.0,83.0,349.0,104.0
241,67.0,99.0,200.0,207.0
242,81.0,77.0,487.0,653.0
243,62.0,72.0,301.0,415.0
244,97.0,344.0,410.0,137.0
245,53.0,68.0,118.0,79.0
246,111.0,89.0,1000.0,289.0
247,99.0,147.0,277.0,768.0
248,144.0,336.0,208.0,734.0
249,122.0,69.0,279.0,198.0
250,81.0,171.0,256.0,804.0
251,87.0,88.0,162.0,167.0
252,63.0,124.0,151.0,689.0
253,86.0,105.0,97.0,683.0
254,83.0,153.0,97.0,94.0
255,115.0,157.0,172.0,825.0
256,97.0,255.0,173.0,625.0
257,181.0,67.0,418.0,111.0
258,154.0,62.0,634.0,564.0
259,100.0,60.0,301.0,137.0
260,169.0,131.0,149.0,74.0
261,54.0,72.0,128.0,645.0
262,71.0,156.0,101.0,664.0
263,84.0,137.0,118.0,72.0
264,118.0,149.0,167.0,322.0
265,123.0,201.0,169.0,424.0
266,155.0,145.0,1000.0,631.0
267,115.0,110.0,113.0,138.0
268,108.0,109.0,232.0,344.0
269,288.0,144.0,459.0,686.0
270,133.0,74.0,216.0,708.0
271,102.0,73.0,702.0,145.0
272,114.0,84.0,159.0,93.0
273,78.0,60.0,150.0,563.0
274,189.0,239.0,159.0,668.0
275,84.0,100.0,305.0,348.0
276,115.0,178.0,251.0,655.0
277,168.0,157.0,239.0,674.0
278,87.0,129.0,155.0,689.0
279,81.0,73.0,155.0,655.0
280,163.0,60.0,157.0,590.0
281,235.0,195.0,111.0,681.0
282,97.0,69.0,312.0,610.0
283,105.0,334.0,200.0,736.0
284,90.0,126.0,764.0,742.0
285,84.0,154.0,194.0,672.0
286,170.0,170.0,171.0,791.0
287,171.0,117.0,168.0,693.0
288,118.0,132.0,156.0,804.0
289,341.0,81.0,297.0,684.0
290,158.0,509.0,257.0,684.0
291,238.0,117.0,172.0,822.0
292,265.0,94.0,337.0,791.0
293,190.0,209.0,387.0,808.0
294,109.0,209.0,94.0,774.0
295,134.0,248.0,612.0,760.0
296,162.0,191.0,626.0,833.0
297,91.0,267.0,186.0,829.0
298,81.0,188.0,178.0,177.0
299,112.0,327.0,469.0,642.0
300,246.0,163.0,106.0,496.0
301,126.0,179.0,151.0,809.0
302,256.0,142.0,178.0,836.0
303,237.0,190.0,176.0,869.0
304,230.0,250.0,145.0,812.0
305,208.0,117.0,419.0,919.0
306,208.0,214.0,111.0,769.0
307,89.0,106.0,236.0,919.0
308,75.0,159.0,156.0,210.0
309,144.0,92.0,603.0,791.0
310,130.0,293.0,296.0,707.0
311,462.0,91.0,242.0,863.0
312,118.0,251.0,163.0,920.0
313,369.0,133.0,153.0,887.0
314,93.0,213.0,318.0,962.0
315,194.0,244.0,361.0,1000.0
316,135.0,84.0,364.0,818.0
317,72.0,180.0,329.0,951.0
318,129.0,86.0,147.0,146.0
319,83.0,233.0,241.0,787.0
320,373.0,78.0,167.0,856.0
321,254.0,91.0,145.0,933.0
322,113.0,95.0,370.0,925.0
323,426.0,88.0,226.0,925.0
324,252.0,114.0,343.0,881.0
325,85.0,96.0,492.0,910.0
326,179.0,85.0,495.0,780.0
327,335.0,77.0,81.0,764.0
328,302.0,122.0,155.0,797.0
329,111.0,200.0,245.0,717.0
330,400.0,95.0,461.0,1000.0
331,131.0,135.0,590.0,835.0
332,138.0,111.0,231.0,816.0
333,144.0,122.0,179.0,897.0
334,368.0,84.0,144.0,733.0
335,162.0,88.0,164.0,836.0
336,542.0,302.0,436.0,135.0
337,308.0,80.0,547.0,593.0
338,294.0,111.0,424.0,690.0
339,366.0,87.0,225.0,126.0
340,349.0,322.0,177.0,132.0
341,118.0,88.0,225.0,216.0
342,93.0,167.0,254.0,121.0
343,241.0,137.0,535.0,750.0
344,249.0,84.0,411.0,1000.0
345,110.0,163.0,386.0,859.0
346,360.0,93.0,532.0,129.0
347,169.0,363.0,205.0,158.0
348,106.0,60.0,345.0,140.0
349,443.0,76.0,266.0,462.0
350,410.0,150.0,474.0,151.0
351,82.0,77.0,182.0,130.0
352,153.0,332.0,431.0,154.0
353,169.0,86.0,185.0,325.0
354,123.0,55.0,626.0,169.0
355,174.0,364.0,672.0,431.0
356,174.0,74.0,365.0,482.0
357,212.0,93.0,207.0,962.0
358,123.0,388.0,599.0,156.0
359,344.0,60.0,237.0,156.0
360,222.0,54.0,338.0,396.0
361,464.0,179.0,351.0,485.0
362,227.0,69.0,179.0,139.0
363,99.0,103.0,460.0,774.0
364,461.0,83.0,180.0,151.0
365,223.0,86.0,427.0,135.0
366,178.0,81.0,395.0,136.0
367,72.0,77.0,333.0,769.0
368,76.0,81.0,443.0,536.0
369,96.0,240.0,449.0,887.0
370,96.0,135.0,482.0,403.0
371,230.0,118.0,191.0,138.0
372,247.0,109.0,250.0,866.0
373,294.0,409.0,457.0,746.0
374,154.0,53.0,578.0,410.0
375,285.0,87.0,180.0,133.0
376,110.0,125.0,304.0,655.0
377,287.0,183.0,360.0,130.0
378,152.0,152.0,198.0,394.0
379,147.0,209.0,1000.0,826.0
380,144.0,213.0,190.0,808.0
381,105.0,102.0,525.0,737.0
382,141.0,205.0,386.0,845.0
383,148.0,422.0,563.0,787.0
384,91.0,83.0,483.0,876.0
385,150.0,104.0,518.0,779.0
386,145.0,150.0,199.0,1000.0
387,190.0,68.0,58.0,716.0
388,151.0,109.0,493.0,911.0
389,150.0,86.0,420.0,862.0
390,154.0,62.0,236.0,1000.0
391,83.0,158.0,555.0,756.0
392,94.0,78.0,179.0,140.0
393,95.0,80.0,710.0,871.0
394,131.0,162.0,500.0,750.0
395,133.0,144.0,595.0,1000.0
396,94.0,55.0,504.0,834.0
397,178.0,84.0,575.0,916.0
398,85.0,57.0,289.0,792.0
399,141.0,90.0,403.0,776.0
400,114.0,79.0,614.0,802.0
401,197.0,63.0,534.0,864.0
402,173.0,89.0,383.0,712.0
403,88.0,90.0,456.0,843.0
404,106.0,194.0,1000.0,745.0
405,105.0,55.0,708.0,150.0
406,153.0,61.0,631.0,1000.0
407,86.0,86.0,706.0,666.0
408,156.0,138.0,456.0,949.0
409,381.0,139.0,844.0,846.0
410,99.0,92.0,1000.0,738.0
411,120.0,62.0,220.0,1000.0
412,83.0,93.0,604.0,692.0
413,161.0,59.0,393.0,787.0
414,131.0,156.0,620.0,756.0
415,172.0,136.0,721.0,755.0
416,153.0,67.0,1000.0,781.0
417,95.0,65.0,483.0,154.0
418,166.0,102.0,633.0,138.0
419,101.0,124.0,530.0,911.0
420,87.0,92.0,771.0,808.0
421,89.0,87.0,725.0,1000.0
422,271.0,62.0,621.0,787.0
423,94.0,84.0,508.0,744.0
424,291.0,95.0,718.0,808.0
425,91.0,140.0,1000.0,111.0
426,109.0,71.0,628.0,790.0
427,80.0,186.0,1000.0,942.0
428,154.0,82.0,1000.0,913.0
429,98.0,85.0,1000.0,617.0
430,209.0,105.0,945.0,1000.0
431,149.0,77.0,1000.0,833.0
432,158.0,111.0,885.0,1000.0
433,118.0,144.0,723.0,555.0
434,396.0,132.0,586.0,869.0
435,336.0,76.0,905.0,946.0
436,86.0,111.0,548.0,802.0
437,160.0,85.0,933.0,1000.0
438,141.0,129.0,589.0,814.0
439,164.0,95.0,1000.0,649.0
440,89.0,72.0,702.0,762.0
441,190.0,82.0,686.0,1000.0
442,111.0,82.0,525.0,706.0
443,283.0,113.0,546.0,766.0
444,182.0,70.0,640.0,718.0
445,229.0,62.0,976.0,731.0
446,158.0,75.0,927.0,762.0
447,97.0,97.0,921.0,785.0
448,93.0,105.0,897.0,722.0
449,84.0,81.0,858.0,111.0
450,155.0,78.0,931.0,786.0
451,175.0,113.0,910.0,731.0
452,103.0,110.0,883.0,680.0
453,180.0,91.0,945.0,656.0
454,377.0,90.0,733.0,759.0
455,104.0,72.0,903.0,783.0
456,108.0,90.0,810.0,756.0
457,243.0,157.0,1000.0,590.0
458,96.0,89.0,916.0,662.0
459,93.0,93.0,843.0,785.0
460,173.0,97.0,171.0,82.0
461,97.0,130.0,973.0,838.0
462,311.0,124.0,823.0,1000.0
463,165.0,124.0,246.0,845.0
464,393.0,110.0,800.0,652.0
465,94.0,144.0,793.0,728.0
466,85.0,105.0,1000.0,168.0
467,141.0,74.0,813.0,1000.0
468,93.0,78.0,291.0,657.0
469,94.0,107.0,997.0,715.0
470,246.0,120.0,1000.0,645.0
471,83.0,70.0,1000.0,1000.0
472,89.0,86.0,716.0,649.0
473,160.0,69.0,711.0,331.0
474,80.0,100.0,813.0,300.0
475,84.0,252.0,815.0,1000.0
476,97.0,245.0,904.0,251.0
477,97.0,100.0,932.0,1000.0
478,164.0,113.0,1000.0,1000.0
479,220.0,116.0,989.0,770.0
480,161.0,93.0,1000.0,298.0
481,122.0,96.0,902.0,285.0
482,91.0,82.0,935.0,260.0
483,176.0,113.0,871.0,1000.0
484,118.0,108.0,922.0,253.0
485,159.0,119.0,1000.0,267.0
486,97.0,80.0,878.0,231.0
487,98.0,200.0,948.0,713.0
488,136.0,280.0,936.0,1000.0
489,96.0,75.0,949.0,844.0
490,90.0,98.0,1000.0,758.0
491,167.0,197.0,884.0,1000.0
492,114.0,111.0,946.0,1000.0
493,296.0,120.0,972.0,1000.0
494,98.0,88.0,1000.0,252.0
495,90.0,120.0,1000.0,1000.0
496,107.0,154.0,1000.0,876.0
497,78.0,173.0,824.0,915.0
498,121.0,112.0,939.0,819.0
499,148.0,202.0,195.0,840.0
500,115.0,219.0,968.0,1000.0
