,Buffer Size = 60000,Buffer Size = 80000,Buffer Size = 100000,Buffer Size = 120000
0,-275.13592154455876,-97.54064946296575,-388.12536331176295,-394.6393512619035
1,-320.05095381919637,-92.98153886841442,-457.2591095419481,-389.9875011390221
2,-141.29473779090313,-134.96665065902442,-946.575660784622,-506.4593477535384
3,-151.54373247055253,-128.67768713316255,-1152.8414791081375,-384.62474847661156
4,-333.16485577991773,-165.47317332199685,-777.4190861756175,-456.24755463849584
5,-233.16076699070535,-165.06852991628017,-1487.686824910983,-448.96257036140895
6,-163.47755526610084,-126.52239713087823,-901.0304283257753,-516.7518590919808
7,-340.0731113294048,-153.5450852914259,-540.0242057261769,-431.74307282583237
8,-301.2168710342933,-148.3082771680931,-684.6805250045048,-360.4321453346681
9,-159.65869076476707,-139.54424391899045,-654.3731705855433,-443.88714576984245
10,-307.8553652571591,-95.8943160848228,-176.59660376125072,-302.7405196100681
11,-348.6369986696509,-176.3385346590784,-280.64010207584363,-447.5421758220781
12,-216.35378599495044,-130.70806833375124,-275.6399087686201,-441.05552671160126
13,-19.85044826021415,-123.64348750135835,-109.37591569159511,-390.54696703847037
14,-185.16743951949917,-83.13816088100543,-246.1693611838125,-379.81274792052625
15,11.036899315452786,-105.61211942290588,165.1875232794921,-166.4971351379129
16,-875.1880640376859,-234.28885922451602,-20.869626657609913,-295.6566208223601
17,-345.72210074098916,-107.87258468777038,-255.27286821580728,-377.1416806017233
18,16.422275848693474,-126.60727875335832,-278.4655142226153,-286.00975948069686
19,-557.7754231253768,-475.8855216565847,-186.0247702701663,-391.8829074821492
20,-14.724566949391303,-206.76061679587187,-151.02637098030124,-277.8395577574049
21,-15.123854541133895,-293.1365913203507,-488.427090730985,-475.05415964898975
22,-86.59021047478721,-198.06576494124772,-318.32974113569014,-34.35325100521251
23,-131.5007159784539,-295.37763532714337,-152.9029865040656,-284.1201142449688
24,-146.29507942698172,-357.49377951846077,-173.74440552329577,-98.87023196409737
25,-55.453851802675125,-352.5900497477021,-286.0570723055115,-185.00405458972062
26,-387.59895239038167,-46.703965250387796,-213.48252562117625,-258.98217069500765
27,29.082833061485644,-79.20257155556129,-169.31603419664617,-211.06028682473897
28,-334.1896273611886,-38.29498967469827,-155.06929248754335,-70.20024950233746
29,-361.1360301234633,-135.7278395809774,-86.32475109171753,-127.47225694504164
30,-294.6395146744333,-270.13233175248007,-9.54438827486642,-188.78190448602126
31,-195.93969916836863,-144.21362207621885,-340.08713571321437,-188.44866580462792
32,-188.62264321831194,-164.131342532031,-142.3607618657274,-210.9123909373464
33,-189.78348405267803,-80.60229165597485,-75.0432510802641,-272.4109729480647
34,-176.63194686036513,-86.24766796759386,-14.666414173722302,-194.85085807810142
35,-140.2262823731788,-111.521900061794,-117.54959964319167,-89.20054522221568
36,-213.68380041343872,-126.0120383920383,-232.3954592966137,-218.5731289486207
37,-137.08721226422747,-172.1799000291788,-201.77405019723545,-56.03806043638096
38,-273.19194876040456,-224.12835144848273,-79.84803890562806,-264.2950140210319
39,-359.1554095163418,-149.1597960603463,-235.6333501297076,-125.12851728392963
40,-379.4291344275866,-304.3762332410138,-104.29106522568667,-40.70537045929534
41,-379.6945150193311,-121.95788486345924,-115.74201085014359,-20.266890744138422
42,-139.669901429788,-296.5049338992872,-285.7158884319981,-105.8023455207363
43,-453.3705640258396,-365.25766621208794,-136.58805483712854,-100.42408732558597
44,-207.22912704531495,-300.8580244635805,-96.92086892640151,-213.19536953897037
45,-286.19737380549645,-287.832492999426,-163.26416907610195,-114.8761413478913
46,-222.05488842376639,-358.401641881453,-292.0877982294771,-204.73960244444663
47,-308.8607409548478,-162.59938549277956,-52.427842122381435,14.274426781580146
48,-51.33918171748151,-361.34412685033465,-183.3901291879545,-82.98172582080866
49,-311.6084030625268,-320.8491634849965,154.56570340446578,-502.8011933325134
50,-322.06793641559966,-304.60162745563196,-315.5008648436722,-247.51573857765192
51,-517.2525269045695,-202.39081543791963,-275.69714032860077,-168.8157029188993
52,-213.39781933883947,-252.72341307252287,-408.589918592307,-112.50363821773391
53,-291.4087888058775,-312.93180292089767,-141.3367025764489,-341.08245038726915
54,-392.9634361933159,-239.34208877157405,-144.87872243483147,-561.6173066207748
55,-281.37486581266614,1.2209638842060286,-271.47892980482004,-206.49564308948396
56,-76.6877452590459,-80.74117397934657,-353.76156746275154,-187.9058134738649
57,-77.22257001562137,-171.883421036661,-135.5465412178578,-111.82540631401028
58,-226.41948816253296,-294.2212269312962,-255.0018004647249,-384.6145270701635
59,-48.88150979141352,-204.99842485707825,-28.376117865394107,-62.1337331587394
60,-288.35434149255934,-235.50748495666485,-201.44684928926978,-493.8560541133294
61,-231.9225584579255,-191.44864434176066,-159.93735700933684,-144.53800711616339
62,-142.17103843615018,-167.69153291475197,-116.23998336999615,-530.0229989211966
63,-71.89685755665319,-248.04718464438918,-240.41912425965805,-420.42703582570124
64,-436.4964366611922,-172.67352260653598,-146.51930695394202,-102.94212940742489
65,-221.56635026607336,-267.9036421530933,-185.24762897291376,-44.18722616169715
66,-47.74462290807419,-195.23842030883424,-289.4111167624304,-116.86137910820864
67,-101.92777617752958,17.71167038482669,-279.2857252874323,-228.24517452534062
68,-163.983542743248,-192.22388618050294,-196.1972573297706,-234.636956658568
69,208.32287924080666,-186.50622820140964,-202.28301346084427,-241.00527411839363
70,-206.8013931465235,-194.4817455609624,-235.64894050756138,-49.781554145630565
71,23.36103840920039,-244.6182132912019,-249.26238089156652,-202.57816746402074
72,-21.715977084564713,-149.97154323240213,-119.61194089053713,-169.190674808006
73,-289.2536378078122,-435.06917103562563,-121.33475370071803,-152.158494324031
74,-170.37735783540086,-243.82164649309905,-309.3414220876651,-81.45947528951933
75,141.89202707275516,-202.74117289314293,-139.78744784467398,-211.39305681160883
76,-245.52468624623071,-214.14810998255376,-148.3257563411759,-153.11604033486321
77,-72.59478620022465,-252.0927111164163,-291.3713710581652,-25.944658004812965
78,-384.48646070549717,-100.5053486373562,-211.86447005119328,-581.4853448387164
79,-437.30063867962065,-379.30098193965034,-229.45479923247382,-131.5015608651208
80,-158.87711773418619,-305.26585302443294,-164.77686514518874,-232.15035545860127
81,-36.63979668375323,-206.2613192539078,-198.9499648442237,-210.78440226469831
82,-336.4305480002899,-82.580341322526,-244.40411868362915,-250.6168507240777
83,-88.8194020245614,-364.66504469844085,-165.33779288741044,-25.081726128902645
84,-173.85617448021716,-158.08287134936643,-124.39340961297796,-209.68143747057002
85,-160.52902425234464,-266.5566033151474,-156.96278223077758,-251.41089489807183
86,-88.53644704574714,-405.09246000060176,-222.85834262345838,-310.68447481553847
87,-361.9862597457647,-276.97667066810527,-142.45895584645535,-168.70231721749013
88,-406.28355467820074,-311.675757390391,-210.88404854462382,-94.77874176947799
89,-100.43619747673758,-304.6553835344507,-164.4658871412753,-261.89421254216904
90,-115.92289205298195,-108.44077437346455,-357.7019964718881,-35.18652217164896
91,-149.93020053645182,-154.09897182922725,-112.33237470989208,-313.85523352476446
92,-95.29339360877712,-230.0091681636534,-276.0865991226573,-313.28617506916254
93,-232.27024158908645,-152.27034044673124,-249.22917717906012,-289.3351241999986
94,-30.02278895944211,-325.8837838790005,-298.41781191918716,-403.0261922182523
95,-172.0051173184323,-348.95225105445894,-172.2319113234683,-195.67032971802072
96,-127.59051007354542,-461.36531780419915,-153.93481449859854,-67.03746450480136
97,-67.94820594174188,-308.0332708550774,-164.8484780078902,-145.6741696504887
98,-60.45766440231876,-155.19762917405137,-321.3379481570014,-418.7900822431688
99,-49.38339908281207,-337.21012887562784,-359.07707368036597,-294.9625397805438
100,-28.486473335984982,-272.17324414120094,-79.8087743321411,-278.25488546982433
101,-179.54412299154802,-198.73272680240512,-350.1249302225853,-224.91122604007333
102,-167.52766701086196,-275.4575463833122,-339.7813913909509,-78.9940521503863
103,-355.34939761446105,-52.16656273970982,-287.2529464914255,-112.8706481274724
104,-84.09934976380042,-207.8826823338985,-282.05060445347567,-233.84095726376773
105,-42.61187831152678,-67.30164315640855,-253.44492422814454,-222.11796078150235
106,-43.698384989602104,-40.233012672691096,-313.2918996475788,-261.8544299998215
107,-359.91695503383914,-18.341241054009757,-286.99422175260287,-178.1641709383034
108,-99.48032047166693,-243.27264877170666,-198.2166624208868,-258.430362553892
109,-194.97038526499105,-302.6497246882801,-325.3726378445343,-345.56287338141647
110,-258.0752239044835,-35.432332594337026,-273.7461455707198,-204.9799799034161
111,-33.34534572727364,-233.90796808643606,-399.3793248501502,-350.7461110123287
112,-179.767488930317,-279.7828724505208,-215.6781252491087,-112.43685885648723
113,-93.92542780400066,-97.72912956605612,-19.444372259940096,-193.3474755177781
114,-159.04737014131365,-172.14038541559938,-231.64706273251863,-282.55030179806636
115,-206.51168005534677,-151.43170546219278,-269.1427767785334,-178.914040226908
116,-133.76047347715127,-70.52767322242289,-513.5852928796618,-323.8423602748242
117,-183.11370860009512,-194.90580345690432,-143.43822982908065,-185.0074824589346
118,-85.17878212298093,-85.39764171653864,-315.79275039854457,-317.14364685256373
119,-50.47511401907491,-338.4782196131028,-326.09565829538167,-79.9962423539296
120,15.907626748834119,-300.26877936981566,-186.52845180551535,-242.96926692028887
121,-72.80791185955833,-59.43678942019504,-439.18284746149396,-427.8927747839238
122,-20.18593068807965,-212.46036380695466,-326.93859040691416,-259.21710659515406
123,61.619630770302706,-22.98893656684544,-212.29875709243703,-249.86447239957948
124,-299.31159783169517,-173.72711244461144,-250.66600654729524,-76.59530576227996
125,19.87186486237094,-280.52114589864334,-249.99441368112264,-190.86831074802905
126,-96.40428843838188,-61.5701741171184,-199.30918593507903,-330.080254970635
127,-117.98534414348907,-56.06223058192455,-197.82746011035272,-281.97881575576554
128,-112.7865365840426,-274.65664298453726,-156.46124813157334,-15.943637588964975
129,-202.70199528017469,-269.84055290748,-281.78447576012775,-231.11052255923607
130,-124.58187552243369,-243.82418438838954,-239.80027713029864,-174.7819261454617
131,-53.40849294329733,-238.2345238960379,-225.69836058995767,-184.92916417164312
132,-98.37275351903082,-3.5755403409767297,-148.04128087630252,-272.36474702275086
133,-40.62779933064731,-120.78531706705652,-340.0847692846912,-228.9808929927596
134,-23.3236974428129,-139.37465098363606,-205.72055254831463,-105.63517080563295
135,-140.78943015489395,-318.2219143248702,-145.70138513060724,-339.60531052513056
136,-23.124220600226337,-246.20371387794185,-264.0810385441355,-135.54073983606264
137,-119.07191167396044,-271.804403413773,-45.51713040472653,-250.70494501375043
138,-214.57388279899425,-251.95079456447684,-181.94002159602582,-243.2140816616248
139,-168.19246133275072,-219.17591198428823,-233.48470162129456,-121.713933460748
140,-120.60614631844123,-353.3601696956272,-150.1660226595343,-394.26297271837245
141,-44.43109285705086,-290.5933629817128,-209.8969364756507,-156.51278951593608
142,-145.5332468012973,-271.47820246084444,-224.50280629905706,-258.9474222601033
143,-129.18866741087618,-204.84736157485602,-151.0693650801633,-193.3594332010224
144,-70.0787710968149,-355.7813131303319,-490.75263290330275,-175.7481936800337
145,-13.710413579496318,-185.13869564469803,-128.5743073652473,-198.50266104359306
146,-113.7411788925227,-267.8611210036045,-181.05754895018845,-326.18060952971587
147,4.507330532895736,-202.6656173306273,-254.56371322906094,-262.1260003436527
148,-97.94508160712593,-287.17857538242765,-71.68270080234598,-162.9215671297597
149,-34.95518791114178,-188.76170387548464,-212.86678820761955,-152.27102514419485
150,-169.3852401386313,-461.90267794231636,-357.9569688448726,-116.95031708102175
151,0.22089713670622757,-101.16166135963743,-206.92274686205147,-120.35539752286536
152,-64.69353558539791,-430.85707570118245,-522.1855557413298,-211.46414823514573
153,-199.43182210840757,-322.9810962459171,-149.84439410056527,-252.2438255824412
154,176.48572513644052,-382.75745534595586,-266.68612119942,-161.49437932737197
155,-79.51824577636009,-323.09380861562494,-724.114795367722,-174.51033959082764
156,-1.7066034344295105,-341.68563388548785,-520.4226817820331,-156.52988689991201
157,-91.84685712893076,-281.53788296440644,-307.84608041867114,-242.0179872425128
158,-34.95188173154364,-236.35527749559463,-67.80795159158212,-168.3535740162879
159,-26.455830379808603,-153.94183383834326,-150.51415724541363,-111.20325482075634
160,-11.66336926735039,-268.0134782066144,-279.0472112143862,-120.84046586586892
161,-1.8270095696122723,-238.1863011608403,-181.0986358638523,175.5390584563844
162,-162.08475336150312,-203.34275464678626,-256.4225586155419,-30.325593847467616
163,-260.61165888576704,-309.9425741556514,-209.1459798935794,-387.28603913875713
164,-145.71070204656215,-220.85975177715284,-760.6352980135515,-156.1492184633973
165,6.817754625410416,-228.43076400463872,-572.8866148584449,-484.5120494009114
166,-212.2522822720606,-197.64845850953492,-957.589328977724,-137.63636739186978
167,-57.59898300202216,-11.33555625105106,-319.30282778252774,-404.2550855756058
168,-89.3529312890982,-213.66156998644996,-698.6626260004424,-167.40709008801804
169,204.1194570688163,-244.21737795614465,-970.0494894323558,-247.93932255002392
170,-196.940737212667,-154.12934734797824,-169.62735637778724,-309.0044668362038
171,-61.870378203772646,-203.88852821282188,-479.38036580043314,11.934515449981461
