,Learning Rate = 0.01,Learning Rate = 0.005,Learning Rate = 0.001,Learning Rate = 0.0005
188,309.0,217.0,271.0,507.0
189,693.0,252.0,164.0,316.0
190,314.0,260.0,89.0,315.0
191,489.0,251.0,71.0,188.0
192,1000.0,248.0,83.0,275.0
193,1000.0,304.0,57.0,219.0
194,449.0,306.0,153.0,113.0
195,505.0,233.0,148.0,145.0
196,206.0,202.0,188.0,237.0
197,321.0,358.0,54.0,344.0
198,407.0,136.0,116.0,228.0
199,590.0,110.0,178.0,171.0
200,389.0,352.0,131.0,193.0
201,118.0,323.0,91.0,127.0
202,354.0,257.0,156.0,249.0
203,225.0,220.0,130.0,315.0
204,580.0,258.0,165.0,207.0
205,715.0,202.0,78.0,311.0
206,606.0,297.0,175.0,425.0
207,959.0,231.0,289.0,291.0
208,234.0,235.0,137.0,216.0
209,1000.0,404.0,98.0,338.0
210,158.0,324.0,198.0,176.0
211,104.0,143.0,65.0,182.0
212,69.0,391.0,60.0,286.0
213,76.0,208.0,136.0,224.0
214,387.0,170.0,169.0,148.0
215,187.0,338.0,111.0,321.0
216,778.0,413.0,52.0,188.0
217,1000.0,162.0,66.0,190.0
218,73.0,335.0,126.0,365.0
219,1000.0,350.0,138.0,328.0
220,1000.0,135.0,213.0,324.0
221,638.0,300.0,160.0,336.0
222,400.0,394.0,169.0,253.0
223,1000.0,561.0,99.0,284.0
224,852.0,350.0,165.0,586.0
225,556.0,162.0,192.0,271.0
226,1000.0,349.0,61.0,275.0
227,745.0,225.0,117.0,294.0
228,1000.0,138.0,277.0,236.0
229,214.0,272.0,81.0,233.0
230,467.0,287.0,147.0,267.0
231,1000.0,355.0,149.0,341.0
232,181.0,166.0,276.0,294.0
233,1000.0,168.0,91.0,119.0
234,1000.0,148.0,118.0,597.0
235,1000.0,392.0,190.0,615.0
236,1000.0,169.0,175.0,183.0
237,195.0,291.0,132.0,214.0
238,126.0,354.0,116.0,784.0
239,190.0,282.0,277.0,219.0
240,525.0,199.0,143.0,565.0
241,1000.0,256.0,68.0,558.0
242,181.0,242.0,132.0,201.0
243,112.0,255.0,252.0,366.0
244,817.0,289.0,139.0,543.0
245,183.0,357.0,110.0,133.0
246,70.0,433.0,219.0,137.0
247,96.0,276.0,257.0,518.0
248,124.0,415.0,137.0,126.0
249,187.0,91.0,187.0,209.0
250,104.0,96.0,378.0,490.0
251,115.0,450.0,101.0,474.0
252,116.0,475.0,79.0,516.0
253,121.0,408.0,381.0,556.0
254,217.0,312.0,75.0,150.0
255,189.0,333.0,64.0,139.0
256,172.0,266.0,111.0,136.0
257,675.0,160.0,78.0,142.0
258,203.0,300.0,100.0,410.0
259,88.0,291.0,214.0,486.0
260,672.0,384.0,179.0,527.0
261,182.0,384.0,126.0,303.0
262,96.0,108.0,504.0,367.0
263,1000.0,364.0,423.0,134.0
264,160.0,299.0,198.0,405.0
265,102.0,260.0,237.0,154.0
266,261.0,300.0,119.0,242.0
267,1000.0,179.0,213.0,539.0
268,225.0,94.0,255.0,485.0
269,152.0,431.0,124.0,273.0
270,107.0,275.0,121.0,271.0
271,499.0,278.0,245.0,541.0
272,1000.0,260.0,220.0,293.0
273,95.0,126.0,101.0,310.0
274,152.0,211.0,139.0,476.0
275,917.0,317.0,162.0,567.0
276,349.0,314.0,220.0,597.0
277,288.0,178.0,168.0,580.0
278,246.0,397.0,188.0,535.0
279,356.0,532.0,150.0,207.0
280,230.0,358.0,122.0,514.0
281,418.0,208.0,111.0,532.0
282,1000.0,259.0,238.0,523.0
283,981.0,282.0,128.0,500.0
284,375.0,264.0,211.0,230.0
285,1000.0,113.0,252.0,487.0
286,991.0,337.0,181.0,140.0
287,200.0,509.0,603.0,498.0
288,58.0,144.0,279.0,509.0
289,309.0,111.0,159.0,514.0
290,640.0,264.0,196.0,512.0
291,193.0,534.0,190.0,513.0
292,114.0,308.0,271.0,491.0
293,63.0,457.0,153.0,154.0
294,1000.0,436.0,63.0,484.0
295,55.0,281.0,182.0,199.0
296,769.0,315.0,189.0,467.0
297,246.0,208.0,258.0,514.0
298,79.0,180.0,394.0,524.0
299,238.0,132.0,167.0,459.0
300,130.0,422.0,170.0,219.0
301,141.0,446.0,178.0,516.0
302,102.0,411.0,166.0,481.0
303,1000.0,391.0,71.0,399.0
304,328.0,126.0,198.0,449.0
305,824.0,122.0,197.0,522.0
306,226.0,416.0,328.0,487.0
307,1000.0,333.0,289.0,491.0
308,608.0,370.0,336.0,490.0
309,96.0,308.0,390.0,522.0
310,163.0,146.0,291.0,459.0
311,170.0,394.0,257.0,468.0
312,137.0,131.0,141.0,523.0
313,1000.0,424.0,276.0,476.0
314,143.0,474.0,332.0,476.0
315,342.0,305.0,122.0,473.0
316,99.0,533.0,277.0,442.0
317,276.0,490.0,242.0,487.0
318,745.0,464.0,228.0,508.0
319,389.0,247.0,240.0,478.0
320,144.0,242.0,359.0,480.0
321,1000.0,319.0,217.0,233.0
322,205.0,381.0,225.0,446.0
323,190.0,152.0,341.0,468.0
324,513.0,330.0,169.0,476.0
325,1000.0,240.0,201.0,490.0
326,272.0,204.0,168.0,462.0
327,896.0,176.0,218.0,386.0
328,192.0,163.0,71.0,475.0
329,341.0,167.0,144.0,375.0
330,125.0,475.0,165.0,477.0
331,877.0,158.0,285.0,176.0
332,1000.0,387.0,182.0,461.0
333,124.0,158.0,208.0,465.0
334,321.0,388.0,299.0,315.0
335,1000.0,184.0,278.0,470.0
336,1000.0,368.0,212.0,461.0
337,772.0,279.0,208.0,470.0
338,277.0,397.0,258.0,315.0
339,185.0,532.0,237.0,443.0
340,661.0,140.0,129.0,438.0
341,1000.0,417.0,80.0,405.0
342,1000.0,384.0,211.0,491.0
343,1000.0,165.0,119.0,471.0
344,51.0,425.0,341.0,307.0
345,470.0,190.0,359.0,321.0
346,556.0,176.0,225.0,232.0
347,360.0,199.0,263.0,437.0
348,521.0,378.0,168.0,468.0
349,182.0,366.0,334.0,456.0
350,349.0,116.0,186.0,456.0
351,1000.0,152.0,213.0,290.0
352,122.0,402.0,113.0,266.0
353,306.0,148.0,180.0,243.0
354,146.0,401.0,232.0,279.0
355,563.0,210.0,172.0,283.0
356,182.0,395.0,95.0,454.0
357,249.0,296.0,245.0,326.0
358,85.0,199.0,213.0,288.0
359,119.0,407.0,86.0,438.0
360,82.0,462.0,242.0,500.0
361,88.0,426.0,167.0,464.0
362,95.0,321.0,225.0,455.0
363,202.0,408.0,287.0,334.0
364,512.0,318.0,379.0,301.0
365,170.0,220.0,105.0,232.0
366,126.0,412.0,65.0,370.0
367,165.0,341.0,141.0,477.0
368,265.0,323.0,153.0,298.0
369,199.0,432.0,285.0,329.0
370,447.0,131.0,265.0,455.0
371,298.0,303.0,362.0,231.0
372,263.0,540.0,127.0,440.0
373,183.0,385.0,113.0,238.0
374,125.0,427.0,245.0,483.0
375,730.0,390.0,141.0,358.0
376,823.0,197.0,298.0,340.0
377,393.0,492.0,213.0,416.0
378,1000.0,147.0,190.0,468.0
379,692.0,499.0,213.0,468.0
380,404.0,438.0,217.0,274.0
381,265.0,487.0,104.0,440.0
382,216.0,531.0,87.0,403.0
383,223.0,223.0,101.0,612.0
384,140.0,78.0,244.0,585.0
385,983.0,377.0,252.0,434.0
386,559.0,496.0,81.0,497.0
387,624.0,332.0,153.0,438.0
388,494.0,524.0,208.0,445.0
389,1000.0,302.0,69.0,462.0
390,951.0,515.0,307.0,472.0
391,838.0,310.0,325.0,473.0
392,633.0,547.0,83.0,471.0
393,423.0,422.0,358.0,459.0
394,1000.0,317.0,136.0,439.0
395,248.0,283.0,297.0,462.0
396,881.0,744.0,328.0,457.0
397,289.0,429.0,382.0,456.0
398,1000.0,405.0,278.0,466.0
399,287.0,418.0,382.0,480.0
400,347.0,398.0,382.0,484.0
401,177.0,417.0,380.0,478.0
402,105.0,398.0,225.0,465.0
403,651.0,515.0,293.0,417.0
404,100.0,460.0,339.0,478.0
405,231.0,403.0,226.0,480.0
406,136.0,480.0,414.0,466.0
407,727.0,417.0,276.0,479.0
408,661.0,487.0,219.0,270.0
409,67.0,470.0,242.0,487.0
410,81.0,427.0,215.0,468.0
411,427.0,439.0,218.0,477.0
412,753.0,358.0,473.0,475.0
413,412.0,391.0,307.0,472.0
414,251.0,421.0,253.0,505.0
415,780.0,446.0,266.0,465.0
416,938.0,421.0,260.0,478.0
417,361.0,382.0,451.0,470.0
418,238.0,374.0,351.0,462.0
419,129.0,355.0,365.0,473.0
420,87.0,434.0,331.0,474.0
421,143.0,349.0,319.0,473.0
422,749.0,250.0,267.0,465.0
423,232.0,315.0,320.0,478.0
424,806.0,418.0,223.0,478.0
425,298.0,466.0,222.0,476.0
426,115.0,447.0,329.0,475.0
427,408.0,528.0,297.0,224.0
428,119.0,469.0,253.0,495.0
429,156.0,379.0,343.0,496.0
430,184.0,569.0,56.0,524.0
431,125.0,517.0,335.0,498.0
432,246.0,502.0,428.0,492.0
433,108.0,579.0,347.0,490.0
434,288.0,287.0,220.0,491.0
435,167.0,504.0,262.0,484.0
436,562.0,433.0,302.0,493.0
437,143.0,445.0,352.0,497.0
438,54.0,425.0,209.0,479.0
439,135.0,379.0,604.0,492.0
440,131.0,136.0,246.0,473.0
441,159.0,512.0,336.0,468.0
442,838.0,423.0,262.0,496.0
443,215.0,642.0,347.0,504.0
444,915.0,92.0,295.0,505.0
445,961.0,115.0,323.0,525.0
446,1000.0,449.0,306.0,481.0
447,796.0,382.0,391.0,482.0
448,972.0,465.0,511.0,492.0
449,872.0,349.0,210.0,496.0
450,1000.0,532.0,234.0,471.0
451,509.0,188.0,87.0,442.0
452,853.0,773.0,115.0,452.0
453,653.0,558.0,329.0,469.0
454,446.0,558.0,732.0,434.0
455,105.0,515.0,354.0,448.0
456,601.0,356.0,337.0,448.0
457,871.0,525.0,321.0,476.0
458,789.0,458.0,358.0,278.0
459,456.0,752.0,316.0,483.0
460,1000.0,223.0,325.0,469.0
461,632.0,140.0,331.0,369.0
462,621.0,483.0,301.0,433.0
463,220.0,389.0,301.0,484.0
464,894.0,521.0,202.0,476.0
465,679.0,570.0,338.0,452.0
466,699.0,557.0,262.0,440.0
467,425.0,668.0,95.0,473.0
468,760.0,574.0,310.0,457.0
469,1000.0,474.0,307.0,458.0
470,396.0,410.0,368.0,431.0
471,1000.0,598.0,347.0,521.0
472,736.0,317.0,111.0,425.0
473,631.0,722.0,218.0,482.0
474,239.0,661.0,226.0,466.0
475,1000.0,650.0,217.0,456.0
476,918.0,546.0,345.0,479.0
477,693.0,573.0,224.0,461.0
478,454.0,669.0,373.0,429.0
479,527.0,584.0,291.0,453.0
480,453.0,428.0,344.0,421.0
481,757.0,463.0,260.0,442.0
482,115.0,388.0,348.0,470.0
483,689.0,586.0,304.0,427.0
484,543.0,558.0,314.0,389.0
485,253.0,636.0,444.0,454.0
486,713.0,620.0,232.0,438.0
487,191.0,631.0,195.0,417.0
488,1000.0,750.0,218.0,403.0
489,1000.0,622.0,401.0,431.0
490,1000.0,430.0,563.0,421.0
491,172.0,294.0,376.0,421.0
492,535.0,679.0,393.0,424.0
493,670.0,478.0,356.0,436.0
494,925.0,864.0,646.0,430.0
495,268.0,823.0,280.0,433.0
496,340.0,617.0,323.0,420.0
497,465.0,684.0,359.0,450.0
498,471.0,319.0,698.0,421.0
499,237.0,633.0,370.0,417.0
500,85.0,597.0,407.0,434.0
